STATION_ID,STATION_Name,STATION_PRO,STATION_TYPE,STATION_LNG,STATION_LAT,DATA_FROM_SOURCE
G0003330010040,江郎山收费站,zhejiang,RAMP_PLAZA,118.594445,28.606139,0
G0015330060040,宁海南收费站,zhejiang,RAMP_PLAZA,121.308359,29.193834,0
G0025330030090,灵溪收费站,zhejiang,RAMP_PLAZA,119.171206,28.852006,0
G15W3330010040,象山北收费站,zhejiang,RAMP_PLAZA,121.818454,29.571822,0
G0015330010050,海宁南收费站,zhejiang,RAMP_PLAZA,120.676172,30.42011,0
G1501330020020,宁波西收费站,zhejiang,MAIN_LINE_PLAZA,121.434678,29.810069,0
G0092330010170,鄞州收费站,zhejiang,RAMP_PLAZA,121.565624,29.840981,0
S0026330010120,双峰收费站,zhejiang,MAIN_LINE_PLAZA,120.454171,28.92056,0
S0010330020020,潘桥收费站,zhejiang,RAMP_PLAZA,120.564553,27.919453,0
G0060330010010,浙沪主线收费站,zhejiang,PROVINCE_STATION_INDEPENDENT,120.952478,30.79983,0
G0015330050040,鄞州南收费站,zhejiang,RAMP_PLAZA,121.529921,29.751804,0
G015W330050110,天台收费站,zhejiang,RAMP_PLAZA,121.004517,29.153907,0
G015W330050120,洋头收费站,zhejiang,RAMP_PLAZA,121.165668,29.081503,0
G0025330020170,淡竹收费站,zhejiang,RAMP_PLAZA,119.226429,29.558134,0
G0015330120010,大桥北收费站,zhejiang,MAIN_LINE_PLAZA,120.796238,28.020816,0
G0025330030080,龙游南收费站,zhejiang,RAMP_PLAZA,119.143735,28.982104,0
G0025330030150,松阳收费站,zhejiang,RAMP_PLAZA,119.467753,28.427252,0
G0025330050050,庆元收费站,zhejiang,RAMP_PLAZA,118.902648,27.666247,0
G0003330010070,东案收费站,zhejiang,RAMP_PLAZA,118.6479,28.977153,0
G0003330010110,钱江源收费站,zhejiang,PROVINCE_STATION_INDEPENDENT,118.346316,29.317151,0
G0015330040020,慈溪收费站,zhejiang,MAIN_LINE_PLAZA,121.331209,30.274243,0
G0015330110010,雁荡山收费站,zhejiang,RAMP_PLAZA,121.144807,28.342613,0
G0025330020210,大店口收费站,zhejiang,RAMP_PLAZA,119.156275,29.262481,0
S0012330010030,西塘收费站,zhejiang,RAMP_PLAZA,120.905314,30.918501,0
G1501330010050,丁家山收费站,zhejiang,MAIN_LINE_PLAZA,121.688731,29.858325,0
G1501330010010,九龙湖收费站,zhejiang,RAMP_PLAZA,121.56334,29.990999,0
G0025330040180,丽水北收费站,zhejiang,RAMP_PLAZA,119.870101,28.47728,0
S0024330020020,诸暨南收费站,zhejiang,RAMP_PLAZA,120.212589,29.614641,0
G015W330020020,王店东收费站,zhejiang,MAIN_LINE_PLAZA,120.745958,30.611631,0
G0092330010160,宁波收费站,zhejiang,RAMP_PLAZA,121.494394,29.837324,0
G0060330010090,长安收费站,zhejiang,RAMP_PLAZA,120.434539,30.474983,0
G0060330020130,兰溪收费站,zhejiang,RAMP_PLAZA,119.529594,29.134585,0
G0015330110120,分水关收费站,zhejiang,PROVINCE_STATION_INDEPENDENT,120.264305,27.432585,0
G0025330040070,丽水收费站,zhejiang,RAMP_PLAZA,119.904552,28.393989,0
G0056330010060,太阳收费站,zhejiang,RAMP_PLAZA,119.309493,30.18174,0
G0025330020010,杭州南收费站,zhejiang,MAIN_LINE_PLAZA,120.11202,30.141283,0
G0056330010010,昱岭关收费站,zhejiang,PROVINCE_STATION_INDEPENDENT,118.925458,30.049166,0
G0015330030010,海天一洲收费站,zhejiang,RAMP_PLAZA,121.128718,30.460321,0
G9211330010070,蛟川收费站,zhejiang,MAIN_LINE_PLAZA,121.639427,29.962022,0
S0013330010070,崇贤收费站,zhejiang,RAMP_PLAZA,120.157883,30.39922,0
G0025330020100,凤川收费站,zhejiang,RAMP_PLAZA,119.771179,29.814051,0
G1501330020010,朝阳收费站,zhejiang,RAMP_PLAZA,121.481866,29.784519,0
G1512330020030,甘霖收费站,zhejiang,RAMP_PLAZA,120.734979,29.52121,0
S0004330010050,坎红路收费站,zhejiang,RAMP_PLAZA,120.401574,30.219947,0
G0015330010100,新仓收费站,zhejiang,RAMP_PLAZA,121.219799,30.717646,0
G015W330050050,章镇收费站,zhejiang,RAMP_PLAZA,120.847108,29.818427,0
S0013330010030,新市收费站,zhejiang,RAMP_PLAZA,120.265012,30.563651,0
G0092330010060,柯桥收费站,zhejiang,RAMP_PLAZA,120.523647,30.147459,0
G0025330040080,石帆收费站,zhejiang,RAMP_PLAZA,119.957604,28.366776,0
G0015330080030,台州南收费站,zhejiang,MAIN_LINE_PLAZA,121.248487,28.551297,0
S0002330010010,余杭收费站,zhejiang,RAMP_PLAZA,120.304628,30.386776,0
G0060330010100,长安收费站,zhejiang,RAMP_PLAZA,120.434539,30.474983,0
G0060330020020,柯桥西(杨汛桥)收费站,zhejiang,RAMP_PLAZA,120.31039,30.12908,0
G0060330020180,衢州西收费站,zhejiang,RAMP_PLAZA,118.835335,28.98164,0
S0024330010090,诸暨浣东收费站,zhejiang,RAMP_PLAZA,120.294754,29.742844,0
S0020330010040,郭巨收费站,zhejiang,MAIN_LINE_PLAZA,122.021807,29.857003,0
G0015330050030,宁波东收费站,zhejiang,RAMP_PLAZA,121.598989,29.839671,0
G0056330010160,杭州西收费站,zhejiang,RAMP_PLAZA,120.034502,30.239176,0
G0050330010020,南浔收费站,zhejiang,RAMP_PLAZA,120.385107,30.882755,0
G1512330020050,嵊州南收费站,zhejiang,RAMP_PLAZA,120.80938,29.553733,0
G0015330070020,临海北收费站,zhejiang,RAMP_PLAZA,121.224455,28.920052,0
G0025330020160,新安江收费站,zhejiang,RAMP_PLAZA,119.333563,29.516883,0
G0060330020100,上溪收费站,zhejiang,RAMP_PLAZA,119.92688,29.27789,0
G0015330100110,涌泉收费站,zhejiang,RAMP_PLAZA,121.333405,28.730657,0
G0025330060020,上垟收费站,zhejiang,RAMP_PLAZA,118.869982,27.943176,0
G2501330010170,下沙南收费站,zhejiang,RAMP_PLAZA,120.356807,30.274708,0
G0015330040060,宁波北收费站,zhejiang,MAIN_LINE_PLAZA,121.457953,29.943092,0
G0015330010110,浙沪主线收费站,zhejiang,PROVINCE_STATION_COMMON,120.952478,30.79983,0
G0092330010120,余姚收费站,zhejiang,RAMP_PLAZA,121.158196,30.003641,0
G0092330010040,瓜沥收费站,zhejiang,RAMP_PLAZA,120.450967,30.193608,0
G015W330020050,袁花收费站,zhejiang,MAIN_LINE_PLAZA,120.790656,30.400247,0
G0092330010190,德胜收费站,zhejiang,RAMP_PLAZA,120.243484,30.305136,0
G0025330040130,温州西收费站,zhejiang,RAMP_PLAZA,120.595381,28.018473,0
S0012330020030,湖州东收费站,zhejiang,RAMP_PLAZA,120.168363,30.802477,0
G015W330050060,三界收费站,zhejiang,RAMP_PLAZA,120.842622,29.750142,0
G9211330010050,册子收费站,zhejiang,RAMP_PLAZA,121.940168,30.076929,0
G0025330010030,良渚收费站,zhejiang,RAMP_PLAZA,120.068526,30.362718,0
G0056330010020,白果收费站,zhejiang,RAMP_PLAZA,118.995171,30.091978,0
G0060330020170,衢州东收费站,zhejiang,RAMP_PLAZA,118.933517,28.998934,0
G0050330010030,织里收费站,zhejiang,RAMP_PLAZA,120.277413,30.887653,0
S0010330020030,陶山收费站,zhejiang,RAMP_PLAZA,120.529353,27.850987,0
S0024330020010,街亭收费站,zhejiang,RAMP_PLAZA,120.278188,29.626943,0
S0024330010080,枫桥南收费站,zhejiang,RAMP_PLAZA,120.39886,29.767326,0
G0060330020080,浦江收费站,zhejiang,RAMP_PLAZA,120.024982,29.437824,0
G0015330110030,乐成收费站,zhejiang,RAMP_PLAZA,120.999948,28.12843,0
G0060330020070,郑家坞收费站,zhejiang,RAMP_PLAZA,120.079962,29.501362,0
G0092330010110,牟山收费站,zhejiang,RAMP_PLAZA,120.98346,30.064746,0
G0025330040090,海口收费站,zhejiang,RAMP_PLAZA,120.073294,28.314716,0
S0012330010010,浙沪北主线收费站,zhejiang,PROVINCE_STATION_COMMON,120.982492,30.939715,0
S0012330010040,天凝收费站,zhejiang,RAMP_PLAZA,120.847866,30.881809,0
G1512330030070,傅村收费站,zhejiang,RAMP_PLAZA,119.878164,29.230551,0
S0013330010060,塘栖收费站,zhejiang,RAMP_PLAZA,120.157722,30.460292,0
G0056330010120,临安收费站,zhejiang,RAMP_PLAZA,119.750735,30.220381,0
G1501330020030,横街收费站,zhejiang,RAMP_PLAZA,121.416603,29.849876,0
G060N330020060,池淮收费站,zhejiang,RAMP_PLAZA,118.288146,29.094315,0
G0060330010040,嘉兴东收费站,zhejiang,RAMP_PLAZA,120.86565,30.740832,0
S0026330010130,埠头收费站,zhejiang,MAIN_LINE_PLAZA,120.534434,28.783048,0
G0025330040100,金华东收费站,zhejiang,RAMP_PLAZA,119.716591,29.157613,0
G0015330040040,掌起收费站,zhejiang,MAIN_LINE_PLAZA,121.442934,30.133303,0
G15W3330010030,咸祥收费站,zhejiang,RAMP_PLAZA,121.781057,29.655652,0
G0056330010110,玲珑收费站,zhejiang,RAMP_PLAZA,119.662976,30.200131,0
G0015330010090,独山港西收费站,zhejiang,RAMP_PLAZA,121.149197,30.68504,0
S0026330010100,马宅收费站,zhejiang,MAIN_LINE_PLAZA,120.363235,29.080593,0
S0026330010020,诸暨北收费站,zhejiang,MAIN_LINE_PLAZA,120.281193,29.786437,0
S0026330010090,横店收费站,zhejiang,MAIN_LINE_PLAZA,120.378966,29.158249,0
G0092330010080,上虞收费站,zhejiang,RAMP_PLAZA,120.900106,30.048326,0
S0026330010200,花坦收费站,zhejiang,MAIN_LINE_PLAZA,120.773773,28.271838,0
G0015330040010,宁波杭州湾新区西收费站,zhejiang,MAIN_LINE_PLAZA,121.201843,30.298527,0
G0015330010070,海盐收费站,zhejiang,RAMP_PLAZA,120.9378,30.57574,0
S0024330010010,上虞道墟收费站,zhejiang,RAMP_PLAZA,120.79538,30.036469,0
G015W330050030,蒿坝收费站,zhejiang,RAMP_PLAZA,120.848095,29.975542,0
G015W330040010,滨海新城北收费站,zhejiang,RAMP_PLAZA,120.777479,30.199316,0
G0060330010130,许村收费站,zhejiang,RAMP_PLAZA,120.361923,30.419275,0
S0010330020060,阁巷收费站,zhejiang,RAMP_PLAZA,120.637674,27.698965,0
