ID,STATION_NAME,PROVINCE,slng,slat,statName交易,statName地图,经度差,纬度差,provName,id,statName,lng_x,lat_x,prov,Name,Province,lng_y,lat_y
G0010230040090,帽儿山,heilongjiang,127.475,45.271,帽儿山,帽儿山收费站,0.010209999999999999,0.0034,heilongjiang,2110020368.0,帽儿山,127.48521000000001,45.2744,heilongjiang,帽儿山收费站,HEI_LONG_JIANG,127.48515900000001,45.274364
G4512230030020,昂昂溪,heilongjiang,123.561821,47.094412,昂昂溪,昂昂溪收费站,0.380849,0.073438,heilongjiang,2110020613.0,昂昂溪,123.94266999999999,47.16785,heilongjiang,昂昂溪收费站,HEI_LONG_JIANG,123.942687,47.167849
G0042500020010,草堂,chongqing,109.3752,31.53,草堂,草堂收费站,0.26068,0.44088999999999995,chongqing,2110000892.0,草堂,109.63588,31.089109999999998,chongqing,草堂收费站,CHONG_QING,109.635906,31.089169000000002
G0075500010040,合阳,chongqing,106.253945,30.036895,合阳,合阳收费站,0.005745,0.0057350000000000005,chongqing,2110000748.0,合阳,106.25968999999999,30.031159999999996,chongqing,合阳收费站,CHONG_QING,106.259666,30.031106
G0075500010030,云门,chongqing,106.305472,30.112191999999997,云门,云门收费站,0.0029579999999999997,0.007502,chongqing,2110000759.0,云门,106.30843,30.10469,chongqing,云门收费站,CHONG_QING,106.30841000000001,30.104691
S0035520010020,平定营,guizhou,,,平定营,平定营收费站,,,guizhou,2110062170.0,平定营,107.43073000000001,26.97911,guizhou,平定营收费站,GUI_ZHOU,107.43031299999998,26.978875
G6001520010020,笋子林,guizhou,,,笋子林,笋子林收费站,,,guizhou,2110060810.0,笋子林,106.78236000000001,26.56901,guizhou,笋子林收费站,GUI_ZHOU,,
S0030520010050,佛顶山东,guizhou,,,佛顶山东,,,,guizhou,,,,,,佛顶山东收费站,GUI_ZHOU,108.159325,27.429154999999998
S0050520010120,巴铃,guizhou,,,巴铃,巴铃收费站,,,guizhou,2110044093.0,巴铃,105.36965,25.4793,guizhou,巴铃收费站,GUI_ZHOU,105.369532,25.479307000000002
G0060520030090,墨冲,guizhou,,,墨冲,墨冲收费站,,,guizhou,2110014023.0,墨冲,107.464,26.04729,guizhou,墨冲收费站,GUI_ZHOU,107.46407099999999,26.04701
X0488450010010,夏石,guangxi,106.891415,22.112783,夏石,夏石收费站,0.003415,0.003023,guangxi,2110017505.0,夏石,106.89483,22.10976,guangxi,夏石收费站,GUANG_XI,106.89483100000001,22.109762
S0022130010050,大名北,hebei,115.11281000000001,36.19587,大名北,大名北收费站,0.07374,0.1425,hebei,2110059632.0,大名北,115.18655,36.33837,hebei,大名北收费站,HE_BEI,115.18654199999999,36.338356
G0080450060060,思林,guangxi,107.32914699999999,23.502152,思林,思林收费站,0.000127,0.00011200000000000001,guangxi,2110017617.0,思林,107.32902,23.50204,guangxi,思林收费站,GUANG_XI,107.32898700000001,23.502010000000002
G0076450020070,独峒,guangxi,,,独峒,,,,guangxi,,,,,,独峒收费站,GUANG_XI,109.454077,25.878973000000002
G0078450060040,宜州,guangxi,108.670775,24.47516,宜州,宜州收费站,0.0036149999999999997,0.00288,guangxi,2110067763.0,宜州,108.67438999999999,24.472279999999998,guangxi,宜州收费站,GUANG_XI,108.674314,24.472139000000002
S0342320010010,342省道羊尖,jiangsu,120.5856,31.6396,342省道羊尖,,,,jiangsu,,,,,,省道羊尖收费站,JIANG_SU,120.581849,31.635226
G0002120030010,津涞,tianjin,,,津涞,津涞收费站,,,tianjin,2110003686.0,津涞,117.02938999999999,39.03155,tianjin,津涞收费站,TIAN_JIN,117.029306,39.031684000000006
G0001120010010,新钟,tianjin,117.566346,39.740695,新钟,新钟收费站,0.006106,0.005635,tianjin,2110003746.0,新钟,117.56024,39.73506,tianjin,新钟收费站,TIAN_JIN,117.560138,39.735005
G0001130010160,玉田,hebei,117.703176,39.752456,玉田,,,,hebei,,,,,,玉田收费站,HE_BEI,117.69808400000001,39.746123
G4216510010010,仁沐新仁寿,sichuan,,,仁沐新仁寿,,,,sichuan,,,,,,新仁寿收费站,SI_CHUAN,104.183316,29.954824
G0015440060060,福民,guangdong,114.03093700000001,22.681739,福民,福民收费站,0.005033,0.0027890000000000002,guangdong,2110038450.0,福民,114.03596999999999,22.67895,guangdong,福民收费站,GUANG_DONG,114.035843,22.678818
G0025440070060,坑塘径,guangdong,,,坑塘径,,,,guangdong,,,,,,坑塘径收费站,GUANG_DONG,,
S0073440010050,市南路,guangdong,113.417194,22.896328,市南路,,,,guangdong,,,,,,市南路收费站,GUANG_DONG,113.42314099999999,22.893783
G15W3440010150,海丰,guangdong,115.574656,23.018993,海丰,,,,guangdong,,,,,,海丰收费站,GUANG_DONG,115.37468999999999,23.018344
G04W3440011140,花城,guangdong,113.30076399999999,23.489242,花城,,,,guangdong,,,,,,花城收费站,GUANG_DONG,113.306122,23.486728
G0005510020020,川北昭化,sichuan,,,川北昭化,,,,sichuan,,,,,,昭化收费站,SI_CHUAN,105.68610600000001,32.358762
G0005510080070,西攀垭口,sichuan,,,西攀垭口,,,,sichuan,,,,,,垭口收费站,SI_CHUAN,101.99908,26.792883000000003
S0072130020020,冀州西,hebei,115.441779,37.569637,冀州西,,,,hebei,,,,,,冀州西收费站,HE_BEI,115.44928999999999,37.570958000000005
S0053130010010,新河山主线,hebei,118.30583100000001,40.117985,新河山主线,,,,hebei,,,,,,新河山收费站,HE_BEI,115.204452,37.492854
G0025130010060,承德东,hebei,117.96726000000001,40.958042,承德东,承德东收费站,0.00647,0.001228,hebei,2110019947.0,承德东,117.97373,40.959270000000004,hebei,承德东收费站,HE_BEI,117.97354399999999,40.95957
G0002130010030,沧北,hebei,116.7597,38.342211999999996,沧北,,,,hebei,,,,,,沧州北收费站,HE_BEI,116.765689,38.342358000000004
G0615630030060,下藏科匝道,qinghai,,,下藏科匝道,,,,qinghai,,,,,,下藏科收费站,QING_HAI,100.68729300000001,34.079611
G0078530010040,江召金鸡,yunnan,104.42591800000001,24.964161999999998,江召金鸡,,,,yunnan,,,,,,江召金鸡收费站,YUN_NAN,,
G0035440020010,凌坑,guangdong,,,凌坑,,,,guangdong,,,,,,凌坑收费站,GUANG_DONG,,
G0080450050010,坛洛,guangxi,108.00628700000001,22.920238,坛洛,坛洛收费站,0.0038729999999999997,0.0028179999999999998,guangxi,2110017601.0,坛洛,108.01016000000001,22.91742,guangxi,坛洛收费站,GUANG_XI,108.010296,22.917460000000002
S0083410040060,方城,henan,,,方城,方城收费站,,,henan,2110022658.0,方城,113.0299,33.27742,henan,方城收费站,HE_NAN,113.029822,33.277124
G0078450080040,田林,guangxi,106.19196000000001,24.32991,田林,田林收费站,0.00418,0.00321,guangxi,2110017529.0,田林,106.19613999999999,24.3267,guangxi,田林收费站,GUANG_XI,106.19615300000001,24.326808
S8012450010020,玉林,guangxi,110.123746,22.664737,玉林,玉林收费站,0.004354,0.002657,guangxi,2110017325.0,玉林,110.1281,22.66208,guangxi,玉林收费站,GUANG_XI,110.128111,22.662048000000002
S0031450010070,凤山,guangxi,109.26701200000001,24.557212,凤山,,,,guangxi,,,,,,凤山收费站,GUANG_XI,109.270448,24.555433999999998
G0065450120010,大隆,guangxi,111.01609499999999,22.770757,大隆,,,,guangxi,,,,,,大隆收费站,GUANG_XI,111.02098899999999,22.768013
G0065450010020,宛田,guangxi,,,宛田,宛田收费站,,,guangxi,2110017576.0,宛田,110.06873,25.526970000000002,guangxi,宛田收费站,GUANG_XI,110.072124,25.519476
S0101500090040,沙溪,chongqing,106.330863,29.963318,沙溪,沙溪收费站,14.809339999999999,0.42281,chongqing,2110051818.0,沙溪,106.33086000000002,29.96306,chongqing,沙溪收费站,CHONG_QING,106.330946,29.96316
S0101500060030,松溉,chongqing,105.88998799999999,29.069534,松溉,松溉收费站,0.0065980000000000006,0.005944,chongqing,2110068203.0,松溉,105.88338999999999,29.06359,chongqing,松溉收费站,CHONG_QING,105.88331000000001,29.063427
G0075520010020,三元(崇),guizhou,,,三元(崇),,,,guizhou,,,,,,三元收费站,GUI_ZHOU,106.83542800000001,28.490812
G0075520010080,遵义,guizhou,,,遵义,遵义收费站,,,guizhou,2110073061.0,遵义,106.90388999999999,27.71015,guizhou,遵义收费站,GUI_ZHOU,106.903827,27.709823999999998
S0050520010090,白层,guizhou,,,白层,白层收费站,,,guizhou,2110054205.0,白层,105.73501,25.4635,guizhou,白层收费站,GUI_ZHOU,105.734827,25.463479
S0062520040020,岩架,guizhou,,,岩架,,,,guizhou,,,,,,岩架收费站,GUI_ZHOU,105.94013500000001,25.059057
S0101500020010,李渡,chongqing,107.28056299999999,29.728064,李渡,李渡收费站,0.000583,0.00021400000000000002,chongqing,2110053624.0,李渡,107.27998000000001,29.72785,chongqing,李渡收费站,CHONG_QING,107.27986200000001,29.727784000000003
G5013500010040,大庙,chongqing,106.07091299999999,29.632061,大庙,大庙收费站,1.3000000000000001e-05,1.1e-05,chongqing,2110054994.0,大庙,106.0709,29.63205,chongqing,大庙收费站,CHONG_QING,106.070939,29.632239000000002
S0025520020050,石阡北,guizhou,,,石阡北,石阡北收费站,,,guizhou,2110073067.0,石阡北,108.22849,27.588929999999998,guizhou,石阡北收费站,GUI_ZHOU,108.22796899999999,27.588915000000004
S0025520020090,镇远南,guizhou,,,镇远南,镇远南收费站,,,guizhou,2110054933.0,镇远南,108.39721999999999,27.02538,guizhou,镇远南收费站,GUI_ZHOU,108.39716499999999,27.025746999999996
G0060520030130,麻尾,guizhou,,,麻尾,,,,guizhou,,,,,,麻尾收费站,GUI_ZHOU,107.447303,25.347453
S0001520010060,天河潭,guizhou,,,天河潭,天河潭收费站,,,guizhou,2110073058.0,天河潭,106.58943000000001,26.44385,guizhou,天河潭收费站,GUI_ZHOU,106.58943000000001,26.443615
G0056520040060,三岔河,guizhou,,,三岔河,,,,guizhou,,,,,,三岔河收费站,GUI_ZHOU,105.06764799999999,26.634240999999996
G0006630010010,马场垣主线,qinghai,,,马场垣主线,马场垣主线收费站,,,qinghai,2110013393.0,马场垣主线,102.91111,36.30392,qinghai,马场垣主线收费站,QING_HAI,102.910837,36.303488
G0015440060040,平湖,guangdong,114.11488600000001,22.66814,平湖,平湖收费站,0.005044,0.0026,guangdong,2110038130.0,平湖,114.11993000000001,22.66554,guangdong,平湖收费站,GUANG_DONG,114.120176,22.665504000000002
G0004440020020,韶关南,guangdong,113.586367,24.652204,韶关南,韶关南收费站,3e-06,4e-06,guangdong,2110038436.0,韶关南,113.58637,24.6522,guangdong,韶关南收费站,GUANG_DONG,113.586399,24.652305
S0008440020060,小湘,guangdong,112.418714,23.134956,小湘,小湘收费站,0.009094,0.007586,guangdong,2110038566.0,小湘,112.40961999999999,23.127370000000003,guangdong,小湘收费站,GUANG_DONG,112.42398500000002,23.132707999999997
G0003370080040,峄城,shandong,,,峄城,峄城收费站,,,shandong,2110009284.0,峄城,117.4132,34.60781,shandong,峄城收费站,SHAN_DONG,117.413331,34.60775
G0002370130030,化马湾,shandong,,,化马湾,化马湾收费站,,,shandong,2110009549.0,化马湾,117.43345,36.06666,shandong,化马湾收费站,SHAN_DONG,117.43344099999999,36.066696
G0035370030060,东明,shandong,,,东明,东明收费站,,,shandong,2110009153.0,东明,115.1307,35.30745,shandong,东明收费站,SHAN_DONG,115.13058899999999,35.307513
G0015370080080,烟台西港,shandong,,,烟台西港,烟台西港收费站,,,shandong,2110042655.0,烟台西港,121.11751000000001,37.66679,shandong,烟台西港收费站,SHAN_DONG,121.117318,37.666609
G0018370130020,滨城,shandong,,,滨城,滨城收费站,,,shandong,2110009709.0,滨城,117.90636,37.4142,shandong,滨城收费站,SHAN_DONG,117.90648799999998,37.4141
S0029370010010,高青北,shandong,,,高青北,高青北收费站,,,shandong,2110009289.0,高青北,117.9663,37.24447,shandong,高青北收费站,SHAN_DONG,117.966296,37.244378000000005
S0029370010040,淄博新区,shandong,,,淄博新区,淄博新区收费站,,,shandong,2110009625.0,淄博新区,117.95425,36.78411,shandong,淄博新区收费站,SHAN_DONG,117.95425700000001,36.783995000000004
S0029370010050,淄川,shandong,,,淄川,淄川收费站,,,shandong,2110009327.0,淄川,117.81041,36.66125,shandong,淄川收费站,SHAN_DONG,117.882044,36.661596
G0022370030030,沂源东,shandong,,,沂源东,沂源东收费站,,,shandong,2110009101.0,沂源东,118.23608,36.17995,shandong,沂源东收费站,SHAN_DONG,118.236108,36.180085999999996
G0011210010100,宽甸南,liaoning,124.651977,40.689963,宽甸南,宽甸南收费站,0.005783,0.001167,liaoning,2110043340.0,宽甸南,124.65776000000001,40.69113,liaoning,宽甸南收费站,LIAO_NING,124.65783,40.691125
G0011210020030,马家店,liaoning,123.896138,39.933384000000004,马家店,马家店收费站,0.005622,0.001326,liaoning,2110007532.0,马家店,123.90176000000001,39.934709999999995,liaoning,马家店收费站,LIAO_NING,123.90177,39.934622
G0011210030040,明阳,liaoning,122.598427,39.561633,明阳,明阳收费站,0.004893,0.001057,liaoning,2110007441.0,明阳,122.60332,39.56269,liaoning,明阳收费站,LIAO_NING,122.603328,39.562702
G0015210010030,十里河,liaoning,123.327247,41.523276,十里河,十里河收费站,0.005063000000000001,0.002594,liaoning,2110007479.0,十里河,123.33231,41.52587,liaoning,十里河收费站,LIAO_NING,123.332173,41.526007
G0015210010060,辽阳,liaoning,123.09673799999999,41.304052,辽阳,辽阳收费站,0.005382,0.001228,liaoning,2110007418.0,辽阳,123.10212,41.305279999999996,liaoning,辽阳收费站,LIAO_NING,123.10228400000001,41.305127
G0015210010160,营口,liaoning,122.43461200000002,40.649107,营口,营口收费站,0.005538,0.001713,liaoning,2110007759.0,营口,122.44015,40.65082,liaoning,营口收费站,LIAO_NING,122.440467,40.650778
G0016210020040,班吉塔,liaoning,120.78422900000001,41.204518,班吉塔,班吉塔收费站,0.005340999999999999,0.001962,liaoning,2110007619.0,班吉塔,120.78957,41.20648,liaoning,班吉塔收费站,LIAO_NING,120.78961000000001,41.206465
G0016210050030,析木,liaoning,122.900053,40.704963,析木,析木收费站,0.005197,0.001277,liaoning,2110007516.0,析木,122.90525,40.70624,liaoning,析木收费站,LIAO_NING,122.90516699999999,40.706252
G0025210020020,方家屯,liaoning,123.185546,42.640262,方家屯,方家屯收费站,0.005954,0.002398,liaoning,2110007420.0,方家屯,123.1915,42.64266,liaoning,方家屯收费站,LIAO_NING,123.191571,42.642575
G0025210020040,彰武,liaoning,122.53749199999999,42.348239,彰武,彰武收费站,0.0050479999999999995,0.001861,liaoning,2110007761.0,彰武,122.54253999999999,42.3501,liaoning,彰武收费站,LIAO_NING,122.542767,42.349998
G0025210020150,建平南,liaoning,119.66756200000002,41.384795000000004,建平南,建平南收费站,0.006078,0.005495,liaoning,2110007712.0,建平南,119.67363999999999,41.39029,liaoning,建平南收费站,LIAO_NING,119.67373500000001,41.390337
G0025210020190,三十家子,liaoning,119.01725900000001,40.990190999999996,三十家子,,,,liaoning,,,,,,三十家子收费站,LIAO_NING,119.025949,40.993078000000004
G1113210030030,白塔堡,liaoning,123.41381200000001,41.696233,白塔堡,白塔堡收费站,0.005788000000000001,0.002977,liaoning,2110052833.0,白塔堡,123.4196,41.69921,liaoning,白塔堡收费站,LIAO_NING,123.42019199999999,41.698915
G1113210050070,本溪,liaoning,123.81173799999999,41.313722,本溪,本溪收费站,0.005732,0.002038,liaoning,2110007811.0,本溪,123.81747,41.31576,liaoning,本溪收费站,LIAO_NING,123.817392,41.315474
G1113210060020,桥头,liaoning,123.743628,41.196555,桥头,桥头收费站,0.005792,0.0020350000000000004,liaoning,2110007676.0,桥头,123.74942,41.19859,liaoning,桥头收费站,LIAO_NING,123.74951399999999,41.198482
G0035440020150,永和,guangdong,113.59346799999999,23.165954,永和,,,,guangdong,,,,,,永和收费站,GUANG_DONG,113.598771,23.163097
G0035440020160,萝岗,guangdong,113.489777,23.194861,萝岗,,,,guangdong,,,,,,萝岗收费站,GUANG_DONG,113.52458600000001,23.145702
G1212210010040,清原,liaoning,124.92953700000001,42.089425,清原,清原收费站,0.006013,0.002205,liaoning,2110007699.0,清原,124.93555,42.09163,liaoning,清原收费站,LIAO_NING,124.935507,42.091809000000005
G1212210010060,南口前,liaoning,124.59547099999999,42.012116,南口前,南口前收费站,0.005459,0.002124,liaoning,2110007685.0,南口前,124.60093,42.01424,liaoning,南口前收费站,LIAO_NING,124.60101599999999,42.014117999999996
S0012210010010,皮口西,liaoning,122.28031999999999,39.401346999999994,皮口西,皮口西收费站,0.00542,0.000393,liaoning,2110007580.0,皮口西,122.28573999999999,39.401740000000004,liaoning,皮口西收费站,LIAO_NING,122.28556699999999,39.401528000000006
S0012210020040,邢屯,liaoning,121.495672,39.500492,邢屯,邢屯收费站,0.005328,0.001228,liaoning,2110045856.0,邢屯,121.501,39.50172,liaoning,刑屯收费站,LIAO_NING,121.50091200000001,39.501726
S0012210020050,长兴岛主线,liaoning,121.43472299999999,39.517578,长兴岛主线,,,,liaoning,,,,,,长兴岛主线收费站,LIAO_NING,121.44046200000001,39.519058
S0013210010010,铧尖子,liaoning,125.031572,41.39669,铧尖子,铧尖子收费站,0.005938000000000001,0.00217,liaoning,2110043320.0,铧尖子,125.03751000000001,41.39886,liaoning,铧尖子收费站,LIAO_NING,125.03751299999999,41.39878
S0019210010040,步云山,liaoning,122.6933,40.00125,步云山,步云山收费站,0.0051,0.0012900000000000001,liaoning,2110043281.0,步云山,122.6984,40.00254,liaoning,步云山收费站,LIAO_NING,122.69835800000001,40.002639
S4203510010100,简蒲眉山,sichuan,,,简蒲眉山,,,,sichuan,,,,,,眉山收费站,SI_CHUAN,103.859996,30.14785
S0011340010010,无为东,anhui,118.0,30.0,无为东,,,,anhui,,,,,,无为东收费站,AN_HUI,118.02451,31.325308000000003
G0005510080100,西攀金江,sichuan,,,西攀金江,,,,sichuan,,,,,,金江收费站,SI_CHUAN,101.844235,26.568962
G0065510010040,达陕白沙,sichuan,,,达陕白沙,,,,sichuan,,,,,,白沙收费站,SI_CHUAN,108.123698,32.001195
G0065510010020,达陕万源北,sichuan,,,达陕万源北,,,,sichuan,,,,,,万源北收费站,SI_CHUAN,108.057391,32.152824
G0070640010080,六盘山,ningxia,,,六盘山,六盘山收费站,,,ningxia,2110003219.0,六盘山,106.29203000000001,35.659859999999995,ningxia,六盘山收费站,NING_XIA,106.29509099999999,35.660129
G0018130020010,容城,hebei,115.882112,39.03889,容城,容城收费站,0.005968,0.00079,hebei,2110019320.0,容城,115.88808,39.03968,hebei,容城收费站,HE_BEI,115.888062,39.039625
G0056530070100,楚雄,yunnan,101.517948,25.073567,楚雄,,,,yunnan,,,,,,楚雄西收费站,YUN_NAN,101.521867,25.066837
G0056530010070,宣威城南,yunnan,104.034974,26.133229,宣威城南,宣威城南收费站,0.002386,0.002979,yunnan,2110133919.0,宣威城南,104.03735999999999,26.13025,yunnan,宣威城南收费站,YUN_NAN,104.037243,26.129864
G0085530030010,嵩待小街,yunnan,103.099182,25.348032,嵩待小街,,,,yunnan,,,,,,小街收费站,YUN_NAN,103.120141,25.29826
S0010520030040,习水东,guizhou,,,习水东,,,,guizhou,,,,,,习水东收费站,GUI_ZHOU,106.28376499999999,28.325234000000002
G5013510010140,渝蓉四川,sichuan,,,渝蓉四川,,,,sichuan,,,,,,四川收费站,SI_CHUAN,105.977616,28.930771999999997
G0085510040100,宜宾南,sichuan,,,宜宾南,宜宾南收费站,,,sichuan,2110034578.0,宜宾南,104.59349,28.77062,sichuan,宜宾南收费站,SI_CHUAN,104.593466,28.770825
G0075510040050,南渝街子,sichuan,,,南渝街子,,,,sichuan,,,,,,街子收费站,SI_CHUAN,106.30688799999999,30.259113
G0042510020060,广邻广安东,sichuan,,,广邻广安东,,,,sichuan,,,,,,广安东收费站,SI_CHUAN,106.654807,30.433339
G0042510020040,广邻华蓥,sichuan,,,广邻华蓥,,,,sichuan,,,,,,华蓥山收费站,SI_CHUAN,106.786795,30.4018
G0005510440070,什邡,sichuan,,,什邡,什邡收费站,,,sichuan,2110034581.0,什邡,104.32706,30.987859999999998,sichuan,什邡北收费站,SI_CHUAN,104.133152,31.160282000000002
G0005510030080,绵广科学城,sichuan,,,绵广科学城,,,,sichuan,,,,,,科学城收费站,SI_CHUAN,104.73679,31.573026000000002
S0040510020030,资眉满井,sichuan,,,资眉满井,,,,sichuan,,,,,,满井收费站,SI_CHUAN,104.149469,29.936287
S0050640010030,海原主线,ningxia,,,海原主线,,,,ningxia,,,,,,海原主线收费站,NING_XIA,,
G2012640010020,马儿庄,ningxia,,,马儿庄,马儿庄收费站,,,ningxia,2110003204.0,马儿庄,106.82526999999999,37.5713,ningxia,马儿庄收费站,NING_XIA,106.82518700000001,37.571279
G2012640010070,中卫,ningxia,,,中卫,中卫收费站,,,ningxia,2110003139.0,中卫,105.22027,37.47098,ningxia,中卫收费站,NING_XIA,105.220228,37.470809
G5601530030020,澄江东,yunnan,102.94162299999999,24.68535,澄江东,,,,yunnan,,,,,,澄江东收费站,YUN_NAN,102.944672,24.678973000000003
S0088370010010,济南兴隆,shandong,,,济南兴隆,,,,shandong,,,,,,济南兴隆收费站,SHAN_DONG,117.091171,36.579014
S0014440050080,高州南,guangdong,110.88429099999999,21.801603,高州南,,,,guangdong,,,,,,高州南收费站,GUANG_DONG,110.87765900000001,21.796029
G0078440060040,船塘西,guangdong,114.84773600000001,24.181967999999998,船塘西,,,,guangdong,,,,,,船塘西收费站,GUANG_DONG,114.84114699999999,24.174636
S0014330020010,安吉北,zhejiang,119.678152,30.755032,安吉北,安吉北收费站,0.005258,0.0021420000000000002,zhejiang,2110011323.0,安吉北,119.68341000000001,30.75289,zhejiang,安吉北收费站,ZHE_JIANG,119.68336599999999,30.752833000000003
G0060330020120,金华,zhejiang,119.64761999999999,29.140317,金华,金华收费站,0.0082,0.000787,zhejiang,2110011739.0,金华,119.65581999999999,29.13953,zhejiang,金华收费站,ZHE_JIANG,119.65591599999999,29.139571999999998
G0015330110040,温州南,zhejiang,120.69674599999999,27.938815,温州南,温州南收费站,0.0064659999999999995,0.006075,zhejiang,2110011397.0,温州南,120.69028,27.932740000000003,zhejiang,温州南收费站,ZHE_JIANG,120.689939,27.932759000000004
G015W330050070,嵊州,zhejiang,120.82660200000001,29.650415000000002,嵊州,嵊州收费站,0.004388,0.0022649999999999997,zhejiang,2110011377.0,嵊州,120.83098999999999,29.64815,zhejiang,嵊州收费站,ZHE_JIANG,120.83078200000001,29.648089000000002
G0015330100040,仙居下各,zhejiang,120.852395,28.871229999999997,仙居下各,,,,zhejiang,,,,,,仙居东收费站,ZHE_JIANG,120.856449,28.868101
G0060330020150,游埠,zhejiang,119.185354,29.062601,游埠,游埠收费站,0.134536,0.041689,zhejiang,2110011414.0,游埠,119.31988999999999,29.104290000000002,zhejiang,游埠收费站,ZHE_JIANG,119.31994399999999,29.104464
G0025330030050,赤石,zhejiang,119.466171,28.128311,赤石,赤石收费站,4.4596599999999995,5.12282,zhejiang,2110069386.0,赤石,119.45966000000001,28.12282,zhejiang,赤石收费站,ZHE_JIANG,119.45966899999999,28.122787
G0025330050020,龙泉南,zhejiang,119.084135,28.000462,龙泉南,龙泉南收费站,1.4999999999999999e-05,0.0005679999999999999,zhejiang,2110052002.0,龙泉南,119.08415,28.00103,zhejiang,龙泉南收费站,ZHE_JIANG,119.083898,28.00105
G0003330010030,峡口,zhejiang,118.53799599999999,28.456543,峡口,峡口收费站,0.000576,6.7e-05,zhejiang,2110011725.0,峡口,118.53742,28.456609999999998,zhejiang,峡口收费站,ZHE_JIANG,118.537423,28.456566
G0050330010070,泗安,zhejiang,119.643353,30.909996999999997,泗安,泗安收费站,0.004717,0.0022370000000000003,zhejiang,2110011959.0,泗安,119.64806999999999,30.907759999999996,zhejiang,泗安收费站,ZHE_JIANG,119.64798700000001,30.90768
G2501330010070,勾庄,zhejiang,120.06868,30.36269,勾庄,勾庄收费站,0.00014,2.9999999999999997e-05,zhejiang,2110011956.0,勾庄,120.06882,30.36272,zhejiang,良渚收费站,ZHE_JIANG,120.068526,30.362718
G0015330110070,飞云,zhejiang,120.60556799999999,27.785721000000002,飞云,飞云收费站,0.006508,0.006411,zhejiang,2110011246.0,飞云,120.59906000000001,27.77931,zhejiang,飞云收费站,ZHE_JIANG,120.59920600000001,27.779404
G1501330010040,小港,zhejiang,121.69508,29.9115,小港,小港收费站,0.00837,0.00115,zhejiang,2110011830.0,小港,121.68671,29.91035,zhejiang,小港收费站,ZHE_JIANG,121.686581,29.910147
G0003330010090,开化,zhejiang,118.424733,29.147146999999997,开化,开化收费站,0.000123,0.000143,zhejiang,2110011880.0,开化,118.42461000000002,29.14729,zhejiang,开化收费站,ZHE_JIANG,118.42463300000001,29.14728
S0004330010040,机场主线(入),zhejiang,120.390006,30.216603999999997,机场主线(入),,,,zhejiang,,,,,,机场收费站,ZHE_JIANG,120.39043799999999,30.215821999999996
G0092330010140,大隐,zhejiang,121.38595,29.940845,大隐,大隐收费站,0.00469,0.002375,zhejiang,2110011196.0,大隐,121.39063999999999,29.938470000000002,zhejiang,大隐收费站,ZHE_JIANG,121.382254,29.938415999999997
S0026330010150,公盂岩,zhejiang,120.680779,28.677695,公盂岩,公盂岩收费站,0.006729000000000001,0.005725,zhejiang,2110011448.0,公盂岩,120.67405,28.67197,zhejiang,公盂岩收费站,ZHE_JIANG,120.67421499999999,28.671983
S0010330010020,瓯北,zhejiang,120.60671299999998,28.074755,瓯北,瓯北收费站,0.0041270000000000005,0.0034649999999999998,zhejiang,2110011693.0,瓯北,120.61084,28.07129,zhejiang,瓯北收费站,ZHE_JIANG,120.61086599999999,28.071327
S0026330010030,诸暨东,zhejiang,120.314756,29.723746000000002,诸暨东,诸暨东收费站,0.006696,0.005756,zhejiang,2110011596.0,诸暨东,120.30806000000001,29.717990000000004,zhejiang,诸暨东收费站,ZHE_JIANG,120.30811399999999,29.717982
S0026330010010,直埠,zhejiang,120.244432,29.824,直埠,直埠收费站,0.006082,0.0057799999999999995,zhejiang,2110011837.0,直埠,120.23835,29.81822,zhejiang,直埠收费站,ZHE_JIANG,120.23848799999999,29.818386
S0013330010040,新安,zhejiang,120.209313,30.542842999999998,新安,新安收费站,0.005857,0.005013,zhejiang,2110011202.0,新安,120.21517,30.53783,zhejiang,新安收费站,ZHE_JIANG,120.215185,30.537847999999997
G0025330020190,寿昌,zhejiang,119.24203,29.39947,寿昌,寿昌收费站,9e-05,5e-05,zhejiang,2110011544.0,寿昌,119.24193999999999,29.399420000000003,zhejiang,寿昌收费站,ZHE_JIANG,119.24203,29.39947
G6011360330040,康大路梅关,jiangxi,,,康大路梅关,,,,jiangxi,,,,,,梅关收费站,JIANG_XI,114.35791,25.348053
S0041360530100,宁定路安定段赣粤界东江源,jiangxi,,,宁定路安定段赣粤界东江源,,,,jiangxi,,,,,,安定段赣粤界东江源收费站,JIANG_XI,115.360973,24.758294
G1517360570020,船广路长桥,jiangxi,,,船广路长桥,,,,jiangxi,,,,,,长桥收费站,JIANG_XI,116.42981,26.782463
G0035360070050,景鹰路乐平,jiangxi,,,景鹰路乐平,,,,jiangxi,,,,,,乐平收费站,JIANG_XI,117.044169,29.032803
G0035360120040,鹰瑞路南段瑞金南,jiangxi,,,鹰瑞路南段瑞金南,,,,jiangxi,,,,,,瑞金南收费站,JIANG_XI,115.970671,25.789673
S0104630020010,上新庄,qinghai,,,上新庄,上新庄收费站,,,qinghai,2110053197.0,上新庄,101.54495,36.38234,qinghai,上新庄收费站,QING_HAI,101.545224,36.382241
G0613630010100,珍秦匝道,qinghai,,,珍秦匝道,,,,qinghai,,,,,,珍秦收费站,QING_HAI,97.315335,33.394318
G0611630040040,同仁北主线,qinghai,,,同仁北主线,,,,qinghai,,,,,,同仁北收费站,QING_HAI,102.071779,35.679542
