ID,STATION_TYPE
G6011360500010,RAMP_PLAZA
G0056360220070,RAMP_PLAZA
G0060360250060,RAMP_PLAZA
G0060360250100,RAMP_PLAZA
G0072350020050,MAIN_LINE_PLAZA
G0015350020010,MAIN_LINE_PLAZA
S0311350030030,MAIN_LINE_PLAZA
G0015350020040,MAIN_LINE_PLAZA
G2517350020020,MAIN_LINE_PLAZA
G0015350030030,MAIN_LINE_PLAZA
G1502350030050,MAIN_LINE_PLAZA
G1502350040010,MAIN_LINE_PLAZA
S1522350010060,MAIN_LINE_PLAZA
G0015350050060,MAIN_LINE_PLAZA
G0015350060040,MAIN_LINE_PLAZA
G3014650010180,MAIN_LINE_PLAZA
G0004440030070,RAMP_PLAZA
G0015440030110,RAMP_PLAZA
G0055440020060,RAMP_PLAZA
G0094440053030,RAMP_PLAZA
S0030440010030,RAMP_PLAZA
S0008440010030,RAMP_PLAZA
S0032610010030,RAMP_PLAZA
G0050320010050,RAMP_PLAZA
S0323320020010,MAIN_LINE_PLAZA
S0008510010050,RAMP_PLAZA
S0014440050030,RAMP_PLAZA
S0013440010020,RAMP_PLAZA
S0013440010030,RAMP_PLAZA
G0045410080021,RAMP_PLAZA
G1514350010060,MAIN_LINE_PLAZA
G0004410040030,RAMP_PLAZA
S0028410060010,RAMP_PLAZA
G0030610020010,RAMP_PLAZA
G0065610030040,RAMP_PLAZA
G030N610010060,RAMP_PLAZA
G0108610030010,MAIN_LINE_PLAZA
G030N610010020,RAMP_PLAZA
G1812610030020,RAMP_PLAZA
G1812610030060,MAIN_LINE_PLAZA
G2211610020020,RAMP_PLAZA
G7011610010100,RAMP_PLAZA
G3511610010030,RAMP_PLAZA
G7011610010070,RAMP_PLAZA
G7011610010030,RAMP_PLAZA
G7011610020100,RAMP_PLAZA
G0094440030040,RAMP_PLAZA
G15W3440010210,RAMP_PLAZA
G0005130020020,RAMP_PLAZA
S0072130010030,RAMP_PLAZA
G0095130070050,RAMP_PLAZA
S0003130010040,RAMP_PLAZA
G0095130050040,RAMP_PLAZA
G0002130010060,RAMP_PLAZA
G0025130010050,RAMP_PLAZA
G0020130010090,RAMP_PLAZA
G0022130010030,RAMP_PLAZA
S0072130020010,RAMP_PLAZA
G0045130030130,RAMP_PLAZA
G0045130030090,RAMP_PLAZA
G0335650010010,MAIN_LINE_PLAZA
G3014650010030,RAMP_PLAZA
S0015520010030,RAMP_PLAZA
S0081520010030,RAMP_PLAZA
S0081520010020,RAMP_PLAZA
S0050520010100,RAMP_PLAZA
S0062520040020,RAMP_PLAZA
G0075520020010,RAMP_PLAZA
S0025520020100,RAMP_PLAZA
G0076520060040,RAMP_PLAZA
S0015520030080,RAMP_PLAZA
S0030520010010,RAMP_PLAZA
S0030520010020,RAMP_PLAZA
G0056520030050,RAMP_PLAZA
G0060520050020,RAMP_PLAZA
G0076520020030,RAMP_PLAZA
G5001500020110,RAMP_PLAZA
G5515500010040,RAMP_PLAZA
S0101500020050,RAMP_PLAZA
S0101500050030,RAMP_PLAZA
S0101500050040,RAMP_PLAZA
S0101500080010,RAMP_PLAZA
S0101500080030,RAMP_PLAZA
S0101500090040,RAMP_PLAZA
G0003350030010,MAIN_LINE_PLAZA
S0059350010010,MAIN_LINE_PLAZA
G0025350010060,MAIN_LINE_PLAZA
G0007650020010,RAMP_PLAZA
G0007650030070,RAMP_PLAZA
G0050500010070,RAMP_PLAZA
G0065500010030,RAMP_PLAZA
G0065500010060,MAIN_LINE_PLAZA
S0015520010050,RAMP_PLAZA
S0030520030050,RAMP_PLAZA
S0030520030030,RAMP_PLAZA
S0055520020050,RAMP_PLAZA
G0076520060020,RAMP_PLAZA
S0062520020040,RAMP_PLAZA
S0062520010060,RAMP_PLAZA
S0015520030070,RAMP_PLAZA
S0015520030010,RAMP_PLAZA
G0085500020100,RAMP_PLAZA
G0045130020030,RAMP_PLAZA
G0002130030050,RAMP_PLAZA
G0095130020010,RAMP_PLAZA
G0020130010030,RAMP_PLAZA
G0111130010050,RAMP_PLAZA
S0052130020010,MAIN_LINE_PLAZA
S0032130010030,RAMP_PLAZA
G0045130020020,RAMP_PLAZA
S0003130010070,RAMP_PLAZA
G0095130070030,RAMP_PLAZA
G0045130040050,RAMP_PLAZA
G0005130030010,RAMP_PLAZA
G001N130050010,RAMP_PLAZA
G0005130010020,RAMP_PLAZA
S0003130010050,RAMP_PLAZA
G0007130020020,RAMP_PLAZA
S0072130020040,RAMP_PLAZA
G0059420060010,RAMP_PLAZA
G1512330020030,RAMP_PLAZA
G0025330030130,RAMP_PLAZA
S0027330010030,RAMP_PLAZA
S0020330010050,MAIN_LINE_PLAZA
G0060330020230,RAMP_PLAZA
G0025330020210,RAMP_PLAZA
G9211330010030,RAMP_PLAZA
G0025330020150,RAMP_PLAZA
G015W330010030,RAMP_PLAZA
G0092330010180,RAMP_PLAZA
G015W330050050,RAMP_PLAZA
S0004330010040,MAIN_LINE_PLAZA
S0026330010080,MAIN_LINE_PLAZA
S0013330010050,RAMP_PLAZA
S0009330030010,RAMP_PLAZA
G0001220010070,RAMP_PLAZA
G0011220010030,RAMP_PLAZA
G0011220010080,RAMP_PLAZA
G0011220030010,RAMP_PLAZA
G0011220030020,RAMP_PLAZA
G0012220010070,RAMP_PLAZA
G0012220020010,RAMP_PLAZA
G0012220020030,RAMP_PLAZA
G0012220020040,RAMP_PLAZA
G0012220050010,RAMP_PLAZA
G0012220050040,RAMP_PLAZA
G0012220050050,RAMP_PLAZA
G0012220050080,RAMP_PLAZA
G0045420020010,RAMP_PLAZA
G0025330030110,RAMP_PLAZA
G1512330010030,MAIN_LINE_PLAZA
S0012330010090,RAMP_PLAZA
S0004330010060,RAMP_PLAZA
G0060330020030,RAMP_PLAZA
G0060330020190,RAMP_PLAZA
G015W330010040,RAMP_PLAZA
G0060330020110,RAMP_PLAZA
G0025330030010,RAMP_PLAZA
G015W330010050,RAMP_PLAZA
G015W330050120,RAMP_PLAZA
G0003330010060,RAMP_PLAZA
G0056330010060,RAMP_PLAZA
G0015330010100,RAMP_PLAZA
G0092330010120,RAMP_PLAZA
G0056330010100,RAMP_PLAZA
S0026330010130,MAIN_LINE_PLAZA
G0001220010050,RAMP_PLAZA
G0011220010020,RAMP_PLAZA
G0012220010040,RAMP_PLAZA
G0012220010090,RAMP_PLAZA
G0012220010120,RAMP_PLAZA
G0004420010080,RAMP_PLAZA
G0004420010210,RAMP_PLAZA
G0042420020090,RAMP_PLAZA
G4201420010010,RAMP_PLAZA
G4213420030030,RAMP_PLAZA
G042S420030020,MAIN_LINE_PLAZA
G0045420020030,RAMP_PLAZA
G04W2420010030,RAMP_PLAZA
G04W2420020030,RAMP_PLAZA
G04W2420010040,RAMP_PLAZA
G04W2420030040,RAMP_PLAZA
G0050420010050,RAMP_PLAZA
G0050420050040,RAMP_PLAZA
G0056420010110,RAMP_PLAZA
G0059420040010,RAMP_PLAZA
G6911420020020,RAMP_PLAZA
G0070420020020,RAMP_PLAZA
G0070420050110,RAMP_PLAZA
G0060310010010,MAIN_LINE_PLAZA
G1501310020030,RAMP_PLAZA
G1501310020040,RAMP_PLAZA
G0069500010040,RAMP_PLAZA
G050S500010040,RAMP_PLAZA
G5001500020090,RAMP_PLAZA
G5001500020100,RAMP_PLAZA
G5012500020010,RAMP_PLAZA
G5013500010060,RAMP_PLAZA
G5013500010070,RAMP_PLAZA
S0076140550050,RAMP_PLAZA
S0050140310020,RAMP_PLAZA
G0020140370040,RAMP_PLAZA
G0020140370020,RAMP_PLAZA
G2002140330020,RAMP_PLAZA
S0060140430010,RAMP_PLAZA
S0045140230030,RAMP_PLAZA
S0045140240010,RAMP_PLAZA
G0059140250040,RAMP_PLAZA
G0005140290030,RAMP_PLAZA
S0080360460020,RAMP_PLAZA
G6011360490040,RAMP_PLAZA
S0038360510010,RAMP_PLAZA
G0056360220060,RAMP_PLAZA
G0045150020050,RAMP_PLAZA
G0045150020060,RAMP_PLAZA
G0045150040040,RAMP_PLAZA
G0016150040020,RAMP_PLAZA
G2511150010060,RAMP_PLAZA
G2511150010010,RAMP_PLAZA
S0033440010050,RAMP_PLAZA
G0015440060050,RAMP_PLAZA
S0081440010060,RAMP_PLAZA
G0004110010060,RAMP_PLAZA
G0004110010040,RAMP_PLAZA
G4501110060020,RAMP_PLAZA
G4501110060010,RAMP_PLAZA
G4501110050030,RAMP_PLAZA
G4501110030020,RAMP_PLAZA
G4501110030010,RAMP_PLAZA
G0005110010090,RAMP_PLAZA
G4501110010020,RAMP_PLAZA
G4501110010040,RAMP_PLAZA
G0002110010020,RAMP_PLAZA
G0002110010090,RAMP_PLAZA
G0006110010210,RAMP_PLAZA
G0003110010030,RAMP_PLAZA
G0001110010030,RAMP_PLAZA
G0007110020030,RAMP_PLAZA
S0004310010030,RAMP_PLAZA
G1501310020070,RAMP_PLAZA
S0002310010030,RAMP_PLAZA
S0002310010050,RAMP_PLAZA
G0015310010020,RAMP_PLAZA
S0025520020040,RAMP_PLAZA
G0060520030040,RAMP_PLAZA
G0060520030030,RAMP_PLAZA
G0076520060070,RAMP_PLAZA
S0030520010040,RAMP_PLAZA
S0030520010060,RAMP_PLAZA
S0030520010080,RAMP_PLAZA
G0076520030020,RAMP_PLAZA
G0093500010070,RAMP_PLAZA
G0056520010050,RAMP_PLAZA
G0006630070020,RAMP_PLAZA
G0613630010050,RAMP_PLAZA
G0613630010020,RAMP_PLAZA
S0030360350040,RAMP_PLAZA
S0046360380060,RAMP_PLAZA
G0070360130090,RAMP_PLAZA
G0072360390050,RAMP_PLAZA
S0046360470010,RAMP_PLAZA
S0046360470020,RAMP_PLAZA
G0611630010020,RAMP_PLAZA
G6011360500030,RAMP_PLAZA
G0056360220090,RAMP_PLAZA
G04W2420030010,RAMP_PLAZA
G0050420010030,RAMP_PLAZA
G0050420020050,RAMP_PLAZA
G0050420030040,RAMP_PLAZA
G0050420050120,RAMP_PLAZA
G0055420020010,RAMP_PLAZA
G0055420020030,RAMP_PLAZA
G0055420020080,RAMP_PLAZA
G0059420040020,RAMP_PLAZA
G0070420050090,RAMP_PLAZA
S0003420010010,RAMP_PLAZA
S0033420010010,RAMP_PLAZA
S0043420010010,RAMP_PLAZA
S0007420010010,MAIN_LINE_PLAZA
S0007420020010,RAMP_PLAZA
S0074420010040,RAMP_PLAZA
S0078420020010,RAMP_PLAZA
S0088420010060,RAMP_PLAZA
G5001500010010,RAMP_PLAZA
G5001500010040,RAMP_PLAZA
G5001500020060,RAMP_PLAZA
G5012500010010,RAMP_PLAZA
S0101500010020,RAMP_PLAZA
S0101500080060,RAMP_PLAZA
G0045110010050,RAMP_PLAZA
S0012110010010,RAMP_PLAZA
G0006620030010,RAMP_PLAZA
G0060520030090,RAMP_PLAZA
G7611520010010,RAMP_PLAZA
S0082520010010,RAMP_PLAZA
S0015520030060,RAMP_PLAZA
S0015520030030,RAMP_PLAZA
S0015520030020,RAMP_PLAZA
G0075520020120,RAMP_PLAZA
S0030140070030,RAMP_PLAZA
G0018140100020,RAMP_PLAZA
S0040140130010,RAMP_PLAZA
S0040140150010,RAMP_PLAZA
S0040140150040,RAMP_PLAZA
S5503140660030,RAMP_PLAZA
S0027150010020,RAMP_PLAZA
G0016150020020,RAMP_PLAZA
G0065610070050,RAMP_PLAZA
G0065610070040,RAMP_PLAZA
G0070610020010,RAMP_PLAZA
G001N130050020,RAMP_PLAZA
G001N130030020,RAMP_PLAZA
G0095130040050,RAMP_PLAZA
G7011620010100,RAMP_PLAZA
G0035410020030,RAMP_PLAZA
G0003340060050,RAMP_PLAZA
G0005140290050,RAMP_PLAZA
S0045140210020,RAMP_PLAZA
G0005140350060,RAMP_PLAZA
S0046140180080,RAMP_PLAZA
G0055140090020,RAMP_PLAZA
G5501140050020,RAMP_PLAZA
G0055140040020,RAMP_PLAZA
G6001360050020,MAIN_LINE_PLAZA
G0072360300030,RAMP_PLAZA
G1517360310040,RAMP_PLAZA
G0060360320010,RAMP_PLAZA
G0060360320040,RAMP_PLAZA
S4503360340030,RAMP_PLAZA
G0612630020050,RAMP_PLAZA
G0072350020010,MAIN_LINE_PLAZA
G15W3350040030,MAIN_LINE_PLAZA
G0003350040050,MAIN_LINE_PLAZA
G0070350020030,MAIN_LINE_PLAZA
S7211350030030,MAIN_LINE_PLAZA
G0072350010050,MAIN_LINE_PLAZA
G0030410050020,RAMP_PLAZA
G3001410010050,RAMP_PLAZA
S0026410010080,RAMP_PLAZA
S0028410060020,RAMP_PLAZA
S0087410020010,RAMP_PLAZA
S0031150030040,RAMP_PLAZA
G0006150070020,RAMP_PLAZA
G0006150030030,RAMP_PLAZA
G0007110010030,RAMP_PLAZA
G0102110010020,RAMP_PLAZA
G0045110010040,RAMP_PLAZA
G0045110010020,RAMP_PLAZA
G0007110020040,MAIN_LINE_PLAZA
S0032110010130,RAMP_PLAZA
S0032110010040,RAMP_PLAZA
S0028110010020,RAMP_PLAZA
S0011110030080,RAMP_PLAZA
S0011110030050,RAMP_PLAZA
S0032110010030,RAMP_PLAZA
S0096410020020,RAMP_PLAZA
G0040340020010,RAMP_PLAZA
G0003340030010,RAMP_PLAZA
G5011340010010,RAMP_PLAZA
G0050340010060,MAIN_LINE_PLAZA
G0036340010020,RAMP_PLAZA
G4211340010030,RAMP_PLAZA
G4211340010020,RAMP_PLAZA
G0042340010030,RAMP_PLAZA
G0036340020030,RAMP_PLAZA
G0050340080010,RAMP_PLAZA
S0032340030020,RAMP_PLAZA
G0035340070010,RAMP_PLAZA
G0003340060020,RAMP_PLAZA
S0050520010140,RAMP_PLAZA
G0075520020020,RAMP_PLAZA
G0060520010030,RAMP_PLAZA
G0060520030080,RAMP_PLAZA
S0063520010020,RAMP_PLAZA
S0030520010050,RAMP_PLAZA
G0056520030100,RAMP_PLAZA
G0085500020080,RAMP_PLAZA
G0093500010090,RAMP_PLAZA
G0093500020040,RAMP_PLAZA
G4215520010090,RAMP_PLAZA
G0069520010030,RAMP_PLAZA
G0055140170040,RAMP_PLAZA
S5502140200020,RAMP_PLAZA
S0040140120020,RAMP_PLAZA
S0075140680040,RAMP_PLAZA
S0087140750020,RAMP_PLAZA
G0055140040060,RAMP_PLAZA
G0020140380010,RAMP_PLAZA
G0005140390030,RAMP_PLAZA
G0005140390050,RAMP_PLAZA
G0070360010060,RAMP_PLAZA
G0016150020040,RAMP_PLAZA
S0027150010030,RAMP_PLAZA
G0016150010020,RAMP_PLAZA
G0030620070020,RAMP_PLAZA
G0030620090030,RAMP_PLAZA
G0035440020070,RAMP_PLAZA
S0088410010040,RAMP_PLAZA
S0088410010050,RAMP_PLAZA
S0049410030010,RAMP_PLAZA
G0006150010030,RAMP_PLAZA
G0601150010020,RAMP_PLAZA
S0024150010030,RAMP_PLAZA
G0018370070030,RAMP_PLAZA
G0018370070060,RAMP_PLAZA
S0085370010010,RAMP_PLAZA
G0003370010030,RAMP_PLAZA
S0011370010040,RAMP_PLAZA
S0038370010020,RAMP_PLAZA
S0038370010030,RAMP_PLAZA
G0003370020040,RAMP_PLAZA
G0018370020020,RAMP_PLAZA
G0018370030010,RAMP_PLAZA
G0020370060030,RAMP_PLAZA
G0020370050030,MAIN_LINE_PLAZA
G0002370050030,RAMP_PLAZA
G0030610030020,RAMP_PLAZA
G0030610010050,RAMP_PLAZA
G0030610050010,RAMP_PLAZA
G030N610010050,RAMP_PLAZA
G0108610040010,MAIN_LINE_PLAZA
G030N610010010,RAMP_PLAZA
G0065610050020,RAMP_PLAZA
G065E610010070,RAMP_PLAZA
G065E610010030,RAMP_PLAZA
G065E610030020,RAMP_PLAZA
G1812610010030,RAMP_PLAZA
G0030620110010,RAMP_PLAZA
G7011620010080,RAMP_PLAZA
G0055410050020,RAMP_PLAZA
G3001410010030,RAMP_PLAZA
S0026410010050,RAMP_PLAZA
S0049410010020,RAMP_PLAZA
G0055150020050,RAMP_PLAZA
G0050340050030,RAMP_PLAZA
G0003340050010,MAIN_LINE_PLAZA
G0005510090010,RAMP_PLAZA
G0065510010060,RAMP_PLAZA
G0065510010050,RAMP_PLAZA
G0065510010080,RAMP_PLAZA
G0512510010010,RAMP_PLAZA
S0001510020100,RAMP_PLAZA
G0002120020010,RAMP_PLAZA
G0002320050050,MAIN_LINE_PLAZA
G0042320010130,RAMP_PLAZA
S0029320010130,RAMP_PLAZA
S0035320010010,RAMP_PLAZA
S0035320010020,RAMP_PLAZA
S0071430010340,MAIN_LINE_PLAZA
G0065430020040,MAIN_LINE_PLAZA
G0401430020030,MAIN_LINE_PLAZA
G0072430030540,MAIN_LINE_PLAZA
G0060430020470,MAIN_LINE_PLAZA
G0076430030040,MAIN_LINE_PLAZA
S0011430040030,MAIN_LINE_PLAZA
S0070430020030,MAIN_LINE_PLAZA
S0070430020050,MAIN_LINE_PLAZA
S0014440010090,RAMP_PLAZA
S0042340010030,RAMP_PLAZA
G0035340020020,RAMP_PLAZA
G0056340010040,RAMP_PLAZA
G0056340010020,RAMP_PLAZA
G0095130060010,RAMP_PLAZA
S0071130010060,RAMP_PLAZA
G0004130030030,RAMP_PLAZA
G0095130030010,RAMP_PLAZA
S0402230010020,RAMP_PLAZA
Z0003230010030,RAMP_PLAZA
S0011120020010,MAIN_LINE_PLAZA
G2501120010030,RAMP_PLAZA
S0011120010030,MAIN_LINE_PLAZA
G0002320010030,RAMP_PLAZA
G0002320010160,RAMP_PLAZA
G0002320050030,RAMP_PLAZA
S0010430010030,MAIN_LINE_PLAZA
G0060430030010,MAIN_LINE_PLAZA
S0021430010120,MAIN_LINE_PLAZA
G0056430040040,MAIN_LINE_PLAZA
G0069500020020,RAMP_PLAZA
S0010330020020,RAMP_PLAZA
G3015650010040,RAMP_PLAZA
S0011650010050,RAMP_PLAZA
G0050500040020,RAMP_PLAZA
G0006620030030,RAMP_PLAZA
G3017620010010,RAMP_PLAZA
G0030410050010,RAMP_PLAZA
G0045410090010,RAMP_PLAZA
S0062410010020,RAMP_PLAZA
S0038410030030,RAMP_PLAZA
S0089410010040,RAMP_PLAZA
S0085410020010,RAMP_PLAZA
G0059150010030,RAMP_PLAZA
G0007150010090,RAMP_PLAZA
G0036340020010,RAMP_PLAZA
S0028340010030,RAMP_PLAZA
G0075510020030,RAMP_PLAZA
G0005510050050,RAMP_PLAZA
G0005510060050,RAMP_PLAZA
S0011510020070,RAMP_PLAZA
S0011510020060,RAMP_PLAZA
G0006640010030,MAIN_LINE_PLAZA
G0512510010030,RAMP_PLAZA
G0601640010020,MAIN_LINE_PLAZA
S0030440020070,MAIN_LINE_PLAZA
G0080530030030,RAMP_PLAZA
S0016530010010,RAMP_PLAZA
G0056530070010,RAMP_PLAZA
G0056530080060,RAMP_PLAZA
G0007150030070,RAMP_PLAZA
G0007150030080,RAMP_PLAZA
S0001510020090,RAMP_PLAZA
S0001510020050,RAMP_PLAZA
G0512510010040,RAMP_PLAZA
S0018510020010,RAMP_PLAZA
G0042510030010,RAMP_PLAZA
G0005510030090,RAMP_PLAZA
S0026510010030,RAMP_PLAZA
G2012640010060,MAIN_LINE_PLAZA
S0310630010040,RAMP_PLAZA
G0006130010020,RAMP_PLAZA
G0615630030070,RAMP_PLAZA
G0010230050030,RAMP_PLAZA
G0002320060010,RAMP_PLAZA
G0025320080040,RAMP_PLAZA
S0028320010050,RAMP_PLAZA
S0038320010080,RAMP_PLAZA
S0039320010020,RAMP_PLAZA
S0058320010060,RAMP_PLAZA
S0068320010010,RAMP_PLAZA
S0080430010210,MAIN_LINE_PLAZA
G04W2430050050,MAIN_LINE_PLAZA
G0015440040080,RAMP_PLAZA
S0027530010010,RAMP_PLAZA
G5601530020050,RAMP_PLAZA
G0040340030020,RAMP_PLAZA
S0012340020030,RAMP_PLAZA
G2516370040010,RAMP_PLAZA
S0038370010050,RAMP_PLAZA
G0020370030060,RAMP_PLAZA
S0033370010010,RAMP_PLAZA
G0002370110010,RAMP_PLAZA
S0019370010020,RAMP_PLAZA
G1813370030030,RAMP_PLAZA
S0020440010130,RAMP_PLAZA
G1211230010010,MAIN_LINE_PLAZA
G0010230010050,RAMP_PLAZA
G1001230010010,RAMP_PLAZA
S0016230010010,RAMP_PLAZA
G1111230020010,RAMP_PLAZA
S0009320020040,RAMP_PLAZA
S0049320010050,RAMP_PLAZA
G0002320050010,RAMP_PLAZA
G0003320020020,RAMP_PLAZA
S0028320020040,RAMP_PLAZA
S0038320010020,RAMP_PLAZA
S0058320010040,RAMP_PLAZA
S0058320020010,RAMP_PLAZA
S0071430010310,MAIN_LINE_PLAZA
S0011430020060,MAIN_LINE_PLAZA
G0045410070060,RAMP_PLAZA
G0018150030060,RAMP_PLAZA
G0007150010030,RAMP_PLAZA
G0007150010050,RAMP_PLAZA
G0007150010060,RAMP_PLAZA
S0024150010080,RAMP_PLAZA
S0031150010010,MAIN_LINE_PLAZA
G0001210040040,RAMP_PLAZA
G0001210060060,RAMP_PLAZA
G0001210060100,RAMP_PLAZA
G0011210010020,RAMP_PLAZA
G0011210010080,RAMP_PLAZA
G0011210020040,RAMP_PLAZA
G0011210030080,RAMP_PLAZA
G0015210010010,RAMP_PLAZA
G0015210010050,RAMP_PLAZA
G0015210010260,RAMP_PLAZA
G0015210010280,RAMP_PLAZA
G0015210010300,RAMP_PLAZA
G0016210020040,RAMP_PLAZA
S0017530010010,MAIN_LINE_PLAZA
G0056530020010,RAMP_PLAZA
G8011530030010,RAMP_PLAZA
G5601530010020,RAMP_PLAZA
G8011530020020,RAMP_PLAZA
G0015320030050,RAMP_PLAZA
G0015320030120,RAMP_PLAZA
S0038320030060,RAMP_PLAZA
G3014650010130,RAMP_PLAZA
G0065500070010,RAMP_PLAZA
S0041360530080,RAMP_PLAZA
G0045360020040,RAMP_PLAZA
G0015440030070,RAMP_PLAZA
G0030620030070,RAMP_PLAZA
G0030620040010,RAMP_PLAZA
S0089410010020,RAMP_PLAZA
S0017340020030,RAMP_PLAZA
G0003340020020,RAMP_PLAZA
G0040340010020,RAMP_PLAZA
G5011340010040,RAMP_PLAZA
S0032340030010,RAMP_PLAZA
G003W340010020,RAMP_PLAZA
G0050340040010,RAMP_PLAZA
G0035340020040,RAMP_PLAZA
S0007340010020,RAMP_PLAZA
G0065610020040,RAMP_PLAZA
G030N610010070,RAMP_PLAZA
G3001610010010,MAIN_LINE_PLAZA
S0015610010010,RAMP_PLAZA
G0005510050080,RAMP_PLAZA
G0005510050130,RAMP_PLAZA
G0005510050090,RAMP_PLAZA
G0065510010090,RAMP_PLAZA
S0011510020030,RAMP_PLAZA
G0093510070100,MAIN_LINE_PLAZA
S0030640010050,MAIN_LINE_PLAZA
G2518440010050,RAMP_PLAZA
G0085530020010,RAMP_PLAZA
G0056530070050,RAMP_PLAZA
G0085530060040,RAMP_PLAZA
G0078530020020,RAMP_PLAZA
G0015440050020,RAMP_PLAZA
S8111440010040,RAMP_PLAZA
S0090430010030,RAMP_PLAZA
S0090430010050,RAMP_PLAZA
S0013130010010,RAMP_PLAZA
G2516130010020,RAMP_PLAZA
G0085500010044,RAMP_PLAZA
S4202510020110,RAMP_PLAZA
G4218510010100,RAMP_PLAZA
G0042500040020,RAMP_PLAZA
G1517360310020,RAMP_PLAZA
G0060360320070,RAMP_PLAZA
G0611630020020,RAMP_PLAZA
G0035360120030,RAMP_PLAZA
G0611630010030,RAMP_PLAZA
G0045360690020,RAMP_PLAZA
S0081360420010,RAMP_PLAZA
S0022360430010,RAMP_PLAZA
G0615630020020,MAIN_LINE_PLAZA
G6011360490030,RAMP_PLAZA
G6011360490020,RAMP_PLAZA
G0076360260070,MAIN_LINE_PLAZA
G0076360270010,MAIN_LINE_PLAZA
S0039440010030,RAMP_PLAZA
G0015440070010,RAMP_PLAZA
G0075620010020,RAMP_PLAZA
G0030620030020,RAMP_PLAZA
G3017620010030,RAMP_PLAZA
G0030620060010,RAMP_PLAZA
S0001510020060,RAMP_PLAZA
S0011510020040,RAMP_PLAZA
G0512510010060,RAMP_PLAZA
S0001510020020,RAMP_PLAZA
G0020640010020,MAIN_LINE_PLAZA
S0040510020070,RAMP_PLAZA
G4217510020040,RAMP_PLAZA
S0070640010010,MAIN_LINE_PLAZA
G0011230020010,RAMP_PLAZA
S0011430020070,MAIN_LINE_PLAZA
G0078530030090,MAIN_LINE_PLAZA
G0085530020070,RAMP_PLAZA
S0023530010020,RAMP_PLAZA
G0002120010040,RAMP_PLAZA
G0045360680110,RAMP_PLAZA
G0005610020030,RAMP_PLAZA
S0081430010050,MAIN_LINE_PLAZA
G0085530050030,RAMP_PLAZA
G0015320020060,RAMP_PLAZA
G0015320030060,RAMP_PLAZA
S0070510010020,RAMP_PLAZA
G0324440020010,MAIN_LINE_PLAZA
G0005510060110,MAIN_LINE_PLAZA
G0045130010040,RAMP_PLAZA
G0006130020040,RAMP_PLAZA
G0045130030110,RAMP_PLAZA
G0045130020090,RAMP_PLAZA
G1011230010010,MAIN_LINE_PLAZA
S0030120010070,RAMP_PLAZA
S0021120020050,RAMP_PLAZA
S0051120010030,RAMP_PLAZA
S0004120010040,MAIN_LINE_PLAZA
S0021120010040,RAMP_PLAZA
S0017440010010,RAMP_PLAZA
G8511530020050,RAMP_PLAZA
G0323530010030,RAMP_PLAZA
G5615530040030,RAMP_PLAZA
G5611530010050,RAMP_PLAZA
G8511530040020,RAMP_PLAZA
G0056530130020,MAIN_LINE_PLAZA
S0077520020080,RAMP_PLAZA
S0081520010010,RAMP_PLAZA
G5013510010100,RAMP_PLAZA
G8513620020050,RAMP_PLAZA
G0018150050020,RAMP_PLAZA
G0007150020030,RAMP_PLAZA
G0006150030040,RAMP_PLAZA
G0006150030090,RAMP_PLAZA
G0601150010070,RAMP_PLAZA
G5012510030070,RAMP_PLAZA
G5012510030090,RAMP_PLAZA
S4203510010060,RAMP_PLAZA
G0005510070050,RAMP_PLAZA
G0005510080060,RAMP_PLAZA
S0060640010020,MAIN_LINE_PLAZA
S0025640010010,MAIN_LINE_PLAZA
S0025640010020,MAIN_LINE_PLAZA
G1516320020040,RAMP_PLAZA
S0054150010020,RAMP_PLAZA
G0065500080070,RAMP_PLAZA
S0041360520050,RAMP_PLAZA
G0045360020010,RAMP_PLAZA
G0045360680080,RAMP_PLAZA
G0006630020010,RAMP_PLAZA
G0060360280020,RAMP_PLAZA
G0070360040090,RAMP_PLAZA
S0038360510040,RAMP_PLAZA
G0060360250030,RAMP_PLAZA
G0076360270050,MAIN_LINE_PLAZA
G0010150010040,RAMP_PLAZA
G0006150080010,RAMP_PLAZA
G0055150030030,RAMP_PLAZA
G0069610010020,RAMP_PLAZA
G0070610050040,RAMP_PLAZA
G0022610010090,RAMP_PLAZA
G0075510020040,RAMP_PLAZA
G0042510040010,RAMP_PLAZA
S4202510010030,RAMP_PLAZA
G0072450030030,RAMP_PLAZA
G0045230010040,RAMP_PLAZA
G4512230030020,RAMP_PLAZA
G1111230010030,RAMP_PLAZA
S0359320010010,MAIN_LINE_PLAZA
G0004430010110,MAIN_LINE_PLAZA
G0072430030520,MAIN_LINE_PLAZA
G0015320020030,RAMP_PLAZA
G0015320020040,RAMP_PLAZA
S0014210010010,MAIN_LINE_PLAZA
S0014210010050,RAMP_PLAZA
S0014210010060,RAMP_PLAZA
S0017210010010,RAMP_PLAZA
S0017210010020,RAMP_PLAZA
S0019210010030,RAMP_PLAZA
S0026210010020,RAMP_PLAZA
S0026210010040,RAMP_PLAZA
G0001210030020,RAMP_PLAZA
G0001210030060,RAMP_PLAZA
G0016210020010,RAMP_PLAZA
G0065610080010,MAIN_LINE_PLAZA
G0065610080030,RAMP_PLAZA
G0069610010060,RAMP_PLAZA
G0065610060040,RAMP_PLAZA
G0069610010030,RAMP_PLAZA
G0065610060050,RAMP_PLAZA
G0070610010050,RAMP_PLAZA
G0070610060030,RAMP_PLAZA
