ID,STATION_NAME,PROVINCE,slng,slat,statName交易,statName地图,经度差,纬度差,provName,id,statName,lng_x,lat_x,prov,Name,Province,lng_y,lat_y,STATION_ID,STATION_Name,STATION_PRO,STATION_TYPE,STATION_LNG,STATION_LAT,DATA_FROM_SOURCE
S0011430030140,茶陵东,hunan,,,茶陵东,茶陵东收费站,,,hunan,2110058116.0,茶陵东收费站,113.58917,26.7887,hunan,茶陵东收费站,HU_NAN,113.589238,26.7887,S0011430030140,茶陵东,hunan,MAIN_LINE_PLAZA,113.589238,26.7887,0
G0065430010020,花垣东,hunan,,,花垣东,花垣东收费站,,,hunan,2110033100.0,花垣东收费站,109.4959,28.46607,hunan,花垣东收费站,HU_NAN,109.495947,28.465935,G0065430010020,花垣东,hunan,MAIN_LINE_PLAZA,109.495947,28.465935,0
S0020430010010,张坊,hunan,,,张坊,张坊收费站,,,hunan,2110050951.0,张坊收费站,114.17009,28.36223,hunan,张坊收费站,HU_NAN,114.170035,28.362223,S0020430010010,张坊,hunan,PROVINCE_STATION_COMMON,114.170035,28.362223,0
S0070430020010,紫鹊界,hunan,,,紫鹊界,紫鹊界收费站,,,hunan,2110070993.0,紫鹊界收费站,111.18128,27.757240000000003,hunan,紫鹊界收费站,HU_NAN,111.181279,27.757620000000006,S0070430020010,紫鹊界,hunan,MAIN_LINE_PLAZA,111.181279,27.757620000000006,0
G0055430030060,邵阳西,hunan,,,邵阳西,,,,hunan,,,,,,邵阳西收费站,HU_NAN,111.388332,27.288442,G0055430030060,邵阳西,hunan,MAIN_LINE_PLAZA,111.388332,27.288442,0
G3014650020010,克拉玛依,xinjiang,,,克拉玛依,克拉玛依收费站,,,xinjiang,2110006591.0,克拉玛依收费站,84.80244,45.3557,xinjiang,克拉玛依收费站,XIN_JIANG,84.803241,45.355643,G3014650020010,克拉玛依,xinjiang,,84.803241,45.355643,0
S0010520020010,德江,guizhou,,,德江,,,,guizhou,,,,,,德江收费站,GUI_ZHOU,108.087209,28.281414,S0010520020010,德江,guizhou,RAMP_PLAZA,108.087209,28.281414,0
G0069520020030,西河,guizhou,,,西河,,,,guizhou,,,,,,西河收费站,GUI_ZHOU,107.499845,28.1386,G0069520020030,西河,guizhou,RAMP_PLAZA,107.499845,28.1386,0
G0004440030270,福永南,guangdong,113.830004,22.651269,福永南,,,,guangdong,,,,,,福永收费站,GUANG_DONG,113.838354,22.646182,G0004440030270,福永南,guangdong,RAMP_PLAZA,113.838354,22.646182,0
S0081440010060,广清东,guangdong,113.219205,23.166426,广清东,,,,guangdong,,,,,,广清收费站,GUANG_DONG,113.220327,23.163946,S0081440010060,广清东,guangdong,RAMP_PLAZA,113.220327,23.163946,0
S0003440010010,黄埔主线,guangdong,113.487055,23.096625,黄埔主线,,,,guangdong,,,,,,黄埔收费站,GUANG_DONG,113.491841,23.093349,S0003440010010,黄埔主线,guangdong,MAIN_LINE_PLAZA,113.491841,23.093349,0
G6011440010070,总甫,guangdong,114.057279,24.969698,总甫,总甫收费站,0.120859,0.016881999999999998,guangdong,2110038166.0,总甫收费站,113.93642,24.98658,guangdong,总甫收费站,GUANG_DONG,113.935105,24.988565,G6011440010070,总甫,guangdong,RAMP_PLAZA,113.935105,24.988565,0
G15W3440040010,东深路,guangdong,114.059682,22.957155,东深路,,,,guangdong,,,,,,东深路收费站,GUANG_DONG,114.064828,22.954599,G15W3440040010,东深路,guangdong,RAMP_PLAZA,114.064828,22.954599,0
G0004440030390,福田北,guangdong,114.009551,22.539378,福田北,,,,guangdong,,,,,,福田北收费站,GUANG_DONG,114.015343,22.536828,G0004440030390,福田北,guangdong,RAMP_PLAZA,114.015343,22.536828,0
S0013130010010,朝阳路,hebei,115.459022,38.78232,朝阳路,朝阳路收费站,0.006678,0.00825,hebei,2110019375.0,朝阳路收费站,115.4657,38.79057,hebei,朝阳路收费站,HE_BEI,115.465692,38.79082,S0013130010010,朝阳路,hebei,RAMP_PLAZA,115.465692,38.79082,0
G4216510010030,仁沐新慈航,sichuan,,,仁沐新慈航,,,,sichuan,,,,,,慈航收费站,SI_CHUAN,104.148951,29.774605,G4216510010030,仁沐新慈航,sichuan,RAMP_PLAZA,104.148951,29.774605,0
G15W3440010070,凤江,guangdong,116.075719,23.469708,凤江,,,,guangdong,,,,,,凤江收费站,GUANG_DONG,116.091392,23.466894,G15W3440010070,凤江,guangdong,RAMP_PLAZA,116.091392,23.466894,0
G0065440010050,信宜南,guangdong,110.926865,22.256637,信宜南,,,,guangdong,,,,,,信宜南收费站,GUANG_DONG,110.931202,22.253592,G0065440010050,信宜南,guangdong,RAMP_PLAZA,110.931202,22.253592,0
G0075440010090,湛江,guangdong,110.265271,21.310601,湛江,湛江收费站,0.003819,0.002711,guangdong,2110038426.0,湛江收费站,110.26909,21.30789,guangdong,湛江收费站,GUANG_DONG,110.269523,21.30803,G0075440010090,湛江,guangdong,MAIN_LINE_PLAZA,110.269523,21.30803,0
G0093510050050,宜宾临港,sichuan,,,宜宾临港,宜宾临港收费站,,,sichuan,2110045776.0,宜宾临港收费站,104.76777,28.822540000000004,sichuan,宜宾临港收费站,SI_CHUAN,104.767714,28.822581,G0093510050050,宜宾临港,sichuan,RAMP_PLAZA,104.767714,28.822581,0
S0049320060010,陈集,jiangsu,119.12,32.3025,陈集,,,,jiangsu,,,,,,陈集收费站,JIANG_SU,119.205322,32.505059,S0049320060010,陈集,jiangsu,RAMP_PLAZA,119.205322,32.505059,0
G0076520010060,毕节,guizhou,,,毕节,,,,guizhou,,,,,,毕节收费站,GUI_ZHOU,105.371223,27.260242,G0076520010060,毕节,guizhou,RAMP_PLAZA,105.371223,27.260242,0
G0076520010030,燕子口,guizhou,,,燕子口,燕子口收费站,,,guizhou,2110136547.0,燕子口收费站,105.40331,27.53022,guizhou,燕子口收费站,GUI_ZHOU,105.403298,27.530204,G0076520010030,燕子口,guizhou,RAMP_PLAZA,105.403298,27.530204,0
G7611520020030,丁旗,guizhou,,,丁旗,丁旗收费站,,,guizhou,2110056983.0,丁旗收费站,105.68849,26.1157,guizhou,丁旗收费站,GUI_ZHOU,105.688508,26.115616,G7611520020030,丁旗,guizhou,RAMP_PLAZA,105.688508,26.115616,0
G0069520060060,罗甸南,guizhou,,,罗甸南,罗甸南收费站,,,guizhou,2110133940.0,罗甸南收费站,106.66403,25.34862,guizhou,罗甸南收费站,GUI_ZHOU,106.664015,25.348339000000006,G0069520060060,罗甸南,guizhou,RAMP_PLAZA,106.664015,25.348339000000006,0
S0004440010100,花城,guangdong,113.347388,23.118973,花城,,,,guangdong,,,,,,花城收费站,GUANG_DONG,113.352857,23.116567,S0004440010100,花城,guangdong,RAMP_PLAZA,113.352857,23.116567,0
S0030440010040,大亚湾,guangdong,114.555963,22.752883,大亚湾,大亚湾收费站,0.004747,0.003233,guangdong,2110038687.0,大亚湾收费站,114.56071,22.74965,guangdong,大亚湾收费站,GUANG_DONG,114.560318,22.749944,S0030440010040,大亚湾,guangdong,RAMP_PLAZA,114.560318,22.749944,0
G0025440040030,黄田,guangdong,115.102158,23.963261,黄田,黄田收费站,0.117658,0.091351,guangdong,2110038854.0,黄田收费站,114.9845,23.87191,guangdong,黄田收费站,GUANG_DONG,112.541584,23.421813,G0025440040030,黄田,guangdong,RAMP_PLAZA,112.541584,23.421813,0
G0075450030010,都安北,guangxi,108.039146,24.065921,都安北,都安北收费站,0.003844,0.002441,guangxi,2110061053.0,都安北收费站,108.04299,24.06348,guangxi,都安北收费站,GUANG_XI,108.043307,24.063225,G0075450030010,都安北,guangxi,RAMP_PLAZA,108.043307,24.063225,0
G0080450060020,那坡镇,guangxi,106.805678,23.72506,那坡镇,,,,guangxi,,,,,,那坡镇收费站,GUANG_XI,106.80577,23.724794,G0080450060020,那坡镇,guangxi,RAMP_PLAZA,106.80577,23.724794,0
G0080450060120,百东新区,guangxi,106.72924,23.784637,百东新区,,,,guangxi,,,,,,百东新区收费站,GUANG_XI,106.733007,23.782152,G0080450060120,百东新区,guangxi,RAMP_PLAZA,106.733007,23.782152,0
G0059450020010,沙田,guangxi,110.052265,22.370074,沙田,沙田收费站,0.004045,0.002414,guangxi,2110050485.0,沙田收费站,110.05631,22.36766,guangxi,沙田收费站,GUANG_XI,110.05624,22.367658,G0059450020010,沙田,guangxi,RAMP_PLAZA,110.05624,22.367658,0
S0043450010010,峦城,guangxi,108.854583,22.783494,峦城,峦城收费站,0.003807,0.002924,guangxi,2110050469.0,峦城收费站,108.85839,22.78057,guangxi,峦城收费站,GUANG_XI,108.858444,22.780616,S0043450010010,峦城,guangxi,RAMP_PLAZA,108.858444,22.780616,0
G0076450010040,石塘,guangxi,110.990023,25.722731,石塘,,,,guangxi,,,,,,石塘收费站,GUANG_XI,110.992878,25.726687,G0076450010040,石塘,guangxi,RAMP_PLAZA,110.992878,25.726687,0
G0078450070050,河池西,guangxi,108.022118,24.664229,河池西,河池西收费站,0.004512,0.003009,guangxi,2110061052.0,河池西收费站,108.02663,24.66122,guangxi,河池西收费站,GUANG_XI,108.02648700000002,24.661216,G0078450070050,河池西,guangxi,RAMP_PLAZA,108.02648700000002,24.661216,0
G0072450050040,鹿寨,guangxi,109.739102,24.464208,鹿寨,鹿寨收费站,0.043498,0.021402,guangxi,2110017275.0,鹿寨收费站,109.7826,24.48561,guangxi,鹿寨收费站,GUANG_XI,109.743696,24.461421,G0072450050040,鹿寨,guangxi,RAMP_PLAZA,109.743696,24.461421,0
G0072450060010,新兴,guangxi,109.42368,24.190161,新兴,新兴收费站,0.00472,0.002431,guangxi,2110017400.0,新兴收费站,109.4284,24.18773,guangxi,新兴收费站,GUANG_XI,109.42835,24.187495,G0072450060010,新兴,guangxi,RAMP_PLAZA,109.42835,24.187495,0
G0075450010020,车河,guangxi,107.730111,24.868394,车河,,,,guangxi,,,,,,车河收费站,GUANG_XI,,,G0075450010020,车河,guangxi,RAMP_PLAZA,107.730111,24.868394,1
X0595450010010,贺州,guangxi,111.49063999999998,24.370867,贺州,贺州收费站,0.00519,0.002717,guangxi,2110017418.0,贺州收费站,111.49583,24.36815,guangxi,贺州收费站,GUANG_XI,111.495783,24.36789,X0595450010010,贺州,guangxi,RAMP_PLAZA,111.495783,24.36789,0
G0072450020030,兴安,guangxi,110.680004,25.656621,兴安,兴安收费站,0.004496,0.003001,guangxi,2110017304.0,兴安收费站,110.6845,25.65362,guangxi,兴安收费站,GUANG_XI,110.68449,25.653621,G0072450020030,兴安,guangxi,RAMP_PLAZA,110.68449,25.653621,0
G0025440060090,白石,guangdong,,,白石,,,,guangdong,,,,,,白石收费站,CHONG_QING,107.853153,30.291765,G0025440060090,白石,guangdong,,107.853153,30.291765,0
G0004440020110,北兴,guangdong,113.431377,23.429903,北兴,,,,guangdong,,,,,,北兴收费站,GUANG_DONG,113.431753,23.429795,G0004440020110,北兴,guangdong,RAMP_PLAZA,113.431753,23.429795,0
G0025440030060,登云,guangdong,115.388895,24.070677,登云,登云收费站,0.006435,0.0056170000000000005,guangdong,2110038061.0,登云收费站,115.38246,24.06506,guangdong,登云收费站,GUANG_DONG,115.382437,24.064971,G0025440030060,登云,guangdong,RAMP_PLAZA,115.382437,24.064971,0
G6011440010080,丹霞,guangdong,113.931455,24.98947,丹霞,丹霞收费站,0.126595,0.04007,guangdong,2110038093.0,丹霞收费站,113.80486,24.9494,guangdong,丹霞收费站,GUANG_DONG,113.804858,24.949456,G6011440010080,丹霞,guangdong,RAMP_PLAZA,113.804858,24.949456,0
S0003440010090,虎门,guangdong,113.697683,22.781238,虎门,,,,guangdong,,,,,,虎门收费站,GUANG_DONG,113.70253999999998,22.778439,S0003440010090,虎门,guangdong,RAMP_PLAZA,113.70253999999998,22.778439,0
G0025440060060,泰美,guangdong,114.4744,23.294403,泰美,泰美收费站,0.00479,0.002353,guangdong,2110038512.0,泰美收费站,114.47919,23.29205,guangdong,泰美收费站,GUANG_DONG,114.479282,23.292089,G0025440060060,泰美,guangdong,RAMP_PLAZA,114.479282,23.292089,0
G0004440030310,宝安南,guangdong,113.893842,22.593812,宝安南,,,,guangdong,,,,,,宝安收费站,GUANG_DONG,113.899284,22.590968,G0004440030310,宝安南,guangdong,RAMP_PLAZA,113.899284,22.590968,0
S0015440010040,大沥,guangdong,113.124194,23.111841,大沥,,,,guangdong,,,,,,大沥收费站,GUANG_DONG,113.129747,23.109345,S0015440010040,大沥,guangdong,RAMP_PLAZA,113.129747,23.109345,0
S0081440010080,北浔峰洲,guangdong,113.198211,23.146378,北浔峰洲,,,,guangdong,,,,,,浔峰洲收费站,GUANG_DONG,113.198342,23.14596,S0081440010080,北浔峰洲,guangdong,RAMP_PLAZA,113.198342,23.14596,0
S0041440010050,花山,guangdong,113.286855,23.436754,花山,,,,guangdong,,,,,,花山收费站,GUANG_DONG,113.292147,23.434215,S0041440010050,花山,guangdong,RAMP_PLAZA,113.292147,23.434215,0
G0025440060050,杨村,guangdong,114.500579,23.425188,杨村,杨村收费站,0.004671,0.0026780000000000003,guangdong,2110039226.0,杨村收费站,114.50525,23.42251,guangdong,杨村收费站,GUANG_DONG,114.505098,23.422594,G0025440060050,杨村,guangdong,RAMP_PLAZA,114.505098,23.422594,0
S0041440010150,新市,guangdong,113.254597,23.186175,新市,,,,guangdong,,,,,,新市收费站,GUANG_DONG,113.26023,23.182167,S0041440010150,新市,guangdong,RAMP_PLAZA,113.26023,23.182167,0
G0094440060060,华为北,guangdong,114.051014,22.663699,华为北,,,,guangdong,,,,,,华为北收费站,GUANG_DONG,113.936347,22.997998000000006,G0094440060060,华为北,guangdong,RAMP_PLAZA,113.936347,22.997998000000006,0
G5513430010920,益阳,hunan,,,益阳,,,,hunan,,,,,,益阳收费站,HU_NAN,112.405281,28.562819,G5513430010920,益阳,hunan,RAMP_PLAZA,112.405281,28.562819,0
S0014330020020,安吉,zhejiang,119.732995,30.618432,安吉,安吉收费站,0.002625,0.0005480000000000001,zhejiang,2110046032.0,安吉收费站,119.73037,30.61898,zhejiang,安吉收费站,ZHE_JIANG,119.730028,30.61912,S0014330020020,安吉,zhejiang,MAIN_LINE_PLAZA,119.730028,30.61912,0
S0027330010010,千祥,zhejiang,120.303154,29.043963,千祥,千祥收费站,9.4e-05,5.3e-05,zhejiang,2110133619.0,千祥收费站,120.30306000000002,29.04391,zhejiang,千祥收费站,ZHE_JIANG,120.303237,29.043874,S0027330010010,千祥,zhejiang,RAMP_PLAZA,120.303237,29.043874,0
G015W330020040,硖石,zhejiang,120.767581,30.492803,硖石,硖石收费站,0.006381,0.005873,zhejiang,2110052533.0,硖石收费站,120.7612,30.48693,zhejiang,硖石收费站,ZHE_JIANG,120.761158,30.487116,G015W330020040,硖石,zhejiang,MAIN_LINE_PLAZA,120.761158,30.487116,0
G0060330010120,桐乡付,zhejiang,120.547933,30.535462,桐乡付,,,,zhejiang,,,,,,桐乡收费站,ZHE_JIANG,120.544753,30.527599,G0060330010120,桐乡付,zhejiang,RAMP_PLAZA,120.544753,30.527599,0
G0060330020160,龙游,zhejiang,119.177,29.076999999999998,龙游,龙游收费站,0.00472,0.00014,zhejiang,2110011791.0,龙游收费站,119.18172,29.077140000000004,zhejiang,龙游收费站,ZHE_JIANG,119.18177,29.076881,G0060330020160,龙游,zhejiang,RAMP_PLAZA,119.18177,29.076881,0
G0025330010040,德清,zhejiang,120.017638,30.54396,德清,德清收费站,0.156392,0.05022,zhejiang,2110011489.0,德清收费站,120.17403,30.493740000000006,zhejiang,德清收费站,ZHE_JIANG,120.020078,30.542795,G0025330010040,德清,zhejiang,RAMP_PLAZA,120.020078,30.542795,0
G015W330050090,双彩,zhejiang,120.870834,29.320483000000007,双彩,双彩收费站,0.004106,0.002763,zhejiang,2110011801.0,双彩收费站,120.87494,29.31772,zhejiang,双彩收费站,ZHE_JIANG,120.874968,29.317596,G015W330050090,双彩,zhejiang,RAMP_PLAZA,120.874968,29.317596,0
G0025330040050,缙云,zhejiang,120.067931,28.740512,缙云,缙云收费站,0.006591,0.005642,zhejiang,2110011691.0,缙云收费站,120.06134,28.73487,zhejiang,缙云收费站,ZHE_JIANG,120.061298,28.734767,G0025330040050,缙云,zhejiang,RAMP_PLAZA,120.061298,28.734767,0
G0025330020030,袁富付,zhejiang,120.10982,30.111668,袁富付,,,,zhejiang,,,,,,袁富收费站,ZHE_JIANG,120.10982,30.111667,G0025330020030,袁富付,zhejiang,RAMP_PLAZA,120.10982,30.111667,0
G0025330020090,深澳,zhejiang,119.833245,29.855228000000004,深澳,深澳收费站,1.5e-05,6.2e-05,zhejiang,2110011260.0,深澳收费站,119.83326,29.855290000000004,zhejiang,深澳收费站,ZHE_JIANG,119.833245,29.855227000000006,G0025330020090,深澳,zhejiang,RAMP_PLAZA,119.833245,29.855227000000006,0
G2501330010090,乔司东,zhejiang,120.28588,30.341390000000004,乔司东,乔司东收费站,0.0,0.0,zhejiang,2110011711.0,乔司东收费站,120.28588,30.341390000000004,zhejiang,乔司东收费站,ZHE_JIANG,120.285498,30.340483000000006,G2501330010090,乔司东,zhejiang,RAMP_PLAZA,120.285498,30.340483000000006,0
G0056330010080,於潜付,zhejiang,119.391432,30.180057,於潜付,,,,zhejiang,,,,,,於潜收费站,ZHE_JIANG,119.398269,30.175521000000003,G0056330010080,於潜付,zhejiang,RAMP_PLAZA,119.398269,30.175521000000003,0
G0015330020020,西塘桥,zhejiang,121.021224,30.606843,西塘桥,,,,zhejiang,,,,,,西塘收费站,ZHE_JIANG,120.905314,30.918501000000006,G0015330020020,西塘桥,zhejiang,RAMP_PLAZA,120.905314,30.918501000000006,0
S0012330020010,南浔南,zhejiang,120.400447,30.741357,南浔南,南浔南收费站,0.004473,0.002217,zhejiang,2110011677.0,南浔南收费站,120.40492,30.739140000000006,zhejiang,南浔南收费站,ZHE_JIANG,120.405047,30.739099,S0012330020010,南浔南,zhejiang,RAMP_PLAZA,120.405047,30.739099,0
G0015330040030,观海卫,zhejiang,121.436372,30.187675,观海卫,观海卫收费站,0.004758,0.002125,zhejiang,2110011681.0,观海卫收费站,121.44113,30.18555,zhejiang,观海卫收费站,ZHE_JIANG,121.441167,30.185498,G0015330040030,观海卫,zhejiang,MAIN_LINE_PLAZA,121.441167,30.185498,0
S0026330010080,湖溪,zhejiang,120.39136299999998,29.209722,湖溪,,,,zhejiang,,,,,,湖溪郭宅收费站,ZHE_JIANG,120.384918,29.203501,S0026330010080,湖溪,zhejiang,MAIN_LINE_PLAZA,120.384918,29.203501,0
G0092330010030,机场,zhejiang,120.385565,30.21848,机场,,,,zhejiang,,,,,,机场收费站,ZHE_JIANG,120.390438,30.215822,G0092330010030,机场,zhejiang,RAMP_PLAZA,120.390438,30.215822,0
S0013330010010,练市,zhejiang,120.414172,30.692262,练市,练市收费站,0.004538,0.002062,zhejiang,2110011683.0,练市收费站,120.41871,30.6902,zhejiang,练市收费站,ZHE_JIANG,120.418781,30.690314,S0013330010010,练市,zhejiang,RAMP_PLAZA,120.418781,30.690314,0
G1501330020040,保国寺,zhejiang,121.305227,29.581131,保国寺,保国寺收费站,0.213443,0.386569,zhejiang,2110011981.0,保国寺收费站,121.51867,29.9677,zhejiang,保国寺收费站,ZHE_JIANG,121.51863,29.967782,G1501330020040,保国寺,zhejiang,RAMP_PLAZA,121.51863,29.967782,0
G1501330010020,沙河,zhejiang,121.61291,29.990340000000003,沙河,沙河收费站,5.329921,10.11554,zhejiang,2110011965.0,沙河收费站,121.60617,29.99455,zhejiang,沙河收费站,ZHE_JIANG,121.606507,29.99469,G1501330010020,沙河,zhejiang,RAMP_PLAZA,121.606507,29.99469,0
G060N330020020,太真,zhejiang,118.83747,29.18021,太真,,,,zhejiang,,,,,,太真收费站,ZHE_JIANG,118.837371,29.18012,G060N330020020,太真,zhejiang,RAMP_PLAZA,118.837371,29.18012,0
S0026330020010,温州北,zhejiang,120.712365,28.072805,温州北,温州北收费站,0.000205,0.000285,zhejiang,2110070836.0,温州北收费站,120.71216,28.073090000000004,zhejiang,温州北收费站,ZHE_JIANG,120.712365,28.072805,S0026330020010,温州北,zhejiang,MAIN_LINE_PLAZA,120.712365,28.072805,0
G015W330050020,东关付,zhejiang,120.797055,30.009714,东关付,,,,zhejiang,,,,,,东关收费站,ZHE_JIANG,120.807346,30.007853000000004,G015W330050020,东关付,zhejiang,RAMP_PLAZA,120.807346,30.007853000000004,0
S0012330010090,乌镇,zhejiang,120.480185,30.720438,乌镇,乌镇收费站,0.026275,0.008008,zhejiang,2110011388.0,乌镇收费站,120.50646,30.71243,zhejiang,乌镇收费站,ZHE_JIANG,120.506435,30.712524,S0012330010090,乌镇,zhejiang,RAMP_PLAZA,120.506435,30.712524,0
G2501330010140,义桥,zhejiang,120.19152,30.09355,义桥,义桥收费站,0.0,0.0,zhejiang,2110011777.0,义桥收费站,120.19152,30.09355,zhejiang,义桥收费站,ZHE_JIANG,120.191538,30.093649,G2501330010140,义桥,zhejiang,RAMP_PLAZA,120.191538,30.093649,0
G0025330010060,湖州南鹿山,zhejiang,120.066115,30.8169,湖州南鹿山,,,,zhejiang,,,,,,湖州鹿山收费站,ZHE_JIANG,,,G0025330010060,湖州南鹿山,zhejiang,RAMP_PLAZA,120.066115,30.8169,1
G0004420010140,武汉南,hubei,,,武汉南,武汉南收费站,,,hubei,2110032215.0,武汉南收费站,114.25231,30.32626,hubei,武汉南收费站,HU_BEI,114.252404,30.326152,G0004420010140,武汉南,hubei,RAMP_PLAZA,114.252404,30.326152,0
G0042420020070,太子山,hubei,,,太子山,太子山收费站,,,hubei,2110032063.0,太子山收费站,112.85844,30.99231,hubei,太子山收费站,HU_BEI,112.858321,30.992252,G0042420020070,太子山,hubei,RAMP_PLAZA,112.858321,30.992252,0
G0042420040040,兴山,hubei,,,兴山,兴山收费站,,,hubei,2110058779.0,兴山收费站,110.75415,31.17531,hubei,兴山收费站,HU_BEI,110.754181,31.175192,G0042420040040,兴山,hubei,RAMP_PLAZA,110.754181,31.175192,0
G042S420020030,总路咀,hubei,,,总路咀,总路咀收费站,,,hubei,2110032136.0,总路咀收费站,115.05431000000002,30.69621,hubei,总路咀收费站,HU_BEI,115.054265,30.696245,G042S420020030,总路咀,hubei,RAMP_PLAZA,115.054265,30.696245,0
G04W2420010050,随县,hubei,,,随县,随县收费站,,,hubei,2110032345.0,随县收费站,113.32578,31.83226,hubei,随县收费站,HU_BEI,113.325812,31.832242,G04W2420010050,随县,hubei,RAMP_PLAZA,113.325812,31.832242,0
G04W2420020010,柳林,hubei,,,柳林,柳林收费站,,,hubei,2110032140.0,柳林收费站,113.20278,31.57045,hubei,柳林收费站,HU_BEI,113.202766,31.570386,G04W2420020010,柳林,hubei,RAMP_PLAZA,113.202766,31.570386,0
G04W2420020070,岳口,hubei,,,岳口,岳口收费站,,,hubei,2110032339.0,岳口收费站,113.09868,30.52317,hubei,岳口收费站,HU_BEI,113.098704,30.523134,G04W2420020070,岳口,hubei,RAMP_PLAZA,113.098704,30.523134,0
G04W2420030020,新沟,hubei,,,新沟,新沟收费站,,,hubei,2110032284.0,新沟收费站,113.0341,30.10076,hubei,新沟收费站,HU_BEI,113.034099,30.100823,G04W2420030020,新沟,hubei,RAMP_PLAZA,113.034099,30.100823,0
G0050420020040,蒲团,hubei,,,蒲团,蒲团收费站,,,hubei,2110032159.0,蒲团收费站,114.73451,30.4055,hubei,蒲团收费站,HU_BEI,114.732439,30.404925,G0050420020040,蒲团,hubei,RAMP_PLAZA,114.732439,30.404925,0
G0050420030050,潜江,hubei,,,潜江,潜江收费站,,,hubei,2110072632.0,潜江收费站,112.89647,30.37404,hubei,潜江收费站,HU_BEI,112.896491,30.373633,G0050420030050,潜江,hubei,RAMP_PLAZA,112.896491,30.373633,0
G0050420030080,沙市,hubei,,,沙市,沙市收费站,,,hubei,2110032266.0,沙市收费站,112.34674,30.35445,hubei,沙市收费站,HU_BEI,112.343938,30.351729,G0050420030080,沙市,hubei,RAMP_PLAZA,112.343938,30.351729,0
G0055420020080,五里,hubei,,,五里,五里收费站,,,hubei,2110032585.0,五里收费站,112.23031,30.73177,hubei,五里收费站,HU_BEI,112.230348,30.731885,G0055420020080,五里,hubei,RAMP_PLAZA,112.230348,30.731885,0
G0056420010080,崇阳东,hubei,,,崇阳东,崇阳东收费站,,,hubei,2110031930.0,崇阳东收费站,114.20382,29.56866,hubei,崇阳东收费站,HU_BEI,114.20373899999998,29.568774,G0056420010080,崇阳东,hubei,RAMP_PLAZA,114.20373899999998,29.568774,0
G0059420010010,郧阳北,hubei,,,郧阳北,,,,hubei,,,,,,郧阳北收费站,HU_BEI,111.138437,33.127021,G0059420010010,郧阳北,hubei,PROVINCE_STATION_COMMON,111.138437,33.127021,0
G0106420010010,鄂黄大桥,hubei,114.93249,30.429523,鄂黄大桥,,,,hubei,,,,,,鄂黄大桥收费站,HU_BEI,114.92608,30.42312,G0106420010010,鄂黄大桥,hubei,MAIN_LINE_PLAZA,114.92608,30.42312,0
G0613630010030,河卡匝道,qinghai,,,河卡匝道,,,,qinghai,,,,,,河卡收费站,QING_HAI,99.972035,35.89543300000001,G0613630010030,河卡匝道,qinghai,RAMP_PLAZA,99.972035,35.89543300000001,0
G0006630070060,诺木洪匝道,qinghai,,,诺木洪匝道,,,,qinghai,,,,,,诺木洪收费站,QING_HAI,96.457636,36.379462,G0006630070060,诺木洪匝道,qinghai,RAMP_PLAZA,96.457636,36.379462,0
G0004130020080,邢台北,hebei,114.579825,37.107095,邢台北,邢台北收费站,0.005975,0.000385,hebei,2110019241.0,邢台北收费站,114.5858,37.10748,hebei,邢台北收费站,HE_BEI,114.585572,37.107499,G0004130020080,邢台北,hebei,RAMP_PLAZA,114.585572,37.107499,0
G0018130010020,吕桥,hebei,117.297021,38.531358,吕桥,,,,hebei,,,,,,吕桥收费站,HE_BEI,117.290257,38.525695,G0018130010020,吕桥,hebei,RAMP_PLAZA,117.290257,38.525695,0
G0045130030020,固安,hebei,116.277141,39.453143,固安,,,,hebei,,,,,,固安收费站,HE_BEI,116.282922,39.45437,G0045130030020,固安,hebei,RAMP_PLAZA,116.282922,39.45437,0
G0020130010010,清河主线,hebei,115.760051,37.080531,清河主线,清河主线收费站,0.005449,0.000939,hebei,2110019075.0,清河主线收费站,115.7655,37.08147,hebei,清河收费站,HE_BEI,115.68028,37.10504,G0020130010010,清河主线,hebei,PROVINCE_STATION_INDEPENDENT,115.68028,37.10504,0
G2012640010030,太阳山,ningxia,,,太阳山,太阳山收费站,,,ningxia,2110003217.0,太阳山收费站,106.61708,37.54745,ningxia,太阳山收费站,NING_XIA,106.617121,37.547581,G2012640010030,太阳山,ningxia,MAIN_LINE_PLAZA,106.617121,37.547581,0
G0025130060030,南湖,hebei,118.079602,39.596569,南湖,,,,hebei,,,,,,南湖收费站,HE_BEI,118.074198,39.589992,G0025130060030,南湖,hebei,RAMP_PLAZA,118.074198,39.589992,0
S0021130010040,迁安南,hebei,118.64048,39.929174,迁安南,迁安南收费站,0.006509999999999999,0.004744,hebei,2110059717.0,迁安南收费站,118.63397,39.92443,hebei,迁安南收费站,HE_BEI,118.633953,39.924345,S0021130010040,迁安南,hebei,RAMP_PLAZA,118.633953,39.924345,0
G0025130050030,承唐丰润,hebei,117.082332,39.801645,承唐丰润,,,,hebei,,,,,,丰润收费站,HE_BEI,118.075654,39.795053,G0025130050030,承唐丰润,hebei,RAMP_PLAZA,118.075654,39.795053,0
G0095130020020,万庄主线,hebei,116.599377,39.593456,万庄主线,,,,hebei,,,,,,万庄收费站,HE_BEI,116.580975,39.584729,G0095130020020,万庄主线,hebei,PROVINCE_STATION_INDEPENDENT,116.580975,39.584729,0
