"ID","Name","Province","lng","lat"
"G0016150020010","阿其乌拉出口","NEI_MENG_GU","116.715476","43.501975"
"S0011120010010","涧河收费站","TIAN_JIN",,
"G9999459998010","收费站A收费站","GUANG_XI",,
"G0094440060050","华为南收费站","GUANG_DONG",,
"S0013440010090","前詹收费站","GUANG_DONG",,
"G0075440010080","沙坡收费站","GUANG_DONG",,
"G0016150030020","巴林收费站","NEI_MENG_GU","118.636656","43.267742"
"S0033440010030","洲石北收费站","GUANG_DONG",,
"G0036410050020","洛河北收费站","HE_NAN",,
"G0085530020020","悦墨收费站","YUN_NAN",,
"S0314340010010","皖s445博望收费站","AN_HUI",,
"S0038410010010","新阳豫皖省界收费站","HE_NAN",,
"G3014650010060","北屯工业园区收费站","XIN_JIANG",,
"G0006110010170","岔道城收费站","BEI_JING",,
"G1113210020040","宁官收费站","LIAO_NING","123.285542","41.756668"
"G4011320010010","世业收费站","JIANG_SU","119.360581","32.216269"
"S0024150010040","乌拉哈收费站","NEI_MENG_GU","113.521413","40.809280"
"S0031150020010","准兴黄河收费站","NEI_MENG_GU","111.430729","40.107838"
"S4203510010130","盘鳌收费站","SI_CHUAN",,
"G2511150010080","科尔沁收费站","NEI_MENG_GU","122.378071","43.673845"
"S0040430010030","长沙收费站","HU_NAN","113.064640","28.230572"
"G6517450010060","六巷收费站","GUANG_XI",,
"G0075450010020","车河收费站","GUANG_XI",,
"G0025330010060","湖州鹿山收费站","ZHE_JIANG",,
"S0002517570020","沙滩收费站","SI_CHUAN",,
"S0020520010100","周家院收费站","GUI_ZHOU",,
"S0032440013040","奕垌收费站","GUANG_DONG",,
"S0031150030060","大饭铺收费站","NEI_MENG_GU","111.133543","39.799270"
"S0089520010040","刘家院收费站","GUI_ZHOU",,
"G0094440020120","蓬江主线收费站","GUANG_DONG",,
"G0018150050020","框框井收费站","NEI_MENG_GU","107.884899","39.249587"
"G0003340070010","黄山南门收费站","AN_HUI",,
"S0049320040030","秦栏收费站","AN_HUI","119.133025","32.583583"
"G0001210060110","孟姜收费站","HE_BEI","119.817130","40.043543"
"G0011230030050","杏山收费站","HEI_LONG_JIANG",,
"Z0003230010030","温家窑收费站","HEI_LONG_JIANG",,
"S0089410010060","周口刘园收费站","HE_NAN",,
"S4203510010070","仁寿大化收费站","SI_CHUAN",,
"G094W440011030","洪湾开放收费站","GUANG_DONG",,
"G9998459995010","收费站A收费站","GUANG_XI",,
"G0035370020060","仵楼收费站","SHAN_DONG",,
"G0075440010040","青平收费站","GUANG_DONG",,
"G0015440080050","小塘收费站","GUANG_DONG",,
"S0070510010030","上西坝收费站","SI_CHUAN",,
"S0031150010030","托克托收费站","NEI_MENG_GU","111.256522","40.236681"
"G0111130010130","涧河收费站","HE_BEI",,
"G0015440040010","潭西收费站","GUANG_DONG",,
"G0015440040040","后门收费站","GUANG_DONG",,
"G0040410010010","沪陕豫皖界收费站","HE_NAN",,
"G1511410010010","日兰豫鲁界收费站","HE_NAN",,
"G0018150020010","鄂市窑沟收费站","NEI_MENG_GU",,
"G094W440011010","洪湾收费站","GUANG_DONG",,
"G9998459996010","收费站A收费站","GUANG_XI",,
"G0045360680090","赣定路省界收费站","JIANG_XI",,
"G0070360130030","东馆收费站","JIANG_XI","116.476853","27.792313"
"G0007150030020","敖伦布拉格收费站","NEI_MENG_GU",,
"S0031150010010","呼和浩特南收费站","NEI_MENG_GU","111.549382","40.694502"
"G0020370070050","青银鲁冀收费站","SHAN_DONG",,
"G0072430030530","珠晖南收费站","HU_NAN","112.678210","26.816967"
"G0065610130110","陕川界收费站","SHAAN_XI",,
"S0020430040020","大栗港收费站","HU_NAN","111.938137","28.475890"
"S0039440010090","新联标识收费站","GUANG_DONG",,
"G6001520010020","笋子林收费站","GUI_ZHOU",,
"G0025440070060","坑塘径收费站","GUANG_DONG",,
"G0078530010040","江召金鸡收费站","YUN_NAN",,
"G0035440020010","凌坑收费站","GUANG_DONG",,
"S0012210020040","刑屯收费站","LIAO_NING","121.500912","39.501726"
"S0050640010030","海原主线收费站","NING_XIA",,
"S0342320020010","宜漕收费站","JIANG_SU",,
"S0032410070010","许亳省界收费站","HE_NAN",,
"S0007340010090","司巷收费站","AN_HUI",,
"S0049440010060","冲篓收费站","GUANG_DONG",,
"G0055410010010","二广豫晋省界收费站","HE_NAN",,
"S0028410060040","济邵豫晋收费站","HE_NAN",,
"G0007150010040","高路三瑞里互通收费站","NEI_MENG_GU",,
"G0025320050010","天长收费站","AN_HUI","118.734868","32.661943"
"S0011430030110","高陇收费站","HU_NAN","113.777242","26.953445"
"G0030410050080","连霍豫陕界收费站","HE_NAN",,
"S0008440010060","铁东收费站","GUANG_DONG",,
"S0015440010060","横沙收费站","GUANG_DONG",,
"G0005510010020","中子收费站","SI_CHUAN",,
"S0029360160020","赣皖界新安收费站","JIANG_XI",,
"G0016150010030","锡盟阿其乌拉收费站","NEI_MENG_GU",,
"G0003340080020","璜源收费站","AN_HUI",,
"S0027150010090","哈毕日嘎收费站","NEI_MENG_GU","115.686277","42.281317"
"G0004440030420","广氮收费站","GUANG_DONG",,
"G1501440030070","东涌标识收费站","GUANG_DONG",,
"G2511150010030","朱日和收费站","NEI_MENG_GU","112.877062","42.404813"
"G0025440060100","围顶收费站","GUANG_DONG",,
"G004W440020010","石基收费站","GUANG_DONG",,
"S0010520010030","简家坪收费站","GUI_ZHOU",,
"S0046360610030","赣闽省界主线收费站","JIANG_XI","117.112252","27.706633"
"G0025440030050","歧岭收费站","GUANG_DONG",,
"G004E440010030","苏村收费站","GUANG_DONG",,
"G0010230030050","哈尔滨收费站","HEI_LONG_JIANG","126.517156","45.847858"
"G0018150010050","呼市窑沟收费站","NEI_MENG_GU",,
"G5511150010040","蘑菇气收费站","NEI_MENG_GU","122.390408","47.486238"
"G004W440030120","南朗收费站","GUANG_DONG",,
"G0045410070010","崔桥收费站","HE_NAN",,
"G7211450010010","那洪收费站","GUANG_XI",,
"S0015440010070","雅瑶收费站","GUANG_DONG",,
"S0081430010060","桂湘富川收费站","HU_NAN","111.354272","25.109019"
"S0090430010050","寨市收费站","HU_NAN","110.059200","26.506487"
"S0022410040030","南林豫晋界收费站","HE_NAN",,
"G0007150030110","三个井收费站","NEI_MENG_GU",,
"G0007150010090","旗下营收费站","NEI_MENG_GU","112.192548","41.008620"
"G04W2440020020","清远收费站","GUANG_DONG",,
"G0035440020170","凌坑收费站","GUANG_DONG",,
"Z0003230010010","登州里收费站","HEI_LONG_JIANG",,
"S0024150010030","兴和收费站","NEI_MENG_GU","113.657865","40.870111"
"G0015440050010","坑塘径虚收费站","GUANG_DONG",,
"S0024150010060","土贵乌拉收费站","NEI_MENG_GU","113.131728","40.783988"
"G0056360230010","景德镇北收费站","JIANG_XI","117.194363","29.356946"
"G004W440030110","横沥收费站","GUANG_DONG",,
"G0070610060070","陕甘界收费站","SHAAN_XI",,
"G0025150010010","那木斯收费站","JI_LIN","123.568533","43.426777"
"G1812130010090","晋冀界收费站","HE_BEI",,
"G060N360200020","德兴南收费站","JIANG_XI","117.645446","28.898816"
"S0071430020070","壶天收费站","HU_NAN",,
"G0094440060040","坂田收费站","GUANG_DONG",,
"S0024150010020","准兴G6互通收费站","NEI_MENG_GU",,
"S0341320010010","石湫收费站","AN_HUI",,
"G0045360690040","龙杨省界收费站","JIANG_XI",,
"G0018130030050","冀晋界收费站","HE_BEI",,
"G2516130010050","冀晋界收费站","HE_BEI",,
"G0012150010020","高路乌兰浩特收费站","NEI_MENG_GU",,
"G0003370010010","鲁冀收费站","SHAN_DONG",,
"G003W370040060","济广高速鲁豫收费站","SHAN_DONG",,
"G0016150030040","桥头收费站","NEI_MENG_GU","118.895369","42.598690"
"G4218510010010","互联收费站","SI_CHUAN",,
"G0012150010010","蒙吉界收费站","NEI_MENG_GU",,
"G0025320010010","临连苏鲁省界收费站","JIANG_SU",,
"G4012350010010","溧宁线闽浙收费站","FU_JIAN",,
"S0031440010030","楼村收费站","GUANG_DONG",,
"G0025130010010","冀辽收费站","HE_BEI",,
"G0018130020030","雄东收费站","HE_BEI",,
"G0018150030070","东胜南收费站","NEI_MENG_GU","109.987884","39.723338"
"G0328320020010","姜堰收费站","JIANG_SU","120.086796","32.507604"
"S0049320040020","天长南收费站","AN_HUI","119.022545","32.623958"
"S0031150030030","羊市匝收费站","NEI_MENG_GU",,
"G0015440010020","黄冈收费站","GUANG_DONG",,
"G0055440020010","雅瑶收费站","GUANG_DONG",,
"G0035410020040","济广豫皖界收费站","HE_NAN",,
"G0007150020010","临白互通收费站","NEI_MENG_GU",,
"S0024150010100","新店子收费站","NEI_MENG_GU","112.077709","40.247707"
"G0401430010010","毛塘收费站","HU_NAN",,
"G0036340030050","曹庄收费站","AN_HUI",,
"G004W440030130","下栅收费站","GUANG_DONG",,
"G0004440030450","太平主线收费站","GUANG_DONG",,
"G0004440030280","鹤洲北收费站","GUANG_DONG",,
"G1501440030090","九江收费站","GUANG_DONG",,
"S0068320010040","水阳收费站","AN_HUI","118.714868","31.284895"
"G2501320050010","花旗营收费站","JIANG_SU","118.649042","32.167623"
"G0070360190030","九江八里湖收费站","JIANG_XI","115.924211","29.671965"
"S0033440010020","塘明收费站","GUANG_DONG",,
"G0030410010010","连霍豫皖界收费站","HE_NAN",,
"G0060360060050","梅林收费站","JIANG_XI",,
"S0032130010070","冀晋收费站","HE_BEI",,
"G1501440020050","小塘收费站","GUANG_DONG",,
"S0082320010010","张家港疏港主线收费站","JIANG_SU",,
"S0323320020010","省道竹园收费站","JIANG_SU",,
"G0070360010010","G56杭瑞高速入口","JIANG_XI","116.230398","29.722771"
"G0093500010010","书房坝收费站","CHONG_QING",,
"G0328320010010","海安收费站","JIANG_SU","120.566891","32.526072"
"G0035360090040","南桥西收费站","JIANG_XI",,
"G0078530050040","金鸡收费站","YUN_NAN",,
"G0035440020070","小金口匝收费站","GUANG_DONG",,
"S0005440020010","吴家围收费站","GUANG_DONG",,
"G0018150040010","东胜南收费站","NEI_MENG_GU","109.987884","39.723338"
"S0045330010040","华溪收费站","ZHE_JIANG",,
"S0020360100040","马当收费站","JIANG_XI","116.778317","29.995056"
"G2211610020050","候市收费站","SHAAN_XI",,
"G0035360090050","赣粤界南桥南主线收费站","JIANG_XI",,
"S0027150020010","桑根达来收费站","NEI_MENG_GU","115.938863","42.654966"
"S0033440010050","宝石收费站","GUANG_DONG",,
"S0040430010020","塱梨收费站","HU_NAN","113.137649","28.178096"
"G0005510060110","土山岗收费站","SI_CHUAN",,
"S0058320010010","沪常高速淀山湖收费站","SHANG_HAI","121.070096","31.221826"
"G5012420010030","鄂渝收费站","HU_BEI",,
"G0005610040020","朱雀收费站","SHAAN_XI",,
"G0015440040070","凌坑收费站","GUANG_DONG",,
"G4218510010040","互联收费站","SI_CHUAN",,
"S0031440010060","朗田收费站","GUANG_DONG",,
"S0048320020030","马山收费站","JIANG_SU",,
"S0069320010010","济徐苏鲁省界收费站","JIANG_SU",,
"G0011220030010","白山东收费站","JI_LIN","126.584715","42.098698"
"G0040320040090","六合东收费站","JIANG_SU","118.908826","32.340537"
"G0016150040030","南大营子收费站","NEI_MENG_GU","118.923618","42.109939"
"G0055150020010","赛汉塔拉收费站","NEI_MENG_GU","112.599884","42.837017"
"G9999459999010","收费站A收费站","GUANG_XI",,
"G0055430020320","武潭收费站","HU_NAN","111.718858","28.540673"
"G0094440053050","月环收费站","GUANG_DONG",,
"G0006150100010","海勃湾收费站","NEI_MENG_GU","106.861184","39.637063"
"S0054150010010","集商收费站","NEI_MENG_GU",,
"G0002320010010","京沪苏鲁省界收费站","JIANG_SU",,
"G4211320010010","宁马公路收费站","JIANG_SU","118.539485","31.757760"
"G3001410010010","莲花街收费站","HE_NAN","113.471580","34.846966"
"S0007340010060","草沟收费站","AN_HUI",,
"G15W2320020020","吴淞江工业区收费站","JIANG_SU","120.871432","31.335710"
"S0015440010050","谢边收费站","GUANG_DONG",,
"S0049320040010","天长西收费站","AN_HUI","118.898325","32.679339"
"G9999459997010","收费站A收费站","GUANG_XI",,
"S4202510020010","梓州大道收费站","SI_CHUAN",,
"G1514360240010","武夷山收费站","FU_JIAN","118.022156","27.699284"
"G0050320010010","苏沪主线收费站","JIANG_SU",,
"G0010230010010","黑蒙界收费站","HEI_LONG_JIANG",,
"G004W440040060","下栅收费站","GUANG_DONG",,
"S0071430020010","团圆收费站","HU_NAN",,
"G0010150030070","蒙黑界收费站","NEI_MENG_GU",,
"S0107610020020","史家寨收费站","SHAAN_XI",,
"S0019210010020","小石棚收费站","LIAO_NING","122.424952","40.246327"
"G0055150040020","土贵乌拉收费站","NEI_MENG_GU","113.131728","40.783988"
"S0031150010020","白庙子收费站","NEI_MENG_GU","111.550525","40.652860"
"S0080430010230","王拾万收费站","HU_NAN","113.032691","27.498781"
"G0018150030060","碌碡墕收费站","NEI_MENG_GU","110.140034","39.677328"
"G0006150010040","海窝子收费站","NEI_MENG_GU",,
"G0015440110020","织贡收费站","GUANG_DONG",,
"Z0012450010020","僚田收费站","GUANG_XI",,
"G0206320010010","G206国道三堡收费站","JIANG_SU",,
"S0240530010060","金宝山收费站","YUN_NAN",,
"G0018150040070","察汗淖收费站","NEI_MENG_GU",,
"G0070360010020","荷花垄收费站","JIANG_XI","116.026150","29.716494"
"S0060410060020","五里堡收费站","HE_NAN",,
"S0065320010020","徐明苏皖省界收费站","JIANG_SU",,
"S0051440010030","河朗收费站","GUANG_DONG",,
"G0018150010040","窑沟收费站","NEI_MENG_GU",,
"G6001520010010","新添寨收费站","GUI_ZHOU","106.770325","26.628515"
"G0025440080020","西坑收费站","GUANG_DONG",,
"S0047440012040","莲洲B收费站","GUANG_DONG",,
"G0065610070050","川口收费站","SHAAN_XI",,
"G0025320060030","六合东收费站","JIANG_SU","118.908826","32.340537"
"G0050320010080","苏浙收费站","ZHE_JIANG","120.430044","30.904239"
"G0055430050060","长铺收费站","HU_NAN","112.168466","25.283462"
"G2012620010010","营盘水收费站","GAN_SU",,
"S0049410090030","焦桐豫鄂界收费站","HE_NAN",,
"S0031150020020","准兴黄河收费站","NEI_MENG_GU","111.430729","40.107838"
"G0018150030020","大路墕收费站","NEI_MENG_GU","110.914678","39.732218"
"S0105340010010","皖S105濮塘收费站","AN_HUI",,
"S0005440031060","白石收费站","GUANG_DONG",,
"G0094440030050","共和主收费站","GUANG_DONG",,
"S0005440031030","广明标识收费站","GUANG_DONG",,
"G0094440052010","三洲收费站","GUANG_DONG",,
"S0008440010070","铁西收费站","GUANG_DONG",,
"G0018150020030","大饭铺收费站","NEI_MENG_GU","111.133543","39.799270"
"G5513430020750","迎丰桥收费站","HU_NAN","112.247492","28.678460"
"G0324530010030","金鸡收费站","YUN_NAN",,
"G0005510090010","鱼塘收费站","SI_CHUAN",,
"S0230320020010","渎边收费站","JIANG_SU",,
"S0008510010090","邛东门收费站","SI_CHUAN",,
"G004W440020040","东涌标识收费站","GUANG_DONG",,
"S0003340010010","皖苏宣州收费站","AN_HUI",,
"S0027150010060","桑根达来收费站","NEI_MENG_GU","115.938863","42.654966"
"G0005610040030","秦岭标识收费站","SHAAN_XI",,
"G0070360190020","九江赛城湖收费站","JIANG_XI","115.916879","29.672375"
"S0031150030010","大路主收费站","NEI_MENG_GU",,
"Z0003230010040","八里堡收费站","HEI_LONG_JIANG",,
"S0004440010030","春岗收费站","GUANG_DONG",,
"G0007150030030","巴彦洪格日收费站","NEI_MENG_GU",,
"G1111230010030","二股收费站","HEI_LONG_JIANG",,
"G0036410050030","洛河南收费站","HE_NAN",,
"G0070360040070","进贤西收费站","JIANG_XI","116.141175","28.364752"
"G0015440080040","九江收费站","GUANG_DONG",,
"S0030440020010","坝岗收费站","GUANG_DONG",,
"G004W440040070","月环收费站","GUANG_DONG",,
"ZGA01360640010","机场路收费站","JIANG_XI",,
"S0040510020060","永寿收费站","SI_CHUAN",,
"G0018150050010","框框井收费站","NEI_MENG_GU","107.884899","39.249587"
"G0007150030010","敖伦布拉格收费站","NEI_MENG_GU",,
"G0007150010010","蒙晋界韩家营收费站","NEI_MENG_GU",,
"S0031150010040","呼城黄河收费站","NEI_MENG_GU",,
"S0005440010010","双岗收费站","GUANG_DONG",,
"G1111230020020","绥化东收费站","HEI_LONG_JIANG","127.041063","46.678983"
"G0004410040020","双鹤湖收费站","HE_NAN","113.811407","34.413155"
"S0028410060010","济源南收费站","HE_NAN","112.561366","35.027169"
"G0004410060080","灵山收费站","HE_NAN","114.303345","31.974588"
"S0060410030020","新村收费站","HE_NAN","113.699990","34.469440"
"S0028410060020","王屋山收费站","HE_NAN","112.236221","35.101036"
"G0010230040050","花果山收费站","HEI_LONG_JIANG","127.127352","45.391787"
"S0022410040010","红旗渠收费站","HE_NAN","113.830690","36.234592"
"S0060410060010","黄帝宫收费站","HE_NAN","113.515995","34.463380"
"S0402230020010","虎林八五零收费站","HEI_LONG_JIANG","132.519093","45.741095"
"G0001130010010","万家收费站","LIAO_NING","119.869586","40.069966"
"G0055410030020","洛阳瀍河收费站","HE_NAN","112.542102","34.696737"
"G0035410010010","商河收费站","SHAN_DONG","117.091353","37.268012"
"G0095130070020","五一路收费站","HE_BEI","114.934194","40.824401"
"G0001130010020","万家收费站","LIAO_NING","119.869586","40.069966"
"S0010130010010","内蒙古收费站","HE_BEI","114.991374","41.599763"
"S0059410030020","寺湾收费站","HE_NAN","111.161255","33.165047"
"S0006130010030","青兰收费站","HE_BEI","116.095566","37.547026"
"G0002130010030","沧州北收费站","HE_BEI","116.765689","38.342358"
"S0028410060030","邵原收费站","HE_NAN","112.133630","35.146872"
"S0028410050030","济源东收费站","HE_NAN","112.680994","35.070167"
"G0095130070010","沙城收费站","HE_BEI","115.515480","40.427716"
"S0011130010060","港口收费站","HE_BEI","119.004488","39.335732"
"G0045130030010","固安收费站","HE_BEI","116.282922","39.454370"
"G0045130040050","承德收费站","HE_BEI","117.879620","41.031003"
"G0055410010020","济源北收费站","HE_NAN","112.681714","35.140286"
"G0060520010010","大龙收费站","GUI_ZHOU","109.050752","27.296418"
"S0073440010100","东部快速路收费站","GUANG_DONG","114.005257","23.050782"
"S0082520020100","白云收费站","GUI_ZHOU","106.618370","26.693661"
"S0068420010040","点军收费站","HU_BEI","111.274473","30.647289"
"G0056520020040","凤冈收费站","GUI_ZHOU","107.711314","27.927340"
"G0059450010040","中峰收费站","GUANG_XI","110.610948","25.853694"
"G7011420010040","关垭子收费站","HU_BEI","109.577748","32.322070"
"G4215520010060","柑甜收费站","GUI_ZHOU","106.160234","28.225925"
"G0070420060060","丹江口收费站","HU_BEI","111.360274","32.426493"
"G0060520040010","贵阳西收费站","GUI_ZHOU","106.592248","26.593916"
"S0089520010050","广顺东收费站","GUI_ZHOU","106.441385","26.275806"
"S0068420010020","茅坪收费站","HU_NAN","109.543958","29.363557"
"G6001520030020","贵阳高新收费站","GUI_ZHOU","106.655083","26.699403"
"S0089520010060","广顺北收费站","GUI_ZHOU","106.299138","26.226434"
"G0050420030060","后湖收费站","HU_BEI","112.737072","30.371268"
"G04W2420020070","岳口收费站","HU_BEI","113.098704","30.523134"
"G0050420030050","潜江收费站","HU_BEI","112.896491","30.373633"
"G0050420030030","排湖收费站","HU_BEI","113.290305","30.376805"
"G04W2420030010","陈场收费站","HU_BEI","113.050574","30.243569"
"G0050420030040","毛嘴收费站","HU_BEI","113.032732","30.398354"
"G0050420030070","丫角收费站","HU_BEI","112.523126","30.334004"
"G0042420020050","天门北收费站","HU_BEI","113.278496","30.821537"
"S0043420010030","沙湖收费站","HU_BEI","113.701384","30.208239"
"G0050420030020","仙桃收费站","HU_BEI","113.430136","30.343886"
"S0043420010010","仙桃北收费站","HU_BEI","113.534330","30.380222"
"S0053420010010","永兴收费站","HU_BEI","112.606291","30.300180"
"G04W2420020060","天门收费站","HU_BEI","113.116783","30.629287"
"G04W2420020080","珠玑收费站","HU_BEI","113.091679","30.407904"
"S0043420010020","仙桃东收费站","HU_BEI","113.560427","30.322548"
"G0059420030010","歇马收费站","HU_BEI","111.262494","31.593970"
"G0070420060010","隆中收费站","HU_BEI","112.074645","32.005093"
"G4213420030020","板桥店收费站","HU_BEI","112.504873","31.756285"
"G0055420010020","黄集收费站","HU_BEI","112.110325","32.308022"
"G4213420030050","南漳收费站","HU_BEI","111.859786","31.799570"
"G0070420050110","琚湾收费站","HU_BEI","112.618841","32.075057"
"G0070420060050","谷城收费站","HU_BEI","111.618010","32.306501"
"G4213420030030","南营收费站","HU_BEI","112.275284","31.786021"
"G0059420030020","店垭收费站","HU_BEI","111.337609","31.444205"
"G0059420030030","峡口收费站","HU_BEI","111.504861","31.327627"
"G4213420030010","平林收费站","HU_BEI","112.677401","31.719361"
"G0055420010010","襄州北收费站","HU_BEI","112.108320","32.307656"
"G0055420020020","宜城北收费站","HU_BEI","112.177569","31.717873"
"G0070420050100","枣阳收费站","HU_BEI","112.770150","32.014278"
"G0070420060040","老河口收费站","HU_BEI","111.727636","32.278349"
"S0073420010010","石花收费站","HU_BEI","111.459720","32.294019"
"G0070420050090","王城收费站","HU_BEI","112.933398","31.944066"
"G0070420060030","龙王收费站","HU_BEI","111.970315","32.231274"
"G0070420050120","襄阳东收费站","HU_BEI","112.358308","32.149789"
"G0070420060020","襄阳西收费站","HU_BEI","112.081902","32.092508"
"G4213420030060","长坪收费站","HU_BEI","111.539895","31.766944"
"G4213420040010","寺坪收费站","HU_BEI","111.127025","31.991595"
"G0070420050130","襄阳北收费站","HU_BEI","112.219644","32.173355"
"S0063420010010","峪山收费站","HU_BEI","112.356332","32.004511"
"S0073420010020","大薤山收费站","HU_BEI","111.327967","32.143764"
"G0055420040010","荆州桥北收费站","HU_BEI","112.227967","30.329013"
"S0006340010010","亳永主线收费站","HE_NAN","115.985842","33.920766"
"S0096410020010","嵩栾旧县收费站","HE_NAN","113.298126","33.477427"
"G0020640010010","盐池主线收费站","NING_XIA","107.391427","37.798414"
"G0055410030040","洛阳伊滨收费站","HE_NAN","112.522628","34.599872"
"S0336320020010","江平线泰兴口岸收费站","JIANG_SU","119.990214","32.198875"
"S0075430010320","坪上大同收费站","HU_NAN","111.526997","27.560375"
"S0092320010010","金湖主线收费站","JIANG_SU","118.968676","32.982344"
"G0056430010330","金凤桥收费站","HU_NAN","112.779831","28.089568"
"G0075440010020","粤西站出收费站","GUANG_DONG","109.765628","21.605284"
"S0209440020010","神龙1收费站","GUANG_DONG","114.096077","22.616995"
"S0002440010010","公庄站　收费站","GUANG_DONG","114.397875","23.504155"
"S0002440010030","龙华站　收费站","GUANG_DONG","114.179733","23.602470"
"G4512220010010","西明嘎主线收费站","JI_LIN","123.379717","46.197575"
"G0018150010010","清水河界收费站","NEI_MENG_GU","111.484517","40.111980"
"G004E440010150","凤岗标识收费站","GUANG_DONG","114.185125","22.679219"
"G004W440030050","民众A收费站","GUANG_DONG","113.450684","22.636003"
"G0055420030010","荆州中收费站","HU_BEI","112.249116","30.341896"
"G5511150020080","乌兰浩特机场收费站","NEI_MENG_GU","122.040108","46.128743"
"G0006150060030","临河互通收费站","NEI_MENG_GU","107.413761","40.855102"
"G1816640020070","营盘水主线收费站","NING_XIA","104.296523","37.423914"
"G0040320010010","崇启大桥主线收费站","JIANG_SU","121.676512","31.734303"
"G0422440010010","城口主线收费站","GUANG_DONG","113.727318","25.303670"
"G6011360600020","昌宁连接线冈上收费站","JIANG_XI","115.868488","28.449446"
"S0053130010010","新河山收费站","HE_BEI","115.204452","37.492854"
"S0012210020050","长兴岛主线收费站","LIAO_NING","121.440462","39.519058"
"S0041360530100","安定段赣粤界东江源收费站","JIANG_XI","115.360973","24.758294"
"G0002320050050","无锡互通收费站","JIANG_SU","120.328604","31.631660"
"G6011360600010","昌宁连接线南昌南收费站","JIANG_XI","115.865881","28.493845"
"S0030520010010","闵孝镇收费站","GUI_ZHOU","108.635140","27.683001"
"G0016150020040","贡格尔主线收费站","NEI_MENG_GU","117.069861","43.328784"
"S0039440010010","东沙主线收费站","GUANG_DONG","113.255184","23.056429"
"G0015440060070","荷坳主线收费站","GUANG_DONG","114.217788","22.677056"
"G0018150040020","东察康巴什收费站","NEI_MENG_GU","109.853958","39.674937"
"G15W3440020060","良井标识收费站","GUANG_DONG","114.557871","22.984655"
"S0052130010080","庙岭主线收费站","HE_BEI","118.701085","40.488296"
"G0015440010010","粤闽主线收费站","GUANG_DONG","116.983970","23.701942"
"S0026410010010","濮范豫鲁界收费站","HE_NAN","115.540944","35.817723"
"S0011130010010","黄骅岐口收费站","HE_BEI","117.383924","38.387702"
"S0016440020010","街口主线收费站","GUANG_DONG","113.579269","23.520948"
"G0035440020180","小金口主收费站","GUANG_DONG","114.386850","23.201124"
"G1516320030020","宿扬苏皖省界收费站","JIANG_SU","118.116560","33.531871"
"G0045150010010","欧里主线收费站","NEI_MENG_GU","123.282586","43.618022"
"G0059150010060","和林格尔主线收费站","NEI_MENG_GU","111.848868","40.454735"
"G0004440030320","同乐一收费站","GUANG_DONG","113.922311","22.570212"
"S0008440010050","隧华平沙收费站","GUANG_DONG","113.260728","23.241118"
"G0006640010190","兴仁主线收费站","NING_XIA","105.263756","36.951669"
"G0045130020120","大名省界收费站","HE_BEI","115.115454","36.274423"
"G0030410030080","郑州沟赵收费站","HE_NAN","113.527624","34.840892"
"S0035320020010","泰州大桥北主线收费站","JIANG_SU","119.924285","32.288828"
"G6011360700010","兴国县城收费站","JIANG_XI","115.430299","26.431739"
"G0002130010070","冀鲁界吴桥收费站","HE_BEI","116.446477","37.631992"
"G0006640010010","惠农主线收费站","NING_XIA","106.719673","39.282538"
"G0065150020020","耳字壕主线收费站","NEI_MENG_GU","110.028439","40.021887"
"S0311350030010","浦建闽赣收费站","FU_JIAN","117.126049","27.205559"
"G094W440011020","南屏开放收费站","GUANG_DONG","113.464929","22.214583"
"S0005150010020","巴润别立主线收费站","NEI_MENG_GU","105.740040","38.414858"
"G0030410030030","郑州柳林收费站","HE_NAN","113.694685","34.845109"
"G094W440012020","南屏主线收费站","GUANG_DONG","113.464929","22.214583"
"S4503360340010","赣康高速赣县南收费站","JIANG_XI","114.790940","25.701115"
"S0032320010010","苏州市吴江区黎里收费站","JIANG_SU","120.756798","30.979670"
"G0045360150020","武吉新余南收费站","JIANG_XI","114.824165","27.634943"
"G0318320010010","苏州市吴江区八都收费站","JIANG_SU","120.439250","30.885560"
"G6001360050020","路湾里收费站","JIANG_XI","115.753165","28.697552"
"G0601640010010","银川北主线收费站","NING_XIA","106.282958","38.578143"
"G4011320010030","世业州收费站","JIANG_SU","119.360400","32.216266"
"G0035440020060","小金口主收费站","GUANG_DONG","114.386850","23.201124"
"G004W440030090","翠亨B收费站","GUANG_DONG","113.542899","22.460620"
"S0227320010010","苏州市吴江区盛泽收费站","JIANG_SU","120.682112","30.913360"
"G0015370070040","同三高速公路苏鲁省界收费站","SHAN_DONG","118.377550","34.426063"
"S0059410030030","三淅豫鄂界收费站","HE_NAN","114.287520","31.930107"
"G0002130010010","冀津界青县收费站","HE_BEI","116.797918","38.570731"
"G0070360190010","赣鄂界九江二桥收费站","JIANG_XI","115.479205","29.752783"
"G0056360290040","赣鄂省界收费站","JIANG_XI","115.479205","29.752783"
"G0025320080030","溧阳上兴收费站","JIANG_SU","119.264042","31.543908"
"S0063410020020","邓鄂豫鄂省界收费站","HE_NAN","114.287520","31.930107"
"G0055410040020","汝鑫刘店收费站","HE_NAN","112.590101","34.111159"
"G0036320020010","宁洛苏皖省界收费站","JIANG_SU","118.116560","33.531871"
"G0004410060090","京港澳豫鄂界收费站","HE_NAN","114.287520","31.930107"
"S0005150010010","巴彦浩特主线收费站","NEI_MENG_GU","105.684662","38.754663"
"G5511150010010","扎兰屯主线收费站","NEI_MENG_GU","122.679598","47.879047"
