"ID","STATION_NAME","PROVINCE","slng","slat"
"G0015440010040","潮州","guangdong","116.752793","23.630211"
"G0030620070020","黄羊","gansu","102.825375","37.653572"
"G0030620140040","柳园","gansu","95.449068","41.060985"
"G2011370040030","平度","shandong",,
"S0016370010020","莱西","shandong",,
"G0003370040010","天桥","shandong",,
"G0020370050020","周村","shandong",,
"G0020370010010","饮马","shandong",,
"G0020370010030","胶州","shandong",,
"S0002520020010","海龙","guizhou",,
"G6001520030010","曹关","guizhou",,
"S0055520020020","金沙南","guizhou",,
"S0055520020030","中建","guizhou",,
"G0056520020070","三渡","guizhou",,
"S0030140030020","神泉堡","shanxi","113.891210","40.038403"
"S0030140070030","管家堡","shanxi","112.884499","40.174948"
"S0080140640030","曲沃","shanxi","111.500062","35.706211"
"S0080140640020","翼城","shanxi","111.694393","35.687982"
"G0022140600020","光华","shanxi","111.214852","36.023347"
"S0070140560020","汾西","shanxi","111.565082","36.593177"
"G2516140510010","张兰北","shanxi","112.043980","37.093018"
"G0022140540030","潞城","shanxi","113.204630","36.348314"
"S0076140550040","西池","shanxi","113.086678","36.016627"
"G060N360200010","德昌路德兴铜矿","jiangxi",,
"G060N360210030","昌奉路奉新","jiangxi",,
"G0056360220090","九景路景德镇西","jiangxi",,
"G0056360230090","景婺黄路三清山","jiangxi",,
"G1517360310030","泰井路碧溪","jiangxi",,
"G0611630040020","团结匝道","qinghai",,
"S0016440020020","街口","guangdong","113.574237","23.523841"
"G0035440010090","教礼","guangdong","115.656408","24.259712"
"G0055440010080","福堂","guangdong","112.095000","24.417222"
"S0023440010010","惠州港","guangdong","114.525496","22.757751"
"G0045440010030","连平北","guangdong","114.501257","24.384130"
"S0059410010020","豫西大峡谷","henan",,
"G0004410050020","西平","henan",,
"G0004410060010","驻马店南","henan",,
"G0004410060030","正阳","henan",,
"G0004410060070","信阳","henan",,
"G0002370040060","雪野","shandong",,
"G0002370130020","泰安东","shandong",,
"G0002370050010","蒙阴","shandong",,
"G1511370010020","西湖","shandong",,
"G0035370030010","郓城南","shandong",,
"G0018370060030","莱州东","shandong",,
"G0018370060040","莱州","shandong",,
"G0002370120010","和庄","shandong",,
"G0018370140020","沾化西","shandong",,
"S7201370010050","东营港","shandong",,
"G0022370020010","诸葛","shandong",,
"S0003440020050","前海","guangdong","113.883313","22.529574"
"G0055440010100","泰来","guangdong","112.132500","24.116388"
"G0093510050030","宜泸下长","sichuan",,
"G0076510030030","纳黔黄桷坪","sichuan",,
"G0093510070030","乐雅东岳","sichuan",,
"G0020640010060","临河","ningxia",,
"G1813370020010","穴坊","shandong",,
"G1813370020020","羊郡","shandong",,
"G0025370040010","河东","shandong",,
"G0002370110020","济阳北","shandong",,
"G003W370040070","聊城西","shandong",,
"G2516370020050","滨州东","shandong",,
"G0015370030020","院上","shandong",,
"S7602370010030","灵珠山东","shandong",,
"G0022370050060","河套","shandong",,
"G0056340010030","歙县","anhui","118.518221","29.868806"
"G7211450020050","渠黎","guangxi","107.787755","22.550325"
"G0065450090010","新地","guangxi","111.168694","23.239782"
"G0072450050060","柳州","guangxi","109.480465","24.302062"
"G0011230030030","宁安","heilongjiang","129.453510","44.349240"
"S0031120010060","九大街","tianjin",,
"S0030120010090","东堤头","tianjin",,
"S0002120010030","淮淀新市镇","tianjin",,
"S0050120010010","津晋塘沽","tianjin",,
"G0002320040010","江阴大桥","jiangsu","120.152758","31.574924"
"G0002320050050","无锡互通","jiangsu","120.192970","31.380132"
"G0015320060010","沙溪","jiangsu","121.080678","31.587123"
"G0040320010020","启东南","jiangsu","121.410560","31.445010"
"G0040320020020","悦来","jiangsu","121.408732","31.908984"
"G0040320040070","仪征","jiangsu","119.169722","32.329113"
"G0042320010030","横山","jiangsu","120.098333","31.759722"
"G0042320010050","常州","jiangsu","119.985278","31.840000"
"G0042320010140","汤山","jiangsu","119.066944","32.059722"
"G0050320010060","横扇","jiangsu","120.578393","31.027002"
"G2501320030040","南庄","jiangsu","118.814037","31.877573"
"S0029320010030","张庄","jiangsu","120.088341","33.375900"
"S0049320010010","新沂南","jiangsu","118.429721","34.316454"
"S0049320010030","宿迁北","jiangsu","118.410637","34.079285"
"S0239320010010","常溧公路湟里","jiangsu","119.671451","31.622685"
"S0342320020010","沪宜公路宜漕","jiangsu","119.956535","31.505904"
"G0056430050040","石羊哨","hunan",,
"S0022360430010","都九路二期都昌东","jiangxi",,
"S0046360380030","抚吉路宜黄","jiangxi",,
"G6011360600010","昌宁连接线南昌南","jiangxi",,
"G0070360010050","昌九路庐山南","jiangxi",,
"G0070360010040","昌九路沙河","jiangxi",,
"G0045360140040","武吉路何市","jiangxi",,
"G0611630010010","大通主线","qinghai",,
"G0030620060030","中堡","gansu","103.210552","36.806908"
"S1525350010030","龙海东泗","fujian",,
"S7211350010020","漳平南","fujian",,
"G0025350040090","大田","fujian",,
"S0012350030040","安溪剑斗","fujian",,
"G15W3350070010","南安金淘","fujian",,
"S0059350010020","东山","fujian",,
"G15W3350080020","长泰岩溪","fujian",,
"G15W3350090030","平和三平","fujian",,
"G1517350010060","秀屿埭头","fujian",,
"G0004410010010","京港澳豫冀界","henan",,
"G0055410030050","龙门","henan",,
"G0004410020020","原阳","henan",,
"S0032410010020","永城南","henan",,
"G0076510010090","成渝球溪西","sichuan",,
"G0317510010060","成灌高速成都","sichuan",,
"G4217510010020","都汶映秀","sichuan",,
"G0005510070030","泸黄礼州","sichuan",,
"S0040510020020","资眉富加","sichuan",,
"G0004130010140","定州南","hebei","114.987910","38.465071"
"G0004130010160","机场东","hebei","114.758885","38.278583"
"G0055430010070","柳叶湖","hunan",,
"G5611530010090","剑川","yunnan","99.931007","26.533446"
"G5615530030050","马塘","yunnan","104.106627","23.803918"
"G0056530030050","南海子","yunnan","103.680545","25.470810"
"S0016530010010","岱海","yunnan","103.688287","25.981906"
"G0078530030030","昆石王家营","yunnan","102.862510","24.958113"
"S0014440050040","茂名港","guangdong","111.316792","21.660284"
"G0078440060090","陂头","guangdong","114.290638","24.418521"
"S0025520010060","德江南","guizhou",,
"G0060520050030","平坝","guizhou",,
"G0060520050060","安顺南","guizhou",,
"G0076520060080","水口","guizhou",,
"G0076520020010","龙场(织纳)","guizhou",,
"G0076520030010","织金","guizhou",,
"S0020520010050","野马川","guizhou",,
"G0015440070040","石岩","guangdong","113.915803","22.661282"
"S0012440010020","茶阳省界","guangdong","116.709102","24.494781"
"G0055440010110","岗坪","guangdong","111.940555","24.985000"
"G0045410090010","白店","henan",,
"S0022410030030","水冶","henan",,
"S0032410070010","许亳省界","henan",,
"G3001410010060","樱桃沟","henan",,
"S0088410020010","郏县","henan",,
"S0096410010010","洛龙","henan",,
"S0007340010090","司巷","anhui",,
"G0020610010030","辛家沟","shaanxi","110.629082","37.567949"
"G0005610010100","富平","shaanxi","109.221672","34.728841"
"G0030610030100","法门寺","shaanxi","107.915833","34.319444"
"G0070610050030","乾县","shaanxi","108.175501","34.323701"
"G0085610010060","南寨","shaanxi","107.017208","34.649678"
"G0085610020010","汉中西","shaanxi","106.920194","33.142292"
"G065W610020010","花石崖","shaanxi","109.056028","35.455064"
"G065E610020030","吝店","shaanxi","109.629379","34.717707"
"S0204610010020","房塔","shaanxi","110.427126","39.032898"
"S0301610020010","碾房湾","shaanxi","110.426287","39.012069"
"G0076510010160","成渝龙泉","sichuan",,
"S0105510010040","成彭成都","sichuan",,
"G4215510020010","成自泸连界","sichuan",,
"G4215510020060","成自泸富顺","sichuan",,
"S0022130010010","成安西","hebei","114.586310","36.439350"
"S0402230010050","八五二","heilongjiang","132.764021","46.281422"
"G1111230020010","庆安","heilongjiang","127.034257","46.677149"
"G0002320050030","江阴南","jiangsu","120.312727","31.845345"
"G0002320060100","花桥","jiangsu","121.124632","31.304581"
"G2501320040010","三桥","jiangsu","118.641111","31.970311"
"S0038320010080","青阳","jiangsu","120.254083","31.793741"
"S0048320020040","漕桥","jiangsu","119.969201","31.528882"
"S0049320020010","靳桥","jiangsu","118.229388","33.767455"
"S0228320010010","苏虞张一级公路北桥","jiangsu","120.629444","31.525001"
"S0049440010060","冲篓","guangdong","112.825731","22.159369"
"S0049440010030","牛湾","guangdong","112.813209","22.422303"
"G0055410010010","二广豫晋省界","henan",,
"G5512410060010","平原新区西","henan",,
"G5512410060050","焦作南","henan",,
"S0028410060030","邵原","henan",,
"S0028410060040","济邵豫晋","henan",,
"G0076510020060","隆纳泸州","sichuan",,
"G0075510040030","南渝坪滩","sichuan",,
"G0042510040110","成南竹篙","sichuan",,
"G0093500010110","G93沙坪坝","chongqing","106.407779","29.562882"
"G050S500010040","丰都","chongqing","107.762841","29.860586"
"S0035520010040","福泉北","guizhou",,
"S0077520010040","鸡场坪","guizhou",,
"G0075520020030","南白","guizhou",,
"S0030520010010","闵孝镇","guizhou",,
"S0030520010020","龙塘坳","guizhou",,
"G0060520010020","玉屏","guizhou",,
"S0015520040020","黎平南","guizhou",,
"G0076520020030","老凹坝","guizhou",,
"G0076520010050","毕节北","guizhou",,
"G0060520050010","清镇","guizhou",,
"G0069520060010","惠水南","guizhou",,
"G0075520030030","永乐","guizhou",,
"G0004440030080","麻涌北","guangdong","113.593701","23.079724"
"G0036410030050","汝州","henan",,
"G0065150010020","关碾房","neimenggu",,
"G0006150070010","临河西","neimenggu",,
"G0055150020020","赛汉北","neimenggu",,
"G0065150030020","东胜南","neimenggu",,
"G0007150010020","兴和南","neimenggu",,
"G0007150010040","高路三瑞里互通","neimenggu",,
"G0002320060080","昆山","jiangsu","120.968056","31.343611"
"G0025320020020","苍梧","jiangsu","119.230600","34.607811"
"G0025320050010","天长","jiangsu","118.735000","32.661500"
"G0040320040040","汤汪","jiangsu","119.469600","32.359891"
"S0071430010310","双峰西","hunan",,
"G0065430020010","桐木","hunan",,
"G0401430020030","干杉","hunan",,
"S0011430030110","高垄","hunan",,
"G0060430030040","洞口","hunan",,
"S0080430020010","西渡","hunan",,
"S0031430010050","堡城","hunan",,
"G0401430030080","万家丽南","hunan",,
"G0056430060010","黄丝桥","hunan",,
"S0077520010031","松河","guizhou",,
"G0003350030020","宁德古田","fujian",,
"G1502350020030","晋江龙湖","fujian",,
"S0012350030030","安溪湖头","fujian",,
"G1502350040020","南安南","fujian",,
"S0012350040020","漳平","fujian",,
"S0012350040030","苏坂","fujian",,
"G0030410050040","三门峡西","henan",,
"G0030410050080","连霍豫陕界","henan",,
"G0040410040010","丹水","henan",,
"G0075510040060","南渝四川","sichuan",,
"G0072450060030","来宾","guangxi","109.207294","23.754362"
"G0080450060100","小林","guangxi","107.785307","23.128387"
"G7511450020010","防城北","guangxi","108.346968","21.820790"
"S5101450010010","高峰","guangxi","108.344362","22.930326"
"S7513450010010","都安","guangxi","108.085425","23.916012"
"S0060450020060","天等","guangxi","106.925627","22.894508"
"S2101450010030","玉林南","guangxi","110.210596","22.529505"
"G1011230040040","摆渡","heilongjiang","128.500140","45.480102"
"G0010230040070","小岭","heilongjiang","127.299000","45.326000"
"G1211230010010","黑河","heilongjiang","126.115600","48.324800"
"G1211230010020","爱辉","heilongjiang","127.235800","49.582400"
"G1211230010070","沾河","heilongjiang","126.352400","48.374600"
"G0069500010060","西沱","chongqing","108.230199","30.388454"
"S0005440031040","沧江","guangdong","112.773000","22.933870"
"G0094440073030","中心","guangdong","113.838059","22.975187"
"G0015440070050","黄鹤","guangdong","113.858559","22.636253"
"G15W3440040090","虎门北","guangdong","113.675378","22.847268"
"G0094440060070","黎光","guangdong","114.029226","22.762525"
"G6011440010090","大塘","guangdong","113.930105","24.991590"
"S0003440020040","西乡南","guangdong","113.860234","22.560222"
"S0005440010040","钟村","guangdong","113.295503","22.966834"
"G0055140460040","南义城","shanxi","112.943533","35.621442"
"G0020140370030","阳泉","shanxi","113.435973","37.854071"
"S0045140220020","荫营","shanxi","113.608509","37.941710"
"G0018140110040","二道梁","shanxi","112.021464","39.795625"
"S0060140430020","太谷","shanxi","112.568104","37.493425"
"S0083410050020","新野北","henan",,
"G0085610030040","马道","shaanxi","106.993865","33.421546"
"G0020640010052","滨河新区","ningxia",,
"G0002110010100","天津机场","beijing","117.322032","39.165384"
"G0002110010020","马驹桥","beijing","116.566647","39.751685"
"S0032110010080","打铁庄","beijing","117.000525","40.067519"
"G0045110010090","庞各庄","beijing","116.318249","39.637161"
"G0006110010200","营城子","beijing","115.946480","40.371588"
"S0022130010060","金滩镇","hebei","115.305374","36.332439"
"G0075500040010","一品","chongqing","106.578244","29.275378"
"G0075500030010","G75巴南","chongqing","106.589901","29.347699"
"G5001500010030","空港","chongqing","106.642927","29.765262"
"G0075520010070","遵义北","guizhou",,
"G0076520060020","三都","guizhou",,
"G0060520020010","凯里东","guizhou",,
"S0050520010010","长顺东","guizhou",,
"S0008440020010","四会南","guangdong","112.747593","23.280049"
"G0094440074030","迎宾","guangdong","114.051751","22.813776"
"S0008440010060","铁东","guangdong","113.232254","23.232927"
"G5515510010100","南梁蓬安","sichuan",,
"G5012510020070","巴达驷马","sichuan",,
"S0002517570060","巴桃下两","sichuan",,
"S0015440010060","横沙","guangdong","113.192548","23.151518"
"G1501440010020","萝岗","guangdong","113.490486","23.192717"
"G0076510010050","成渝银山","sichuan",,
"G0076510020100","隆纳渠坝主线","sichuan",,
"G0005510440040","黄许","sichuan",,
"G0005510010020","广陕中子","sichuan",,
"S0105510010030","成彭龙桥","sichuan",,
"G4215510020040","成自泸瓦市","sichuan",,
"G0093510050010","宜泸凤凰湖","sichuan",,
"G0059450020030","旺茂","guangxi","109.908039","22.116762"
"G0078450080060","板桃","guangxi","105.975979","24.517515"
"G7201450030010","安吉东","guangxi","108.300395","22.899409"
"S0043450010080","中马园区","guangxi","108.714719","21.829948"
"S0052450020010","迁江","guangxi","109.129921","23.352026"
"S0060450010010","洞利","guangxi","108.267799","22.133830"
"S6502450010010","梧州","guangxi","111.242744","23.509343"
"G0075450010040","芒场","guangxi","107.515709","25.160774"
"G0075450060040","茅尾海","guangxi","108.582349","21.911275"
"G0004420010070","孝感东","hubei",,
"G0004420010100","武汉西","hubei",,
"G0004420010170","安山","hubei",,
"G0004420010220","新店","hubei",,
"G0042420020010","东西湖","hubei",,
"G0042420020020","汉川","hubei",,
"G0042420020080","钟祥","hubei",,
"G4213420030030","南营","hubei",,
"G4213420040030","军店","hubei",,
"G042S420010010","鄂皖","hubei",,
"G042S420010020","杨柳","hubei",,
"G042S420020040","汪集","hubei",,
"G042S420030010","巨龙","hubei",,
"G0045420010060","团风","hubei",,
"G0045420020040","三溪","hubei",,
"G004E420010040","赤壁南","hubei",,
"G04W2420020020","三里岗","hubei",,
"G04W2420020030","三阳","hubei",,
"G0050420010010","界子墩","hubei","116.044319","30.115934"
"G0050420020030","路口","hubei",,
"G0050420020060","豹澥","hubei",,
"G0050420050060","巴东","hubei",,
"G0059420010030","白桑关","hubei",,
"G0059420030020","店垭","hubei",,
"G0059420030030","峡口","hubei",,
"G0070420010020","分路","hubei",,
"G0070420070030","青曲","hubei",,
"G7011420010030","鲍峡","hubei",,
"S0011420010010","武昌","hubei","114.264816","30.433974"
"S0013420010010","小军山","hubei","114.148803","30.400683"
"S0029420010060","蕲春东","hubei",,
"S0029420010070","梅川","hubei","115.545546","30.174928"
"S0031420020030","三江港","hubei",,
"S0040420010010","长青","hubei","114.114684","30.616387"
"S0068420010040","联棚","hubei","111.281063","30.653215"
"S0007420010010","龚家岭","hubei","114.449643","30.598362"
"S0074420010030","汪桥","hubei",,
"S0078420020010","双溪","hubei",,
"S0088420020030","宜都北","hubei",,
"G0035340040010","霍山","anhui","116.401707","31.405118"
"G0020370010040","蓝村","shandong",,
"G0020370010050","即墨","shandong",,
"G0002370060050","京沪鲁苏","shandong",,
"S0001370020060","冠县东","shandong",,
"S0043450010040","旧州镇","guangxi","108.908432","22.387158"
"S0043450010070","金桔","guangxi","108.735678","21.913822"
"G0069450010040","靖西","guangxi","106.443810","23.099093"
"S0060450010050","罗白","guangxi","107.511352","22.332047"
"S2201450010040","桂林象山","guangxi","110.287860","25.135676"
"G0065450070020","富罗","guangxi","111.122255","24.004085"
"G0065450050010","平乐","guangxi","110.641213","24.647555"
"S0052450010010","武宣南","guangxi","109.667611","23.517833"
"G7511450020030","江平","guangxi","108.074289","21.647622"
"S0040450010010","塘步","guangxi","111.054486","23.346744"
"G0094440010070","国泰","guangdong","113.009263","23.449893"
"G0080440031010","云安","guangdong","111.990689","23.009890"
"G0035440030010","梅林","guangdong","115.611111","23.651111"
"G0093510050040","宜泸南溪","sichuan",,
"G0093510070070","乐雅符溪","sichuan",,
"S0002510010080","巴南东坝","sichuan",,
"S0066510010070","乐自荣县南","sichuan",,
"G5515510010050","南梁賨人谷","sichuan",,
"G5515510010030","南梁大竹月华","sichuan",,
"S0001370020100","茌平西","shandong",,
"G1511370030070","济宁西","shandong",,
"G0001210030040","三台子东","liaoning","123.414702","41.894968"
"G030N610010030","高陵西","shaanxi","109.045893","34.557713"
"G065W610010060","隆坊","shaanxi","109.187159","35.713670"
"G0080440031030","连滩","guangdong","111.763292","22.988290"
"G0035440030020","安流","guangdong","115.681111","23.731111"
"S0021120010030","下仓","tianjin",,
"S0021120020010","京沈互通新安镇","tianjin",,
"G0004430010040","岳阳","hunan",,
"G0004430020200","马家河","hunan",,
"G0055430020330","马迹塘","hunan",,
"G0055430020340","长塘","hunan",,
"S0020430020040","浏阳南","hunan",,
"G0055430050030","宁远","hunan",,
"S0020430030140","黄花","hunan",,
"G0060430010010","株洲东","hunan",,
"S0050430010010","岳麓","hunan",,
"G0093510060070","乐宜大塔","sichuan",,
"S0062520050020","罗苏","guizhou",,
"S5503140660040","南村","shanxi","112.780052","35.485976"
"S0080140620030","棋子山景区","shanxi","113.499355","35.713003"
"S0080140630050","郑庄","shanxi","112.398642","35.733723"
"S0045140220040","平定北","shanxi","113.673520","37.827190"
"G0059140250030","朔州西","shanxi","112.317416","39.346627"
"S0305630010010","柳树湾","qinghai",,
"G0006630070080","格尔木东主线","qinghai",,
"G0016150010020","白音锡勒","neimenggu",,
"S0008440020150","江口省界","guangdong","111.441227","23.489890"
"G0030620140050","柳园北主线","gansu","95.409759","41.135641"
"G0022620010050","合水","gansu","107.996690","35.920103"
"G15W3350060020","南安乐峰","fujian",,
"G0016210020010","朝阳","liaoning","120.388255","41.549834"
"G0004130020110","沙河","hebei","114.541072","36.904685"
"G0095130080030","西辛营","hebei","115.498460","41.445162"
"G0020130010090","窦妪","hebei","114.512129","37.903099"
"G0002130020030","姚官屯","hebei","116.920556","38.359722"
"G0045130040020","七家","hebei","118.105353","41.464412"
"G0045130030060","白洋淀","hebei","116.121522","38.955757"
"G0022130010040","肥乡","hebei","114.478566","36.363911"
"G0022130020010","史村","hebei","114.203000","36.345100"
"G0003130010040","永清","hebei","116.551379","39.354945"
"G2516130010030","龙泉寺","hebei","113.889252","37.136953"
"S0040450010040","大安","guangxi","110.514736","23.342526"
"S0060450020020","崇左北","guangxi","107.346944","22.456510"
"G0059450020040","东平","guangxi","109.837562","22.004005"
"G0065450060030","英家","guangxi","111.091221","24.458319"
"G7212450010040","武宣东","guangxi","109.712351","23.583026"
"G0080450020010","梧州南","guangxi","111.230133","23.383031"
"S0060450020030","新和","guangxi","107.247117","22.547225"
"G1012230020030","洪河","heilongjiang","133.302100","47.332400"
"S0019320010020","骑岸","jiangsu","121.059364","32.164919"
"S0019320020040","顾山","jiangsu","120.341036","31.446015"
"S0048320020060","宜兴西","jiangsu","119.794042","31.401845"
"S0230320010010","230省道吴江","jiangsu","120.373889","30.895833"
"G5513430030800","常德南","hunan",,
"G0015320030120","白蒲","jiangsu","120.797667","32.254081"
"G4011320020040","后周","jiangsu","119.411749","31.576137"
"G0312340001010","G312官亭","anhui",,
"S0045330010010","湖门","zhejiang",,
"S0024330010050","绍兴南","zhejiang","120.565840","29.927550"
"S0014330020080","天子湖","zhejiang","119.691352","30.829491"
"G0015330120030","温州东","zhejiang","120.751856","27.972486"
"G0060330020090","义乌","zhejiang","120.029390","29.376928"
"G1512330030050","徐村","zhejiang","120.053957","29.252196"
"G0025330020060","中埠","zhejiang","119.920719","29.955817"
"G0025330040060","洪渡","zhejiang","119.878031","28.614919"
"G0056330010090","藻溪","zhejiang","119.498028","30.202002"
"G0025330050040","黄田","zhejiang","118.941742","27.772568"
"G0025330010070","湖州北","zhejiang","120.026398","30.899965"
"G0025330020130","安仁","zhejiang","119.600061","29.686308"
"G1512330010020","奉化溪口东","zhejiang","121.338070","29.692290"
"G0004420010020","大新","hubei",,
"G0042420010030","麻城东","hubei",,
"G0042420020050","天门北","hubei",,
"G0042420030030","当阳东","hubei",,
"S0031420010010","马曹庙","hubei","115.019993","30.667218"
"S0043420010030","沙湖","hubei",,
"S0007420020020","华蒲","hubei",,
"S0078420030010","向阳湖","hubei",,
"S0088420010020","石首","hubei",,
"S0089420010040","朝阳寺","hubei","109.035524","29.602491"
"S0201420010010","黄石大桥","hubei","115.063494","30.255060"
"G0069520050030","惠水北","guizhou",,
"G0076520030030","普翁","guizhou",,
"S0046140180080","曹张","shanxi","112.847760","38.496302"
"S5502140200020","忻州东","shanxi","112.887442","38.383697"
"S0040140120010","平型关西","shanxi","113.451245","39.202242"
"G0055140340050","长风","shanxi","112.606798","37.818195"
"G0055140440040","榆社北","shanxi","112.947316","37.110898"
"G0055140440050","榆社南","shanxi","112.945214","37.000925"
"S0087140750010","运城西","shanxi","110.917620","35.027660"
"S0075140690050","张店","shanxi","111.184985","34.974535"
"G0020140400030","文水","shanxi","112.010849","37.432287"
"S0076140550070","潞城东","shanxi","113.288072","36.336151"
"S0076140550010","虹梯关","shanxi","113.791566","36.248184"
"S0086140670010","周村","shanxi","112.659440","35.490566"
"S0036360110010","昌泰路南安","jiangxi",,
"S0029360160020","祈浮路赣皖界新安","jiangxi",,
"G0045360690010","龙杨路龙南南","jiangxi",,
"S1112630010010","互助","qinghai",,
"G0612630020040","德令哈东主线","qinghai",,
"G0016150010030","锡盟阿其乌拉","neimenggu",,
"G0015330060020","宁海北","zhejiang","121.421688","29.467940"
"G0025330020110","桐庐","zhejiang","119.717699","29.774009"
"S0014330020030","百丈","zhejiang","119.776762","30.472962"
"G0015330050020","鄞州东(育王天童)","zhejiang","121.742096","29.830839"
"G0025330040110","船寮","zhejiang","120.210768","28.267334"
"G0025330020200","航头","zhejiang","119.175015","29.328504"
"G0025330010110","长兴","zhejiang","119.948737","31.034329"
"G15W3330010020","塘溪","zhejiang","121.696709","29.687309"
"S0026330010070","歌山","zhejiang","120.404371","29.273432"
"S0026330010170","枫林","zhejiang","120.780833","28.323117"
"G0015330100090","前仓","zhejiang","120.092771","28.811553"
"G1501330010030","临江","zhejiang","121.662990","29.942320"
"G1512330010010","洞桥","zhejiang","121.395900","29.780930"
"G0015330010010","杭州北","zhejiang","120.250680","30.349900"
"S0026330010160","岩坦","zhejiang","120.729432","28.455756"
"S0050520010060","乐纪","guizhou",,
"G0060520020030","凯里西","guizhou",,
"G0060520050050","安顺东","guizhou",,
"S0055520040020","白岩","guizhou",,
"G0056520020040","凤岗","guizhou",,
"S0046140190050","岢岚","shanxi","111.605810","38.688640"
"S0046140190060","神舟","shanxi","111.591590","38.743400"
"S0040140130020","代县北","shanxi","112.964436","39.116961"
"S0040140150030","楼沟","shanxi","111.627818","39.238283"
"G0005140350030","东社","shanxi","112.471598","37.888385"
"S0030140030040","马连庄","shanxi","113.397481","40.019893"
"G5501140050020","兴王","shanxi","113.110381","40.034812"
"S0045140010010","新平堡","shanxi","114.128332","40.660185"
"S0056140360010","古交","shanxi","112.242322","37.928806"
"G2516140510020","汾孝东","shanxi","111.545250","37.095899"
"G0070360040030","乐温路南昌东","jiangxi",,
"G0612630010040","平安西","qinghai",,
"G2012620010040","大靖","gansu","103.409322","37.514198"
"S0081410030040","周口西","henan",,
"G0003340080020","璜源","anhui",,
"G0040340030050","叶集","anhui","115.943744","31.955013"
"S0017340020040","杨庙","anhui","117.112768","32.197721"
"G0036340020040","明光西","anhui","117.564100","32.502500"
"G4513210010040","白厂门","liaoning","121.886083","41.832298"
"G0010230040100","乌吉密","heilongjiang","127.849000","45.205000"
"G0010230060050","永安","heilongjiang","130.592137","44.636669"
"S0015230010020","北安东","heilongjiang","126.355600","48.144800"
"G0010230020050","庆北","heilongjiang","124.980103","46.840640"
"G0016150020040","贡格尔主线","neimenggu",,
"G0016150020020","达里湖","neimenggu",,
"S0027150010090","哈毕日嘎西","neimenggu",,
"G0004440030420","广氮","guangdong","113.399976","23.156341"
"S0030440010030","霞涌","guangdong","114.638135","22.778398"
"G1501440030070","东涌标识","guangdong","113.477584","22.870667"
"S0017440010030","赤岗","guangdong","116.191738","23.432742"
"S0039440010010","东沙主线","guangdong","113.250356","23.059184"
"S0012440020050","西阳","guangdong","116.200038","24.280129"
"S0008440020140","封开西","guangdong","111.480418","23.479964"
"G0004410040020","志洋路","henan",,
"G0030410050020","观音堂","henan",,
"G0004410050010","漯河东","henan",,
"S0026510010110","宜叙绥庆","sichuan",,
"G0065510020020","达渝达州","sichuan",,
"G0075510040040","南渝武胜","sichuan",,
"G0042510040040","成南大通","sichuan",,
"S0052130020050","隔河头","hebei","119.242167","40.202032"
"G0002130030020","孟村西","hebei","117.031667","38.045833"
"G0022130010050","邯郸东","hebei","114.673138","36.621611"
"G0045130020090","沙圪塔","hebei","115.097923","36.469958"
"G0018130030010","徐水北","hebei","115.619052","39.058731"
"G0095130040040","固安南","hebei","116.157238","39.399133"
"S0010130010030","郝家营匝道","hebei","114.799321","41.269227"
"G0080440031020","高村","guangdong","111.871665","22.959538"
"G0025320080020","白马","jiangsu","119.179259","31.596916"
"G0030320010110","徐州","jiangsu","117.291015","34.175418"
"G015W320020030","吴江","jiangsu","120.678891","31.181816"
"G0056430010340","冷水铺","hunan",,
"G0060430030020","黄桥","hunan",,
"G0072430030600","大忠桥","hunan",,
"S0021430010150","株洲","hunan",,
"G0072430020120","高湖","hunan",,
"G0085530060010","阿都","yunnan","103.490739","26.753515"
"G0015320020050","六套","jiangsu","119.769187","34.113498"
"S0051130020010","柏各庄","hebei","118.561800","39.316152"
"G0078520010050","义龙西","guizhou",,
"S0015520040040","永从","guizhou",,
"S0050520010020","长顺西","guizhou",,
"S0076140550020","虹霓峡","shanxi","113.616763","36.226917"
"G0035360070040","景鹰路凰岗","jiangxi",,
"S0020360100030","彭湖路彭泽核电","jiangxi",,
"S0027150010010","锡林浩特","neimenggu",,
"S0027150010020","德力格尔","neimenggu",,
"G2511150010030","珠日河","neimenggu",,
"G0045150020070","奈曼","neimenggu",,
"G0045150030100","赤峰北交接","neimenggu",,
"G0015440090020","南庄","guangdong","113.044221","22.994515"
"S0041440010100","机场蚌湖","guangdong","113.269798","23.308243"
"S0008440010030","永泰","guangdong","113.297119","23.224216"
"S0041440010040","金谷南","guangdong","113.353344","23.456987"
"G0020610020030","魏家楼","shaanxi","109.537575","37.555893"
"G0005610020030","港务区","shaanxi","109.065010","34.232401"
"G0005610050010","龙亭","shaanxi","107.384767","33.122672"
"G0040610020030","洛南","shaanxi","110.081111","34.073889"
"G0065610060030","甘泉","shaanxi","109.505396","36.271196"
"S0032410020010","卢店","henan",,
"G0045410070030","西华","henan",,
"G0065610130010","流水","shaanxi","108.710986","32.602783"
"G7011610010080","安康东","shaanxi","109.060078","32.681363"
"G0093510030030","遂渝四川","sichuan",,
"G1011230010060","二九一","heilongjiang","131.435651","46.877784"
"G0010230020030","林甸","heilongjiang","124.878718","47.153795"
"G1811130030010","西古城","hebei","114.534051","38.105258"
"G0001130010040","山海关主线","hebei","119.719835","40.021855"
"G6517450020020","江口","guangxi",,
"G1012230010020","浓桥","heilongjiang","134.320291","48.134521"
"S0015230010040","通北","heilongjiang","126.787998","47.773220"
