statName交易,statName地图,经度差,纬度差,provName
高安,高安收费站,0.006616,0.005896,chongqing
奉铜路上富,,,,jiangxi
奉铜路赣湘界铜鼓西,,,,jiangxi
上万路万年,,,,jiangxi
资里路资溪,,,,jiangxi
赣定路省界,,,,jiangxi
昌泰路吉安南,,,,jiangxi
民和南主线,,,,qinghai
成南清泉,,,,sichuan
北庄,北庄收费站,0.006501,0.001362,beijing
未来科技城,未来科技城收费站,0.006206,0.001356,beijing
穆家峪,穆家峪收费站,0.006116,0.001221,beijing
大苑村,大苑村收费站,0.006336,0.000397,beijing
西坨,西坨收费站,0.008894,0.002621,beijing
昌平南环,昌平南环收费站,0.007018,0.000973,beijing
清河北,清河北收费站,0.005922,0.002069,beijing
京周,,,,beijing
大件路,大件路收费站,0.005214,0.003781,beijing
西集,西集收费站,0.006041,0.000899,beijing
开封陈留,,,,henan
武备,武备收费站,,,shandong
禹城,禹城收费站,,,shandong
滕州,滕州收费站,,,shandong
牡丹,牡丹收费站,,,shandong
埠村,埠村收费站,,,shandong
孟良崮,孟良崮收费站,,,shandong
泗水,泗水收费站,,,shandong
曲阜南,曲阜南收费站,,,shandong
栖霞北,栖霞北收费站,,,shandong
沾化东,沾化东收费站,,,shandong
南海新港,,,,shandong
绵广贯山,,,,sichuan
达万四川,,,,sichuan
南梁静边,,,,sichuan
南梁渠县,,,,sichuan
惠农匝道,,,,ningxia
灵武东,灵武东收费站,,,ningxia
南间,南间收费站,0.00419,0.002735,guangxi
洛满东,洛满东收费站,0.004126,0.002878,guangxi
诸暨,诸暨收费站,0.089213,0.342959,zhejiang
三门,三门收费站,0.00427,0.002742,zhejiang
青山,青山收费站,74.383667,92.191191,zhejiang
永康,永康收费站,0.00749,0.34242,zhejiang
东阳,东阳收费站,1.414214,3.652501,zhejiang
章安,章安收费站,0.00313,0.00475,zhejiang
藻溪付,,,,zhejiang
九峰,,,,zhejiang
浙皖主线,,,,zhejiang
宁海,宁海收费站,2.224754,5.187463,zhejiang
白鹤,白鹤收费站,0.003958,0.00278,zhejiang
开化南,,,,zhejiang
余新,余新收费站,0.000036,0.000001,zhejiang
马金,马金收费站,0.000169,0.000279,zhejiang
慈城,慈城收费站,0.00464,0.0024,zhejiang
桐乡西,桐乡西收费站,0.004292,0.002578,zhejiang
景宁,景宁收费站,0.000321,0.000009,zhejiang
浦阳付,,,,zhejiang
江东大桥,江东大桥收费站,0.02508,0.002236,zhejiang
盐官,盐官收费站,0,0,zhejiang
龙泉,龙泉收费站,0.000181,0.000371,zhejiang
青田,青田收费站,0.006612,0.005912,zhejiang
云龙,云龙收费站,,,zhejiang
鄂北,鄂北收费站,0.006383,0.005973,hubei
蔡甸,蔡甸收费站,,,hubei
凤凰山,凤凰山收费站,,,hubei
大洪山东,,,,hubei
宜城,宜城收费站,,,hubei
南漳,,,,hubei
窑淮,,,,hubei
竹山,竹山收费站,,,hubei
新洲,新洲收费站,,,hubei
大冶,大冶收费站,,,hubei
殷祖,殷祖收费站,,,hubei
洪港,,,,hubei
赤壁西,,,,hubei
五里牌,五里牌收费站,,,hubei
淮河,,,,hubei
陈场,陈场收费站,,,hubei
朱河,,,,hubei
毛嘴,毛嘴收费站,,,hubei
丫角,丫角收费站,,,hubei
枝江,枝江收费站,,,hubei
宜昌桥北,宜昌桥北收费站,,,hubei
寨圩,,,,guangxi
狮岭,狮岭收费站,0.358182,0.346952,guangdong
龙山,龙山收费站,0.180963,0.420453,guangdong
河东,,,,guangdong
科学园,,,,jiangsu
殷巷,殷巷收费站,0.006486,0.006123,jiangsu
花旗营,花旗营收费站,0.000189,0.000188,jiangsu
泰州北,泰州北收费站,0.00682,0.005744,jiangsu
泰兴,泰兴收费站,0.006533,0.005899,jiangsu
禄口,禄口收费站,0.027003,0.020989,jiangsu
郭巷,郭巷收费站,0.006357,0.006373,jiangsu
复兴厂,复兴厂收费站,,,hunan
临澧,临澧收费站,,,hunan
紫金港,,,,zhejiang
滨海新城北付,,,,zhejiang
次坞,次坞收费站,0.089836,0.359719,zhejiang
温岭西,,,,zhejiang
北仑,北仑收费站,0.00013,0.00003,zhejiang
白塔,白塔收费站,0.004127,0.00325,zhejiang
瑞安,瑞安收费站,0.006543,0.005762,zhejiang
上浦,上浦收费站,0.0042,0.002613,zhejiang
苍南,苍南收费站,0.00647,0.005716,zhejiang
中埠付,,,,zhejiang
八都,,,,zhejiang
乾潭,乾潭收费站,0.000329,0.000167,zhejiang
半山,半山收费站,0.00011,0.00003,zhejiang
沥港,沥港收费站,0.00642,0.005652,zhejiang
王江泾(嘉兴北),,,,zhejiang
S36浙闽主线,,,,zhejiang
金塘,金塘收费站,11.066654,8.262741,zhejiang
五常,五常收费站,0.00001,0.00005,zhejiang
余姚付,,,,zhejiang
东洲岛,东洲岛收费站,0.000116,0.000299,zhejiang
油车港,油车港收费站,0.001996,0.008467,zhejiang
坎红路付,,,,zhejiang
恰夏,恰夏收费站,0.003684,0.000873,xinjiang
香龙,,,,chongqing
窑洼,窑洼收费站,0.00623,0.00085,shanxi
原平北,,,,shanxi
丈子头,,,,shanxi
娄岚,娄岚收费站,0.007382,0.000486,shanxi
孙启庄,,,,shanxi
壶口,壶口收费站,0.284766,0.002197,shanxi
隰县,隰县收费站,0.006016,0.00009,shanxi
新绛,新绛收费站,0.006179,0.000108,shanxi
万荣东,万荣东收费站,0.005308,0.000682,shanxi
临县北,,,,shanxi
信义,信义收费站,0.007566,0.002966,shanxi
黎城,,,,shanxi
梨温路贵溪,,,,jiangxi
桑根达来南,,,,neimenggu
宝昌南,,,,neimenggu
北惯,北惯收费站,0.00509,0.002524,guangdong
嵩口,嵩口收费站,,,fujian
建阳,建阳收费站,,,fujian
秀屿,秀屿收费站,,,fujian
宜昌桥南,宜昌桥南收费站,,,hubei
建始,建始收费站,,,hubei
荆门,荆门收费站,,,hubei
荆州中,荆州中收费站,,,hubei
章庄铺,,,,hubei
枫林,,,,hubei
石城,石城收费站,,,hubei
通城,通城收费站,,,hubei
远安北,远安北收费站,,,hubei
琚湾,琚湾收费站,,,hubei
谷城,谷城收费站,,,hubei
郧县,郧县收费站,,,hubei
玉屏,玉屏收费站,0.37374,0.23211,chongqing
丰都西,,,,chongqing
龙兴,龙兴收费站,0.004784,0.010377,chongqing
支坪,支坪收费站,0.007813,0.004227,chongqing
小湾,,,,chongqing
九景路田畈街,,,,jiangxi
梨温路余江,,,,jiangxi
梨温路东乡,,,,jiangxi
昌金路西村,,,,jiangxi
永武路澧溪,,,,jiangxi
金抚路抚州南,,,,jiangxi
昌栗路东段高安西,,,,jiangxi
温沙路东琯,,,,jiangxi
中和,,,,neimenggu
乌兰浩特机场,,,,neimenggu
九和,,,,guangdong
福田南,,,,guangdong
云台山,,,,henan
敖伦布拉格,,,,neimenggu
G6临河互通,,,,neimenggu
集宁西,集宁西收费站,,,neimenggu
和林南,和林南收费站,,,neimenggu
呼城呼南,,,,neimenggu
皖苏博望,,,,anhui
京台鲁苏,,,,shandong
青银鲁冀,,,,shandong
曹县西,曹县西收费站,,,shandong
华山,华山收费站,,,shandong
临淄,临淄收费站,,,shandong
彩石,彩石收费站,,,shandong
燕山,,,,chongqing
大学城,,,,guangdong
白银东,白银东收费站,0.002383,0.0003,gansu
堌阳,,,,henan
昌图,昌图收费站,0.006345,0.002163,liaoning
大市,大市收费站,0.005295,0.002056,liaoning
成渝渔箭,,,,sichuan
成德南义兴,,,,sichuan
平朗,平朗收费站,0.003812,0.003147,guangxi
山围,山围收费站,0.004655,0.002232,guangxi
公馆,公馆收费站,0.004175,0.003049,guangxi
化峒,,,,guangxi
靖西三合,,,,guangxi
减河北,减河北收费站,,,tianjin
武清南,武清南收费站,,,tianjin
田家峪,田家峪收费站,,,tianjin
栗山塘,栗山塘收费站,,,hunan
临湘,临湘收费站,,,hunan
梅城,,,,hunan
珠辉南,,,,hunan
弥勒北,,,,yunnan
小海口,小海口收费站,0.002698,0.006079,yunnan
普洱南,普洱南收费站,0.002665,0.006071,yunnan
平远街,平远街收费站,,,yunnan
南新城,南新城收费站,0.006268,0.001002,hebei
秦皇岛,秦皇岛收费站,0.006085,0.008015,hebei
雅康天全,,,,sichuan
云峰,,,,guizhou
绥宁,,,,hunan
谭坝,,,,shaanxi
陕川界,,,,shaanxi
蓝关,,,,shaanxi
六村堡,,,,shaanxi
永寿南,,,,shaanxi
店塔,,,,shaanxi
午子山,,,,shaanxi
志丹,,,,shaanxi
新筑,,,,shaanxi
褒城,,,,shaanxi
纺织城,,,,shaanxi
映汶汶川南,,,,sichuan
广巴巴中南,,,,sichuan
攀田平地,,,,sichuan
二绕东简阳龙泉湖,,,,sichuan
内威荣铺子湾,,,,sichuan
望城,望城收费站,,,hunan
金兰,金兰收费站,,,hunan
三一,三一收费站,,,hunan
芷钱桥,芷钱桥收费站,,,hunan
道州东,道州东收费站,,,hunan
娄底西,娄底西收费站,,,hunan
九龙江,,,,hunan
娄底经开区,,,,hunan
G15宝安公路,,,,shanghai
G1501龙东大道,,,,shanghai
平朔露天矿,,,,shanxi
杨家湾,杨家湾收费站,0.00622,0.00083,shanxi
滨河,滨河收费站,0.000032,0.000125,shanxi
大同北,大同北收费站,0.120723,0.071096,shanxi
驿马岭,,,,shanxi
运城北,运城北收费站,0.005525,0.000781,shanxi
垣曲西,垣曲西收费站,0.26327,0.11921,shanxi
交城,交城收费站,0.006349,0.006147,shanxi
开栅,开栅收费站,0.006412,0.006292,shanxi
柳林东,柳林东收费站,0.00651,0.00578,shanxi
九景路均桥,,,,jiangxi
景婺黄路婺源,,,,jiangxi
昌金路赣湘界金鱼石,,,,jiangxi
铜万路三兴,,,,jiangxi
资里路法水温泉,,,,jiangxi
南外环路九龙湖南,,,,jiangxi
景鹰路万年西,,,,jiangxi
鹰瑞路北段南城东,,,,jiangxi
朝阳,,,,guangdong
富地岗,富地岗收费站,0.006589,0.005827,guangdong
七里海,七里海收费站,,,tianjin
仙子脚,仙子脚收费站,,,hunan
舂陵江,,,,hunan
扶洲,扶洲收费站,,,hunan
钱粮桥,钱粮桥收费站,0.003547,0.00534,yunnan
旧县,旧县收费站,0.00303,0.007416,yunnan
温泉,温泉收费站,,,yunnan
宽城,宽城收费站,0.007088,0.001225,hebei
曹范,曹范收费站,,,shandong
红花埠,,,,shandong
市中,,,,shandong
博山,博山收费站,,,shandong
莱芜西,莱芜西收费站,,,shandong
鲁村,鲁村收费站,,,shandong
沂源,沂源收费站,,,shandong
诸城,诸城收费站,,,shandong
开原,开原收费站,0.006222,0.002308,liaoning
海棠山,海棠山收费站,0.005321,0.001974,liaoning
德阳,德阳收费站,,,sichuan
白马,白马收费站,3.05839,1.89438,sichuan
罗江,罗江收费站,,,sichuan
绵广厚坝,,,,sichuan
营盘水主线,,,,ningxia
灵武南,灵武南收费站,,,ningxia
附城,附城收费站,4.620637,1.005886,guangdong
银盏,,,,guangdong
宝坻物流城,,,,tianjin
淮安北,淮安北收费站,0.006378,0.006124,jiangsu
罗阳,罗阳收费站,0.006511,0.005731,jiangsu
新坝,新坝收费站,0.00649,0.006342,jiangsu
崇启大桥主线,,,,jiangsu
陈桥,陈桥收费站,0.000123,0.000405,jiangsu
嘉树,嘉树收费站,,,hunan
虎踞,虎踞收费站,,,hunan
周旺铺,周旺铺收费站,,,hunan
冬塔,冬塔收费站,,,hunan
永州东,永州东收费站,,,hunan
王稳庄,王稳庄收费站,,,tianjin
城口主线,,,,guangdong
万全,,,,zhejiang
鸬鹚渡,,,,hunan
和县北,,,,anhui
力角,,,,yunnan
G15沪青平公路,,,,shanghai
G15莘砖公路,,,,shanghai
S4大叶公路,,,,shanghai
泾川东,泾川东收费站,0.005297,0.00062,gansu
红岗,红岗收费站,0.006332,0.001514,heilongjiang
猫街,猫街收费站,0.004327,0.006302,yunnan
乐宜泥溪,,,,sichuan
金沙,,,,hubei
小周,小周收费站,0.006466,0.006051,chongqing
南彭,南彭收费站,0.007811,0.004034,chongqing
大湾,大湾收费站,0.006624,0.00606,chongqing
康大路大余,,,,jiangxi
昌宁连接线冈上,,,,jiangxi
城南,城南收费站,,,guangdong
三台子西,,,,liaoning
甜水,甜水收费站,0.004936,0.002222,liaoning
资眉修文,,,,sichuan
昆阳,昆阳收费站,0.002613,0.006265,yunnan
元江,元江收费站,0.002629,0.005335,yunnan
狮山,,,,yunnan
沾益,沾益收费站,0.566516,0.407363,yunnan
崆峒主线,,,,gansu
花庄,花庄收费站,0.002056,0.001231,gansu
白水,白水收费站,0.005083,0.000503,gansu
新墩,新墩收费站,0.00345,0.001003,gansu
范县,,,,henan
内黄南,内黄南收费站,,,henan
大新,大新收费站,7.450081,11.32862,henan
秣陵,秣陵收费站,,,henan
牛毛坞,牛毛坞收费站,0.005682,0.001867,liaoning
五龙山东,,,,liaoning
喀喇沁,喀喇沁收费站,0.006181,0.002336,liaoning
阜新,阜新收费站,0.00607,0.002291,liaoning
通远堡,通远堡收费站,0.00524,0.00164,liaoning
丹东,丹东收费站,0.005667,0.00133,liaoning
金沟子,金沟子收费站,0.006078,0.002162,liaoning
前营,,,,yunnan
如皋,如皋收费站,0.007669,0.005978,jiangsu
G5013大足,,,,chongqing
贵定南,贵定南收费站,,,guizhou
百宜,,,,guizhou
瓮安西,,,,guizhou
胜境关主线,,,,guizhou
永燊,,,,guizhou
雨格,雨格收费站,,,guizhou
马村,,,,shanxi
左权东,,,,shanxi
岔口,岔口收费站,0.006777,0.00036,shanxi
德昌路瑞洪,,,,jiangxi
德昌路泾口,,,,jiangxi
十七沟,,,,neimenggu
朱日和,朱日和收费站,,,neimenggu
三岔,,,,neimenggu
宝鸡,,,,shaanxi
孟家湾,,,,shaanxi
喜神坝,,,,shaanxi
凤翔,,,,shaanxi
万花,,,,shaanxi
马额,,,,shaanxi
苇河,苇河收费站,0.01295,0.00427,heilongjiang
肇源,肇源收费站,0.005209,0.002252,heilongjiang
九宣闸,九宣闸收费站,,,tianjin
天柱,天柱收费站,,,guizhou
凤山,凤山收费站,11.531176,14.037556,guizhou
金沙西,金沙西收费站,,,guizhou
普安,普安收费站,,,guizhou
罗妥,,,,guizhou
西丽,西丽收费站,0.004734,0.002872,guangdong
思贤,,,,guangdong
晁陂,晁陂收费站,,,henan
新乡西,新乡西收费站,,,henan
清丰,清丰收费站,,,henan
洛宁西,洛宁西收费站,,,henan
长葛西,长葛西收费站,,,henan
茨榆坨北,茨榆坨北收费站,0.005157,0.002075,liaoning
齐齐哈尔,齐齐哈尔收费站,0.007097,0.002178,heilongjiang
五星,五星收费站,0.006279,0.002031,heilongjiang
长江路,长江路收费站,0.006065,0.001943,heilongjiang
一面坡,一面坡收费站,0.01116,0.00174,heilongjiang
平田,平田收费站,,,hunan
团结农场匝道,,,,xinjiang
茶卡,茶卡收费站,,,qinghai
金利,金利收费站,0.005206,0.002611,guangdong
店市,店市收费站,0.000061,0.000035,guangdong
狮中,狮中收费站,0.006118,0.008593,guangdong
沙浦,沙浦收费站,0.003951,0.013559,guangdong
新联标识,,,,guangdong
茂名东,,,,guangdong
上陵,上陵收费站,0.004336,0.002788,guangdong
帽儿山,帽儿山收费站,0.01021,0.0034,heilongjiang
昂昂溪,昂昂溪收费站,0.380849,0.073438,heilongjiang
草堂,草堂收费站,0.26068,0.44089,chongqing
合阳,合阳收费站,0.005745,0.005735,chongqing
云门,云门收费站,0.002958,0.007502,chongqing
平定营,平定营收费站,,,guizhou
笋子林,笋子林收费站,,,guizhou
佛顶山东,,,,guizhou
巴铃,巴铃收费站,,,guizhou
墨冲,墨冲收费站,,,guizhou
夏石,夏石收费站,0.003415,0.003023,guangxi
大名北,大名北收费站,0.07374,0.1425,hebei
思林,思林收费站,0.000127,0.000112,guangxi
独峒,,,,guangxi
宜州,宜州收费站,0.003615,0.00288,guangxi
342省道羊尖,,,,jiangsu
津涞,津涞收费站,,,tianjin
新钟,新钟收费站,0.006106,0.005635,tianjin
玉田,,,,hebei
仁沐新仁寿,,,,sichuan
福民,福民收费站,0.005033,0.002789,guangdong
坑塘径,,,,guangdong
市南路,,,,guangdong
海丰,,,,guangdong
花城,,,,guangdong
川北昭化,,,,sichuan
西攀垭口,,,,sichuan
冀州西,,,,hebei
新河山主线,,,,hebei
承德东,承德东收费站,0.00647,0.001228,hebei
沧北,,,,hebei
下藏科匝道,,,,qinghai
江召金鸡,,,,yunnan
凌坑,,,,guangdong
坛洛,坛洛收费站,0.003873,0.002818,guangxi
方城,方城收费站,,,henan
田林,田林收费站,0.00418,0.00321,guangxi
玉林,玉林收费站,0.004354,0.002657,guangxi
凤山,,,,guangxi
大隆,,,,guangxi
宛田,宛田收费站,,,guangxi
沙溪,沙溪收费站,14.80934,0.42281,chongqing
松溉,松溉收费站,0.006598,0.005944,chongqing
三元(崇),,,,guizhou
遵义,遵义收费站,,,guizhou
白层,白层收费站,,,guizhou
岩架,,,,guizhou
李渡,李渡收费站,0.000583,0.000214,chongqing
大庙,大庙收费站,0.000013,0.000011,chongqing
石阡北,石阡北收费站,,,guizhou
镇远南,镇远南收费站,,,guizhou
麻尾,,,,guizhou
天河潭,天河潭收费站,,,guizhou
三岔河,,,,guizhou
马场垣主线,马场垣主线收费站,,,qinghai
平湖,平湖收费站,0.005044,0.0026,guangdong
韶关南,韶关南收费站,0.000003,0.000004,guangdong
小湘,小湘收费站,0.009094,0.007586,guangdong
峄城,峄城收费站,,,shandong
化马湾,化马湾收费站,,,shandong
东明,东明收费站,,,shandong
烟台西港,烟台西港收费站,,,shandong
滨城,滨城收费站,,,shandong
高青北,高青北收费站,,,shandong
淄博新区,淄博新区收费站,,,shandong
淄川,淄川收费站,,,shandong
沂源东,沂源东收费站,,,shandong
宽甸南,宽甸南收费站,0.005783,0.001167,liaoning
马家店,马家店收费站,0.005622,0.001326,liaoning
明阳,明阳收费站,0.004893,0.001057,liaoning
十里河,十里河收费站,0.005063,0.002594,liaoning
辽阳,辽阳收费站,0.005382,0.001228,liaoning
营口,营口收费站,0.005538,0.001713,liaoning
班吉塔,班吉塔收费站,0.005341,0.001962,liaoning
析木,析木收费站,0.005197,0.001277,liaoning
方家屯,方家屯收费站,0.005954,0.002398,liaoning
彰武,彰武收费站,0.005048,0.001861,liaoning
建平南,建平南收费站,0.006078,0.005495,liaoning
三十家子,,,,liaoning
白塔堡,白塔堡收费站,0.005788,0.002977,liaoning
本溪,本溪收费站,0.005732,0.002038,liaoning
桥头,桥头收费站,0.005792,0.002035,liaoning
永和,,,,guangdong
萝岗,,,,guangdong
清原,清原收费站,0.006013,0.002205,liaoning
南口前,南口前收费站,0.005459,0.002124,liaoning
皮口西,皮口西收费站,0.00542,0.000393,liaoning
邢屯,邢屯收费站,0.005328,0.001228,liaoning
长兴岛主线,,,,liaoning
铧尖子,铧尖子收费站,0.005938,0.00217,liaoning
步云山,步云山收费站,0.0051,0.00129,liaoning
简蒲眉山,,,,sichuan
无为东,,,,anhui
西攀金江,,,,sichuan
达陕白沙,,,,sichuan
达陕万源北,,,,sichuan
六盘山,六盘山收费站,,,ningxia
容城,容城收费站,0.005968,0.00079,hebei
楚雄,,,,yunnan
宣威城南,宣威城南收费站,0.002386,0.002979,yunnan
嵩待小街,,,,yunnan
习水东,,,,guizhou
渝蓉四川,,,,sichuan
宜宾南,宜宾南收费站,,,sichuan
南渝街子,,,,sichuan
广邻广安东,,,,sichuan
广邻华蓥,,,,sichuan
什邡,什邡收费站,,,sichuan
绵广科学城,,,,sichuan
资眉满井,,,,sichuan
海原主线,,,,ningxia
马儿庄,马儿庄收费站,,,ningxia
中卫,中卫收费站,,,ningxia
澄江东,,,,yunnan
济南兴隆,,,,shandong
高州南,,,,guangdong
船塘西,,,,guangdong
安吉北,安吉北收费站,0.005258,0.002142,zhejiang
金华,金华收费站,0.0082,0.000787,zhejiang
温州南,温州南收费站,0.006466,0.006075,zhejiang
嵊州,嵊州收费站,0.004388,0.002265,zhejiang
仙居下各,,,,zhejiang
游埠,游埠收费站,0.134536,0.041689,zhejiang
赤石,赤石收费站,4.45966,5.12282,zhejiang
龙泉南,龙泉南收费站,0.000015,0.000568,zhejiang
峡口,峡口收费站,0.000576,0.000067,zhejiang
泗安,泗安收费站,0.004717,0.002237,zhejiang
勾庄,勾庄收费站,0.00014,0.00003,zhejiang
飞云,飞云收费站,0.006508,0.006411,zhejiang
小港,小港收费站,0.00837,0.00115,zhejiang
开化,开化收费站,0.000123,0.000143,zhejiang
机场主线(入),,,,zhejiang
大隐,大隐收费站,0.00469,0.002375,zhejiang
公盂岩,公盂岩收费站,0.006729,0.005725,zhejiang
瓯北,瓯北收费站,0.004127,0.003465,zhejiang
诸暨东,诸暨东收费站,0.006696,0.005756,zhejiang
直埠,直埠收费站,0.006082,0.00578,zhejiang
新安,新安收费站,0.005857,0.005013,zhejiang
寿昌,寿昌收费站,0.00009,0.00005,zhejiang
康大路梅关,,,,jiangxi
宁定路安定段赣粤界东江源,,,,jiangxi
船广路长桥,,,,jiangxi
景鹰路乐平,,,,jiangxi
鹰瑞路南段瑞金南,,,,jiangxi
上新庄,上新庄收费站,,,qinghai
珍秦匝道,,,,qinghai
同仁北主线,,,,qinghai
饮马峡匝道,,,,qinghai
平庄主线,,,,neimenggu
新林,,,,neimenggu
潮州,潮州收费站,0.000623,0.000159,guangdong
