"id","statName","lng","lat","prov"
"80399932","北京燃气古城公服收费站","116.196190","39.908120","beijing"
"80413693","北京市燃气集团有限责任公司第二分公司营业收费所石佛营民用营业收费站","116.497380","39.928390","beijing"
"80413706","北京市燃气集团有限责任公司第二分公司营业收费所三间房公服营业收费站","116.576240","39.914170","beijing"
"2110000564","刁家收费站","106.226240","29.108890","chongqing"
"2110000566","荣昌收费站","105.609880","29.421280","chongqing"
"2110000567","玉屏收费站","108.913740","28.562110","chongqing"
"2110000572","一品收费站","106.573770","29.269970","chongqing"
"2110000575","李家湾收费站","106.562470","29.257960","chongqing"
"2110000576","接龙收费站","106.817300","29.270250","chongqing"
"2110000578","东溪收费站","106.679390","28.754030","chongqing"
"2110000580","武隆收费站","107.769390","29.331900","chongqing"
"2110000583","曾家收费站","106.287460","29.557230","chongqing"
"2110000585","金凤收费站","106.298040","29.512260","chongqing"
"2110000590","板溪收费站","108.813930","28.731210","chongqing"
"2110000592","濯水收费站","108.770050","29.293710","chongqing"
"2110000594","铜梁东收费站","106.161580","29.801410","chongqing"
"2110000596","桃花源收费站","108.741940","28.874240","chongqing"
"2110000598","少云收费站","105.998920","29.949730","chongqing"
"2110000601","安稳收费站","106.774220","28.658870","chongqing"
"2110000606","白马收费站","107.513120","29.372280","chongqing"
"2110000608","南彭收费站","106.659900","29.330350","chongqing"
"2110000609","黄草收费站","107.942210","29.328530","chongqing"
"2110000612","雷神店收费站","106.686790","28.937250","chongqing"
"2110000616","铜梁北收费站","106.093810","29.860380","chongqing"
"2110000621","万盛收费站","106.911150","28.953840","chongqing"
"2110000623","大观收费站","106.979790","29.236020","chongqing"
"2110000625","洛碛收费站","106.932230","29.739430","chongqing"
"2110000629","木洞收费站","106.883640","29.588660","chongqing"
"2110000632","青木关收费站","106.311780","29.657410","chongqing"
"2110000634","沙坪坝收费站","106.342960","29.662470","chongqing"
"2110000636","黔江南收费站","108.778130","29.441690","chongqing"
"2110000638","大安收费站","106.004040","29.381430","chongqing"
"2110000642","通惠收费站","106.717500","29.041620","chongqing"
"2110000644","永城收费站","106.830100","29.006480","chongqing"
"2110000646","綦江收费站","106.647300","29.043930","chongqing"
"2110000649","支坪收费站","106.375730","29.242640","chongqing"
"2110000654","黔江西收费站","108.702010","29.527630","chongqing"
"2110000656","水江收费站","107.299240","29.253560","chongqing"
"2110000658","渝北收费站","106.690740","29.744270","chongqing"
"2110000661","邮亭收费站","105.750710","29.424580","chongqing"
"2110000663","红狮收费站","109.053800","30.985120","chongqing"
"2110000665","广阳收费站","106.764600","29.577970","chongqing"
"2110000667","江津收费站","106.295580","29.216200","chongqing"
"2110000670","龙兴收费站","106.781650","29.682550","chongqing"
"2110000672","迎龙收费站","106.715970","29.510740","chongqing"
"2110000674","河源收费站","108.551540","30.131790","chongqing"
"2110000676","冷水收费站","108.560660","30.151880","chongqing"
"2110000677","白羊塘收费站","108.564220","30.165870","chongqing"
"2110000678","涪陵收费站","107.269410","29.759990","chongqing"
"2110000680","潼南收费站","105.826070","30.142040","chongqing"
"2110000682","大路收费站","106.228830","29.728530","chongqing"
"2110000684","晏家收费站","106.998750","29.819660","chongqing"
